LP08_Strat_depth,Mean_age,LP08_Ln(Fe/Mn),100-yr_PCHIP_age,LP08_Ln(Fe/Mn),LP08_Ln(Fe/Mn)_Z_score
379,7379.2,1.508025006,,,
379.2,7383.02,1.839076305,,,
379.4,7386.85,1.816900708,,,
379.6,7390.67,1.603219202,,,
379.8,7394.49,1.545270558,,,
380,7398.31,1.801496574,,,
380.2,7402.22,1.606627573,,,
380.4,7406.12,1.746803227,,,
380.6,7410.03,1.782256865,,,
380.8,7413.93,1.67737569,,,
381,7417.84,1.372571291,,,
381.2,7421.75,1.464152391,,,
381.4,7425.65,1.414781397,,,
381.6,7429.56,1.665507454,,,
381.8,7433.46,1.752490733,,,
382,7437.37,1.616309529,,,
382.2,7441.27,0.96501448,,,
382.4,7445.18,1.243985394,,,
382.6,7449.09,1.422976432,,,
382.8,7452.99,1.808255533,,,
383,7456.9,1.734437188,,,
383.2,7460.8,1.794645931,,,
383.4,7464.71,1.66732075,,,
383.6,7468.61,1.330591116,,,
383.8,7472.52,1.562208856,,,
384,7476.43,1.682480794,,,
384.2,7480.33,1.608179011,,,
384.4,7484.24,1.133477834,,,
384.6,7488.14,2.115254501,,,
384.8,7492.05,2.039282296,,,
385,7495.96,1.748401421,,,
385.2,7499.86,1.151492488,,,
385.4,7503.77,0.920163558,,,
385.6,7507.67,1.112598531,,,
385.8,7511.58,0.553877621,,,
386,7515.48,1.125096456,,,
386.2,7519.39,1.814580564,,,
386.4,7523.3,1.887044749,,,
386.6,7527.2,1.977861749,,,
386.8,7531.11,1.736814604,,,
387,7535.01,1.456831509,,,
387.2,7538.92,1.785359706,,,
387.4,7542.82,2.152750734,,,
387.6,7546.73,2.006743841,,,
387.8,7550.64,1.734615641,,,
388,7554.54,0.967376655,,,
388.2,7558.45,2.331832698,,,
388.4,7562.35,2.654674007,,,
388.6,7566.26,2.313226851,,,
388.8,7570.17,2.308980422,,,
389,7574.07,2.652543315,,,
389.2,7577.98,2.516648118,,,
389.4,7581.88,3.181201564,,,
389.6,7585.79,2.892461979,,,
389.8,7589.69,2.210474591,,,
390,7593.6,1.971965263,,,
390.2,7597.44,1.931324184,,,
390.4,7601.27,1.696964301,,,
390.6,7605.11,1.784348368,,,
390.8,7608.95,1.81898951,,,
391,7612.79,1.884486404,,,
391.2,7616.62,1.509725384,,,
391.4,7620.46,1.170389108,,,
391.6,7624.3,1.570801411,,,
391.8,7628.13,1.384628592,,,
392,7631.97,1.372616883,,,
392.2,7635.81,0.895369575,,,
392.4,7639.65,1.111540717,,,
392.6,7643.48,1.674012188,,,
392.8,7647.32,1.800598688,,,
393,7651.16,2.044464291,,,
393.2,7654.99,2.094412487,,,
393.4,7658.83,1.919995492,,,
393.6,7662.67,1.861579075,,,
393.8,7666.5,1.707221762,,,
394,7670.34,1.325741293,,,
394.2,7674.18,1.11194746,,,
394.4,7678.02,1.194070324,,,
394.6,7681.85,0.838714393,,,
394.8,7685.69,1.153823181,,,
395,7689.53,1.271919552,,,
395.2,7693.36,1.423799683,,,
395.4,7697.2,1.462483499,,,
395.6,7701.04,1.722972521,,,
395.8,7704.88,1.657337929,,,
396,7708.71,1.986626567,,,
396.2,7712.55,1.470734606,,,
396.4,7716.39,2.015013941,,,
396.6,7720.22,2.400950429,,,
396.8,7724.06,2.307776641,,,
397,7727.9,2.688825895,,,
397.2,7731.74,2.886173679,,,
397.4,7735.57,2.954028927,,,
397.6,7739.41,3.060710397,,,
397.8,7743.25,2.985212013,,,
398,7747.08,2.8243012,,,
398.2,7750.92,3.07562575,,,
398.4,7754.76,3.326520883,,,
398.6,7758.6,3.241882669,,,
398.8,7762.43,3.622577673,,,
399,7766.27,3.964676252,,,
399.2,7770.11,3.613202204,,,
399.4,7773.94,3.460883152,,,
399.6,7777.78,3.365894534,,,
399.8,7781.62,3.512841562,,,
400,7785.45,3.415603887,,,
400.2,7789.22,3.363438975,,,
400.4,7792.98,3.268952693,,,
400.6,7796.75,3.289707006,,,
400.8,7800.51,3.144605896,,,
401,7804.28,3.183652501,,,
401.2,7808.04,3.211417862,,,
401.4,7811.8,3.212360893,,,
401.6,7815.57,3.11121243,,,
401.8,7819.33,3.143854692,,,
402,7823.1,3.165125402,,,
402.2,7826.86,3.125204077,,,
402.4,7830.63,3.117462656,,,
402.6,7834.39,2.977616282,,,
402.8,7838.15,2.479145712,,,
403,7841.92,2.677334511,,,
403.2,7845.68,2.635160715,,,
403.4,7849.45,2.383288812,,,
403.6,7853.21,2.507459423,,,
403.8,7856.98,1.993139636,,,
404,7860.74,1.890217999,,,
404.2,7864.5,2.295490216,,,
404.4,7868.27,2.443970393,,,
404.6,7872.03,2.416673573,,,
404.8,7875.8,2.287870623,,,
405,7879.56,2.1102132,,,
405.2,7883.33,2.198638405,,,
405.4,7887.09,2.121134355,,,
405.6,7890.85,2.211820168,,,
405.8,7894.62,2.387178261,,,
406,7898.38,2.297008827,,,
406.2,7902.15,2.161597167,,,
406.4,7905.91,2.427092107,,,
406.6,7909.68,2.642105916,,,
406.8,7913.44,3.044334759,,,
407,7917.2,2.971043663,,,
407.2,7920.97,3.184290084,,,
407.4,7924.73,3.269188144,,,
407.6,7928.5,3.225096843,,,
407.8,7932.26,3.088197501,,,
408,7936.03,3.303817248,,,
408.2,7939.79,3.288295441,,,
408.4,7943.55,3.149406649,,,
408.6,7947.32,3.076132699,,,
408.8,7951.08,3.160839062,,,
409,7954.85,3.328927185,,,
409.2,7958.61,3.138622311,,,
409.4,7962.38,3.124645825,,,
409.6,7966.14,3.133839157,,,
409.8,7969.9,3.109169014,,,
410,7973.67,3.210030094,,,
410.2,7979.51,3.200930044,,,
410.4,7985.35,3.163094245,,,
410.6,7991.2,3.155100976,,,
410.8,7997.04,3.142135449,,,
411,8002.88,3.16375859,,,
411.2,8008.73,3.169869421,,,
411.4,8014.57,3.278075005,,,
411.6,8020.41,3.145618555,,,
411.8,8026.25,3.140891476,,,
412,8032.1,3.226320571,,,
412.2,8037.94,3.223321885,,,
412.4,8043.78,3.19929292,,,
412.6,8049.63,3.212485077,,,
412.8,8055.47,3.237951972,,,
413,8061.31,3.267887448,,,
413.2,8067.15,3.277097086,,,
413.4,8073,3.28809297,,,
413.6,8078.84,3.32136265,,,
413.8,8084.68,3.049830183,,,
414,8090.53,2.582006139,,,
414.2,8096.37,2.439631313,,,
414.4,8102.21,2.002188913,,,
414.6,8108.05,0.246549198,,,
414.8,8113.9,2.059982605,,,
415,8119.74,1.985763414,,,
415.2,8125.58,2.148499262,,,
415.4,8131.43,2.158498262,,,
415.6,8137.27,1.325153077,,,
415.8,8143.11,1.391503144,,,
416,8148.95,2.041771913,,,
416.2,8154.8,2.815966084,,,
416.4,8160.64,2.147760786,,,
416.6,8166.48,2.037532101,,,
416.8,8172.33,1.832354661,,,
417,8178.17,2.196457186,,,
417.2,8184.01,2.545333763,,,
417.4,8189.85,1.902168988,,,
417.6,8195.7,1.365483924,,,
417.8,8201.54,2.427701025,,,
418,8207.38,1.731489,,,
418.2,8213.23,1.967758655,,,
418.4,8219.07,2.244573895,,,
418.6,8224.91,1.997859174,,,
418.8,8230.76,0.836333724,,,
419,8236.6,-1.187528456,,,
419.2,8242.44,0.260036778,,,
419.4,8248.28,1.175081595,,,
419.6,8254.13,1.440252763,,,
419.8,8259.97,1.53373224,,,
420,8265.81,1.791944176,,,
420.2,8272.17,2.194467585,,,
420.4,8278.54,2.652123521,,,
420.6,8284.9,2.873106987,,,
420.8,8291.26,2.895817279,,,
421,8297.62,2.794993687,,,
421.2,8303.98,2.763760043,,,
421.4,8310.35,2.308623098,,,
421.6,8316.71,1.603836808,,,
421.8,8323.07,0.070295525,,,
422,8329.43,-1.687788781,,,
422.2,8335.79,-1.988817712,,,
422.4,8342.16,0.190697138,,,
422.6,8348.52,0.758005374,,,
422.8,8354.88,2.013834434,,,
423,8361.24,2.590435615,,,
423.2,8367.6,2.507324544,,,
423.4,8373.97,2.162257915,,,
423.6,8380.33,0.74292243,,,
423.8,8386.69,1.027222596,,,
424,8393.05,1.989185273,,,
424.2,8399.41,2.018350685,,,
424.4,8405.77,0.848246977,,,
424.6,8412.14,0.890471565,,,
424.8,8418.5,2.097178162,,,
425,8424.86,2.572775862,,,
425.2,8431.22,2.207501756,,,
425.4,8437.58,1.533158,,,
425.6,8443.95,-0.495985453,,,
425.8,8450.31,-0.373172624,,,
426,8456.67,1.983906218,,,
426.2,8463.03,1.24187875,,,
426.4,8469.39,0.802080018,,,
426.6,8475.76,2.355133855,,,
426.8,8482.12,2.722831596,,,
427,8488.48,2.511446815,,,
427.2,8494.84,1.547635454,,,
427.4,8501.2,1.231732435,,,
427.6,8507.57,0.050193607,,,
427.8,8513.93,-0.240779431,,,
428,8520.29,3.328647649,,,
428.2,8526.65,2.919271107,,,
428.4,8533.01,2.923780531,,,
428.6,8539.38,3.272563158,,,
428.8,8545.74,2.91242632,,,
429,8552.1,2.776308184,,,
429.2,8558.46,2.671239443,,,
429.4,8564.82,2.46637068,,,
429.6,8571.19,2.740840024,,,
429.8,8577.55,2.850230468,,,
430,8583.91,2.9583437,,,
430.2,8588.4,3.201898701,,,
430.4,8592.89,2.770311147,,,
430.6,8597.38,2.697130311,,,
430.8,8601.87,2.571425929,,,
431,8606.36,2.526640281,,,
431.2,8610.85,2.332727813,,,
431.4,8615.34,2.375058356,,,
431.6,8619.83,2.137113934,,,
431.8,8624.32,2.170992838,,,
432,8628.82,2.061615282,,,
432.2,8633.31,2.147929788,,,
432.4,8637.8,1.901458386,,,
432.6,8642.29,2.027491755,,,
432.8,8646.78,1.536546401,,,
434,8673.72,3.07507444,,,
434.2,8678.21,2.971517262,,,
434.4,8682.7,3.229641199,,,
434.6,8687.19,3.346902143,,,
434.8,8691.68,3.322700916,,,
435,8696.17,3.318786358,,,
435.2,8700.66,3.348347263,,,
435.4,8705.16,3.264170246,,,
435.6,8709.65,3.336645776,,,
435.8,8714.14,3.316946585,,,
436,8718.63,3.409147322,,,
436.2,8723.12,3.390103444,,,
436.4,8727.61,3.442027581,,,
436.6,8732.1,3.440266768,,,
436.8,8736.59,3.397632089,,,
437,8741.08,3.390749833,,,
437.2,8745.57,3.401739534,,,
437.4,8750.06,3.49188359,,,
437.6,8754.55,3.537807286,,,
437.8,8759.04,3.509995631,,,
438,8763.53,3.503292133,,,
438.2,8768.02,3.366794673,,,
438.4,8772.51,3.210874316,,,
438.6,8777,2.619268174,,,
438.8,8781.49,2.573583756,,,
439,8785.99,0.854742502,,,
439.2,8790.48,1.575810268,,,
439.4,8794.97,1.23603968,,,
439.6,8799.46,1.354669184,,,
439.8,8803.95,1.51275454,,,
440,8808.44,1.635257039,,,
440.2,8813.47,1.947129166,,,
440.4,8818.5,1.138367796,,,
440.6,8823.53,1.228027361,,,
440.8,8828.56,1.360258649,,,
441,8833.59,1.914258124,,,
441.2,8838.62,1.608308242,,,
441.4,8843.64,1.47799493,,,
441.6,8848.67,2.090712707,,,
441.8,8853.7,1.825895506,,,
442,8858.73,1.422285926,,,
442.2,8863.76,1.394819562,,,
442.4,8868.79,1.521613009,,,
442.6,8873.82,1.584218807,,,
442.8,8878.85,1.718828153,,,
443,8883.88,1.631241325,,,
443.2,8888.91,1.052632485,,,
443.4,8893.94,0.730426537,,,
443.6,8898.97,1.289584621,,,
443.8,8904,1.174921862,,,
444,8909.03,1.84376843,,,
444.2,8914.06,2.344361497,,,
444.4,8919.09,0.9896099,,,
444.6,8924.12,0.850822243,,,
444.8,8929.15,0.753077412,,,
445,8934.17,1.438118218,,,
445.2,8939.2,3.775949759,,,
445.4,8944.23,2.770825527,,,
445.6,8949.26,1.579344957,,,
445.8,8954.29,1.784758601,,,
446,8959.32,2.397773648,,,
446.2,8964.35,0.452421357,,,
446.4,8969.38,3.224697356,,,
446.6,8974.41,3.080660027,,,
446.8,8979.44,1.702288066,,,
447,8984.47,1.602673512,,,
447.2,8989.5,1.422505892,,,
447.4,8994.53,1.555333178,,,
447.6,8999.56,1.415210693,,,
447.8,9004.59,1.518614243,,,
448,9009.62,1.091259859,,,
448.2,9014.65,0.533708638,,,
448.4,9019.68,-0.201184804,,,
448.6,9024.7,-0.700699935,,,
448.8,9029.73,-0.509849891,,,
449,9034.76,0.442640495,,,
449.2,9039.79,1.204428866,,,
449.4,9044.82,1.149403914,,,
449.6,9049.85,0.744189823,,,
449.8,9054.88,0.82425394,,,
450,9059.91,1.286714715,,,
450.2,9070.64,0.925157007,,,
450.4,9081.37,0.71517725,,,
450.6,9092.1,-0.789272897,,,
450.8,9102.83,-0.848475096,,,
451,9113.56,-0.782977513,,,
451.2,9124.29,0.24710629,,,
451.4,9135.02,-1.019707576,,,
451.6,9145.74,1.458044001,,,
451.8,9156.47,1.869707589,,,
452,9167.2,1.680343698,,,
452.2,9177.93,1.523289434,,,
452.4,9188.66,1.403326084,,,
452.6,9199.39,1.429654937,,,
452.8,9210.12,1.786709444,,,
453,9220.85,1.92950713,,,
453.2,9231.58,2.043796687,,,
453.4,9242.31,1.793211902,,,
453.6,9253.04,1.243558117,,,
453.8,9263.77,0.888154997,,,
454,9274.5,-0.609666252,,,
454.2,9285.23,-0.119682117,,,
454.4,9295.95,1.431749406,,,
454.6,9306.68,1.818057747,,,
454.8,9317.41,1.709617244,,,
455,9328.14,0.098246755,,,
455.2,9338.87,0.084334344,,,
455.4,9349.6,-0.430530714,,,
455.6,9360.33,1.279704373,,,
455.8,9371.06,1.36360665,,,
456,9381.79,2.095964141,,,
456.2,9392.52,2.413424111,,,
456.4,9403.25,1.902297421,,,
456.6,9413.98,0.137338062,,,
456.8,9424.71,0.504748585,,,
457,9435.43,1.590015112,,,
457.2,9446.16,0.92077335,,,
457.4,9456.89,0.431628659,,,
457.6,9467.62,-1.112814969,,,
457.8,9478.35,-0.418814117,,,
458,9489.08,0.189451159,,,
458.2,9499.81,0.559358523,,,
458.4,9510.54,1.504672934,,,
458.6,9521.27,2.892221897,,,
458.8,9532,2.695716134,,,
459,9542.73,2.643735241,,,
459.2,9553.46,2.884856024,,,
459.4,9564.19,2.68616749,,,
459.6,9574.92,2.586764535,,,
459.8,9585.64,2.691608421,,,
460,9596.37,2.870446461,,,
460.2,9607.1,2.966032261,,,
460.4,9617.83,3.069155544,,,
460.6,9628.56,2.990093918,,,
460.8,9639.29,2.858471273,,,
461,9650.02,2.861406915,,,
461.2,9660.75,2.539029447,,,
461.4,9671.48,2.273089029,,,
461.6,9682.21,1.769887706,,,
461.8,9692.94,1.308730197,,,
462,9703.67,0.007362158,,,
462.4,9725.12,1.929154004,,,
462.6,9735.85,2.091152801,,,
462.8,9746.58,0.432079653,,,
463.2,9768.04,2.525173732,,,
463.4,9778.77,2.212342366,,,
463.6,9789.5,2.422825632,,,
463.8,9800.23,0.88371499,,,
464,9810.96,-1.364450818,,,
464.2,9821.69,-1.102221548,,,
464.4,9832.42,0.767094017,,,
464.6,9843.15,2.014205578,,,
464.8,9853.88,2.568208036,,,
465,9864.61,2.729873705,,,
465.2,9875.33,2.879040686,,,
465.4,9886.06,2.890009472,,,
465.6,9896.79,2.813170207,,,
465.8,9907.52,2.813876846,,,
466,9918.25,2.960553381,,,
466.2,9928.98,2.940029896,,,
466.4,9939.71,2.973331973,,,
466.6,9950.44,3.04072682,,,
466.8,9961.17,3.157389691,,,
467,9971.9,3.253125324,,,
467.2,9982.63,3.461027383,,,
467.4,9993.36,3.377725025,,,
467.8,10014.81,3.329915101,,,
468,10025.54,3.400470901,,,
468.2,10036.27,3.472229432,,,
468.4,10047,3.618484153,,,
468.6,10057.73,3.610556282,,,
468.8,10068.46,3.815176185,,,
