1_Fe_Mn_&_Mn_Ti: Series 1 = Ln(Fe/Mn); Series 2 = Ln(Mn/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Fe_Mn_&_Br_Ti: Series 1 = Ln(Fe/Mn); Series 2 = Ln(Br/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,3_Mn_Ti_&_Br_Ti: Series 1 = Ln(Mn/Ti); Series 2 = Ln(Br/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,4_Fe_Mn_&_Inc_Coh: Series 1 = Ln(Fe/Mn); Series 2 = Ln(inc/Coh); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,5_Mn_Ti_&_Ca_Ti: Series 1 = Ln(Mn/Ti); Series 2 = Ln(Ca/Ti); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,6_Br_Ti_&_Inc_Coh: Series 1 = Ln(Br/Ti); Series 2 = Ln(Inc/Coh); 10-yr interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,
s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,s2x,series2_input,s1xn,s1n,series1ydl,series1ydlnorm,s2xn,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect,s1x,series1_input,series2_input,s2xn,s1xn,s1n,series1ydl,series1ydlnorm,s2x,s2n,series2ydl,series2ydlnorm,sx1inter_sx2inter_x2_x4,sy1inter,sy1norminter,sy2inter,sy2norminter,y2s ,y2sl ,y2sln ,y4s ,y4sl ,y4sln ,s1period,s2period,msc,frcspect
2148.9,3.204055805,2148.9,1.284245107,2154.9,0.69749,0.053604,0.2235,2162.3,-0.83395,-0.20244,-0.43472,3640,3.0447,-0.24453,1.7063,0.29907,-0.058648,0.020903,0.087154,0.13927,-0.0004949,-0.0010628,,,,,2148.9,3.204055805,2148.9,1.582204762,2154.9,0.69749,0.053604,0.2235,2154.9,-0.76006,-0.38999,-0.75426,3640,3.0447,-0.24453,1.7009,0.49482,-0.058648,0.020903,0.087154,0.25585,0.25363,0.49053,,,,,2148.9,1.284245107,2148.9,1.582204762,2162.3,-0.83395,-0.20244,-0.43472,2154.9,-0.76006,-0.38999,-0.75426,3640,1.7063,0.29907,1.7009,0.49482,0.13927,-0.0004949,-0.0010628,0.25585,0.25363,0.49053,,,,,2148.9,3.204055805,2148.9,1.620244277,2154.9,0.69749,0.053604,0.2235,2148.9,0.4463,0.027045,0.66875,3640,3.0447,-0.24453,1.6216,0.47884,-0.058648,0.020903,0.087154,0.019365,0.013218,0.32685,,,,,2148.9,1.284245107,2148.9,0.999314068,2162.3,-0.83395,-0.20244,-0.43472,2159.4,1.2795,0.52621,1.264,3640,1.7063,0.29907,1.0438,-0.011442,0.13927,-0.0004949,-0.0010628,-0.0047634,7.92E-05,0.00019023,,,,,2148.9,1.582204762,2148.9,1.620244277,2154.9,-0.76006,-0.38999,-0.75426,2148.9,0.4463,0.027045,0.66875,3640,1.7009,0.49482,1.6216,0.47884,0.25585,0.25363,0.49053,0.019365,0.013218,0.32685,,,,
2151.9,3.400732157,2151.9,0.95179742,2159.4,-0.07208,-0.13057,-0.54439,2165.3,0.20375,0.28011,0.60151,3650,2.976,-0.53073,1.5362,-0.066102,-0.12729,-0.046868,-0.19541,-0.030782,-0.17203,-0.36942,,,,,2151.9,3.400732157,2151.9,1.301471169,2159.4,-0.07208,-0.13057,-0.54439,2159.4,0.99906,0.51956,1.0048,3650,2.976,-0.53073,1.2539,-0.36978,-0.12729,-0.046868,-0.19541,-0.1912,-0.19344,-0.37412,,,,,2151.9,0.95179742,2151.9,1.301471169,2165.3,0.20375,0.28011,0.60151,2159.4,0.99906,0.51956,1.0048,3650,1.5362,-0.066102,1.2539,-0.36978,-0.030782,-0.17203,-0.36942,-0.1912,-0.19344,-0.37412,,,,,2151.9,3.400732157,2151.9,1.58850145,2159.4,-0.07208,-0.13057,-0.54439,2151.9,-0.33859,-0.0047288,-0.11693,3650,2.976,-0.53073,1.6428,1.0037,-0.12729,-0.046868,-0.19541,0.040591,0.034373,0.84992,,,,,2151.9,0.95179742,2151.9,0.650063594,2165.3,0.20375,0.28011,0.60151,2162.3,-0.16653,-0.075772,-0.18201,3650,1.5362,-0.066102,0.75733,-0.69962,-0.030782,-0.17203,-0.36942,-0.29126,-0.28637,-0.68786,,,,,2151.9,1.301471169,2151.9,1.58850145,2159.4,0.99906,0.51956,1.0048,2151.9,-0.33859,-0.0047288,-0.11693,3650,1.2539,-0.36978,1.6428,1.0037,-0.1912,-0.19344,-0.37412,0.040591,0.034373,0.84992,,,,
2154.9,3.270620995,2154.9,0.986494991,2162.3,0.19705,-0.065615,-0.27358,2168.3,-0.74783,-0.1637,-0.35154,3660,2.995,-0.45166,1.6993,0.28412,-0.10833,-0.026809,-0.11178,0.13231,-0.010654,-0.022878,,,,,2154.9,3.270620995,2154.9,1.052092273,2162.3,0.19705,-0.065615,-0.27358,2162.3,-0.3928,-0.20012,-0.38703,3660,2.995,-0.45166,1.3197,-0.24257,-0.10833,-0.026809,-0.11178,-0.12542,-0.1277,-0.24697,,,,,2154.9,0.986494991,2154.9,1.052092273,2168.3,-0.74783,-0.1637,-0.35154,2162.3,-0.3928,-0.20012,-0.38703,3660,1.6993,0.28412,1.3197,-0.24257,0.13231,-0.010654,-0.022878,-0.12542,-0.1277,-0.24697,,,,,2154.9,3.270620995,2154.9,1.596951315,2162.3,0.19705,-0.065615,-0.27358,2154.9,-0.12966,0.0036897,0.091234,3660,2.995,-0.45166,1.6265,0.60084,-0.10833,-0.026809,-0.11178,0.024299,0.017995,0.44496,,,,,2154.9,0.986494991,2154.9,0.555277386,2168.3,-0.74783,-0.1637,-0.35154,2165.3,0.38244,0.1528,0.36703,3660,1.6993,0.28412,1.0356,-0.031189,0.13231,-0.010654,-0.022878,-0.012985,-0.0080244,-0.019275,,,,,2154.9,1.052092273,2154.9,1.596951315,2162.3,-0.3928,-0.20012,-0.38703,2154.9,-0.12966,0.0036897,0.091234,3660,1.3197,-0.24257,1.6265,0.60084,-0.12542,-0.1277,-0.24697,0.024299,0.017995,0.44496,,,,
2159.4,3.086048685,2159.4,2.093234864,2165.3,-0.51228,-0.23534,-0.98124,2172.8,0.75385,0.53491,1.1487,3670,3.124,0.086144,1.397,-0.36507,0.020661,0.10309,0.42983,-0.17,-0.31471,-0.67582,,,,,2159.4,3.086048685,2159.4,1.961658506,2165.3,-0.51228,-0.23534,-0.98124,2165.3,1.0871,0.56506,1.0928,3670,3.124,0.086144,1.0556,-0.75325,0.020661,0.10309,0.42983,-0.38947,-0.39177,-0.7577,,,,,2159.4,2.093234864,2159.4,1.961658506,2172.8,0.75385,0.53491,1.1487,2165.3,1.0871,0.56506,1.0928,3670,1.397,-0.36507,1.0556,-0.75325,-0.17,-0.31471,-0.67582,-0.38947,-0.39177,-0.7577,,,,,2159.4,3.086048685,2159.4,1.60232083,2165.3,-0.51228,-0.23534,-0.98124,2159.4,0.0031131,0.0090278,0.22323,3670,3.124,0.086144,1.6207,0.45763,0.020661,0.10309,0.42983,0.018507,0.012133,0.30002,,,,,2159.4,2.093234864,2159.4,1.581267035,2172.8,0.75385,0.53491,1.1487,2168.3,-0.62254,-0.26557,-0.6379,3670,1.397,-0.36507,0.77555,-0.65586,-0.17,-0.31471,-0.67582,-0.27304,-0.26803,-0.64382,,,,,2159.4,1.961658506,2159.4,1.60232083,2165.3,1.0871,0.56506,1.0928,2159.4,0.0031131,0.0090278,0.22323,3670,1.0556,-0.75325,1.6207,0.45763,-0.38947,-0.39177,-0.7577,0.018507,0.012133,0.30002,,,,
2162.3,3.150596984,2162.3,1.178654996,2168.3,-0.17096,-0.15307,-0.63824,2175.8,0.023531,0.19414,0.4169,3680,2.9191,-0.76812,2.2467,1.4597,-0.18422,-0.10072,-0.41995,0.67974,0.53339,1.1454,,,,,2162.3,3.150596984,2162.3,1.241990872,2168.3,-0.17096,-0.15307,-0.63824,2168.3,-0.34859,-0.17728,-0.34287,3680,2.9191,-0.76812,1.8516,0.78613,-0.18422,-0.10072,-0.41995,0.40647,0.40415,0.78163,,,,,2162.3,1.178654996,2162.3,1.241990872,2175.8,0.023531,0.19414,0.4169,2168.3,-0.34859,-0.17728,-0.34287,3680,2.2467,1.4597,1.8516,0.78613,0.67974,0.53339,1.1454,0.40647,0.40415,0.78163,,,,,2162.3,3.150596984,2162.3,1.637375721,2168.3,-0.17096,-0.15307,-0.63824,2162.3,0.86991,0.044051,1.0892,3680,2.9191,-0.76812,1.6244,0.54867,-0.18422,-0.10072,-0.41995,0.022189,0.015736,0.38911,,,,,2162.3,1.178654996,2162.3,0.979265531,2175.8,0.023531,0.19414,0.4169,2172.8,0.99987,0.40989,0.98457,3680,2.2467,1.4597,1.4301,0.91638,0.67974,0.53339,1.1454,0.3815,0.38658,0.92857,,,,,2162.3,1.241990872,2162.3,1.637375721,2168.3,-0.34859,-0.17728,-0.34287,2162.3,0.86991,0.044051,1.0892,3680,1.8516,0.78613,1.6244,0.54867,0.40647,0.40415,0.78163,0.022189,0.015736,0.38911,,,,
2165.3,2.980470416,2165.3,1.661884388,2172.8,-0.55482,-0.24473,-1.0204,2178.8,-0.14807,0.11355,0.24384,3690,3.056,-0.19729,1.7302,0.35052,-0.047317,0.037135,0.15483,0.16323,0.015416,0.033105,,,,,2165.3,2.980470416,2165.3,2.007180974,2172.8,-0.55482,-0.24473,-1.0204,2172.8,0.74942,0.39044,0.75512,3690,3.056,-0.19729,1.5215,0.14775,-0.047317,0.037135,0.15483,0.076398,0.074048,0.14321,,,,,2165.3,1.661884388,2165.3,2.007180974,2178.8,-0.14807,0.11355,0.24384,2172.8,0.74942,0.39044,0.75512,3690,1.7302,0.35052,1.5215,0.14775,0.16323,0.015416,0.033105,0.076398,0.074048,0.14321,,,,,2165.3,2.980470416,2165.3,1.616261711,2172.8,-0.55482,-0.24473,-1.0204,2165.3,0.34783,0.022906,0.56639,3690,3.056,-0.19729,1.6122,0.24746,-0.047317,0.037135,0.15483,0.010008,0.0034829,0.086121,,,,,2165.3,1.661884388,2165.3,1.207811581,2178.8,-0.14807,0.11355,0.24384,2175.8,0.71628,0.29185,0.70103,3690,1.7302,0.35052,1.1525,0.24949,0.16323,0.015416,0.033105,0.10386,0.10899,0.26179,,,,,2165.3,2.007180974,2165.3,1.616261711,2172.8,0.74942,0.39044,0.75512,2165.3,0.34783,0.022906,0.56639,3690,1.5215,0.14775,1.6122,0.24746,0.076398,0.074048,0.14321,0.010008,0.0034829,0.086121,,,,
2168.3,3.062332347,2168.3,1.218756601,2175.8,-0.14542,-0.14614,-0.60934,2183.2,0.62253,0.47171,1.013,3700,3.1935,0.37596,1.7388,0.36898,0.090169,0.17552,0.73183,0.17182,0.022273,0.04783,,,,,2168.3,3.062332347,2168.3,1.264847708,2175.8,-0.14542,-0.14614,-0.60934,2175.8,0.82737,0.43073,0.83305,3700,3.1935,0.37596,1.4382,-0.013243,0.090169,0.17552,0.73183,-0.0068472,-0.0092243,-0.01784,,,,,2168.3,1.218756601,2168.3,1.264847708,2183.2,0.62253,0.47171,1.013,2175.8,0.82737,0.43073,0.83305,3700,1.7388,0.36898,1.4382,-0.013243,0.17182,0.022273,0.04783,-0.0068472,-0.0092243,-0.01784,,,,,2168.3,3.062332347,2168.3,1.622110817,2175.8,-0.14542,-0.14614,-0.60934,2168.3,0.49245,0.028724,0.71024,3700,3.1935,0.37596,1.6787,1.8923,0.090169,0.17552,0.73183,0.076527,0.069924,1.729,,,,,2168.3,1.218756601,2168.3,0.789424011,2183.2,0.62253,0.47171,1.013,2178.8,0.065425,0.020913,0.050234,3700,1.7388,0.36898,1.3606,0.74935,0.17182,0.022273,0.04783,0.31196,0.31715,0.7618,,,,,2168.3,1.264847708,2168.3,1.622110817,2175.8,0.82737,0.43073,0.83305,2168.3,0.49245,0.028724,0.71024,3700,1.4382,-0.013243,1.6787,1.8923,-0.0068472,-0.0092243,-0.01784,0.076527,0.069924,1.729,,,,
2172.8,2.970269591,2172.8,1.918053195,2178.8,-0.25062,-0.17097,-0.71287,2186.2,-0.71547,-0.15204,-0.3265,3710,3.0854,-0.074897,1.6005,0.071832,-0.017963,0.068349,0.28498,0.033451,-0.11765,-0.25265,,,,,2172.8,2.970269591,2172.8,1.832581464,2178.8,-0.25062,-0.17097,-0.71287,2178.8,-0.49529,-0.25317,-0.48963,3710,3.0854,-0.074897,1.4628,0.03424,-0.017963,0.068349,0.28498,0.017704,0.015301,0.029593,,,,,2172.8,1.918053195,2172.8,1.832581464,2186.2,-0.71547,-0.15204,-0.3265,2178.8,-0.49529,-0.25317,-0.48963,3710,1.6005,0.071832,1.4628,0.03424,0.033451,-0.11765,-0.25265,0.017704,0.015301,0.029593,,,,,2172.8,2.970269591,2172.8,1.609540537,2178.8,-0.25062,-0.17097,-0.71287,2172.8,0.18163,0.016122,0.39864,3710,3.0854,-0.074897,1.6271,0.61516,-0.017963,0.068349,0.28498,0.024878,0.018208,0.45023,,,,,2172.8,1.918053195,2172.8,1.464856684,2186.2,-0.71547,-0.15204,-0.3265,2183.2,0.6189,0.25136,0.60376,3710,1.6005,0.071832,1.1379,0.21448,0.033451,-0.11765,-0.25265,0.089293,0.094527,0.22706,,,,,2172.8,1.832581464,2172.8,1.609540537,2178.8,-0.49529,-0.25317,-0.48963,2172.8,0.18163,0.016122,0.39864,3710,1.4628,0.03424,1.6271,0.61516,0.017704,0.015301,0.029593,0.024878,0.018208,0.45023,,,,
2175.8,3.068458478,2175.8,1.57796178,2183.2,-0.23807,-0.16756,-0.69864,2189.2,-1.7527,-0.63573,-1.3652,3720,2.997,-0.44341,2.334,1.6472,-0.10635,-0.019226,-0.080162,0.76704,0.61456,1.3197,,,,,2175.8,3.068458478,2175.8,1.872885014,2183.2,-0.23807,-0.16756,-0.69864,2183.2,0.54234,0.28334,0.54798,3720,2.997,-0.44341,1.7431,0.57629,-0.10635,-0.019226,-0.080162,0.29798,0.29555,0.5716,,,,,2175.8,1.57796178,2175.8,1.872885014,2189.2,-1.7527,-0.63573,-1.3652,2183.2,0.54234,0.28334,0.54798,3720,2.334,1.6472,1.7431,0.57629,0.76704,0.61456,1.3197,0.29798,0.29555,0.5716,,,,,2175.8,3.068458478,2175.8,1.63561081,2183.2,-0.23807,-0.16756,-0.69864,2175.8,0.82627,0.042161,1.0425,3720,2.997,-0.44341,1.6479,1.1294,-0.10635,-0.019226,-0.080162,0.045675,0.03894,0.96285,,,,,2175.8,1.57796178,2175.8,1.346791918,2189.2,-1.7527,-0.63573,-1.3652,2186.2,-0.43208,-0.18616,-0.44716,3720,2.334,1.6472,1.5771,1.2695,0.76704,0.61456,1.3197,0.52851,0.5338,1.2822,,,,,2175.8,1.872885014,2175.8,1.63561081,2183.2,0.54234,0.28334,0.54798,2175.8,0.82627,0.042161,1.0425,3720,1.7431,0.57629,1.6479,1.1294,0.29798,0.29555,0.5716,0.045675,0.03894,0.96285,,,,
2178.8,3.043226821,2178.8,1.498053282,2186.2,-0.28512,-0.17844,-0.74401,2192.2,-1.2157,-0.38634,-0.82963,3730,3.1,-0.013883,1.5884,0.04599,-0.0033298,0.08486,0.35382,0.021416,-0.13287,-0.28534,,,,,2178.8,3.043226821,2178.8,1.18899635,2186.2,-0.28512,-0.17844,-0.74401,2186.2,0.12491,0.067489,0.13053,3730,3.1,-0.013883,1.4405,-0.008914,-0.0033298,0.08486,0.35382,-0.004609,-0.0070627,-0.013659,,,,,2178.8,1.498053282,2178.8,1.18899635,2192.2,-1.2157,-0.38634,-0.82963,2186.2,0.12491,0.067489,0.13053,3730,1.5884,0.04599,1.4405,-0.008914,0.021416,-0.13287,-0.28534,-0.004609,-0.0070627,-0.013659,,,,,2178.8,3.043226821,2178.8,1.611737541,2186.2,-0.28512,-0.17844,-0.74401,2178.8,0.23596,0.018256,0.45141,3730,3.1,-0.013883,1.5961,-0.1495,-0.0033298,0.08486,0.35382,-0.0060461,-0.01287,-0.31822,,,,,2178.8,1.498053282,2178.8,1.07583226,2192.2,-1.2157,-0.38634,-0.82963,2189.2,-1.4564,-0.61257,-1.4714,3730,1.5884,0.04599,1.0058,-0.10274,0.021416,-0.13287,-0.28534,-0.042773,-0.037426,-0.089898,,,,,2178.8,1.18899635,2178.8,1.611737541,2186.2,0.12491,0.067489,0.13053,2178.8,0.23596,0.018256,0.45141,3730,1.4405,-0.008914,1.5961,-0.1495,-0.004609,-0.0070627,-0.013659,-0.0060461,-0.01287,-0.31822,,,,
2183.2,3.046236969,2183.2,1.856898771,2189.2,-0.1434,-0.14405,-0.6006,2196.7,-1.132,-0.34805,-0.74742,3740,3.1141,0.044751,1.3116,-0.54851,0.010733,0.099807,0.41614,-0.25543,-0.41116,-0.88294,,,,,2183.2,3.046236969,2183.2,1.725510084,2189.2,-0.1434,-0.14405,-0.6006,2189.2,-1.5345,-0.79052,-1.5289,3740,3.1141,0.044751,0.98492,-0.88997,0.010733,0.099807,0.41614,-0.46017,-0.46264,-0.89476,,,,,2183.2,1.856898771,2183.2,1.725510084,2196.7,-1.132,-0.34805,-0.74742,2189.2,-1.5345,-0.79052,-1.5289,3740,1.3116,-0.54851,0.98492,-0.88997,-0.25543,-0.41116,-0.88294,-0.46017,-0.46264,-0.89476,,,,,2183.2,3.046236969,2183.2,1.602039477,2189.2,-0.1434,-0.14405,-0.6006,2183.2,-0.0038439,0.0085266,0.21084,3740,3.1141,0.044751,1.6095,0.18097,0.010733,0.099807,0.41614,0.0073188,0.00043378,0.010726,,,,,2183.2,1.856898771,2183.2,1.306251653,2196.7,-1.132,-0.34805,-0.74742,2192.2,-1.1286,-0.47609,-1.1436,3740,1.3116,-0.54851,0.67557,-0.89601,-0.25543,-0.41116,-0.88294,-0.37302,-0.36763,-0.88305,,,,,2183.2,1.725510084,2183.2,1.602039477,2189.2,-1.5345,-0.79052,-1.5289,2183.2,-0.0038439,0.0085266,0.21084,3740,0.98492,-0.88997,1.6095,0.18097,-0.46017,-0.46264,-0.89476,0.0073188,0.00043378,0.010726,,,,
2186.2,3.034952987,2186.2,1.233825767,2192.2,-0.061941,-0.12411,-0.51747,2199.7,-0.29497,0.041047,0.088144,3750,3.2135,0.45938,1.7786,0.45441,0.11018,0.20028,0.83506,0.21161,0.054229,0.11645,,,,,2186.2,3.034952987,2186.2,1.509673382,2192.2,-0.061941,-0.12411,-0.51747,2192.2,-0.57933,-0.29666,-0.57376,3750,3.2135,0.45938,1.7765,0.64091,0.11018,0.20028,0.83506,0.33139,0.32888,0.63607,,,,,2186.2,1.233825767,2186.2,1.509673382,2199.7,-0.29497,0.041047,0.088144,2192.2,-0.57933,-0.29666,-0.57376,3750,1.7786,0.45441,1.7765,0.64091,0.21161,0.054229,0.11645,0.33139,0.32888,0.63607,,,,,2186.2,3.034952987,2186.2,1.59307025,2192.2,-0.061941,-0.12411,-0.51747,2186.2,-0.22562,-0.00047398,-0.01172,3750,3.2135,0.45938,1.629,0.6627,0.11018,0.20028,0.83506,0.026801,0.01984,0.49059,,,,,2186.2,1.233825767,2186.2,0.868711955,2199.7,-0.29497,0.041047,0.088144,2196.7,-1.0218,-0.43161,-1.0367,3750,1.7786,0.45441,1.2495,0.48251,0.21161,0.054229,0.11645,0.20088,0.20633,0.49561,,,,,2186.2,1.509673382,2186.2,1.59307025,2192.2,-0.57933,-0.29666,-0.57376,2186.2,-0.22562,-0.00047398,-0.01172,3750,1.7765,0.64091,1.629,0.6627,0.33139,0.32888,0.63607,0.026801,0.01984,0.49059,,,,
2189.2,3.068944354,2189.2,0.750826292,2196.7,-0.080939,-0.12826,-0.53479,2202.7,-0.949,-0.2642,-0.56735,3760,3.3077,0.85198,1.3489,-0.46827,0.20434,0.29516,1.2307,-0.21806,-0.37682,-0.8092,,,,,2189.2,3.068944354,2189.2,0.651673932,2196.7,-0.080939,-0.12826,-0.53479,2196.7,-0.80228,-0.41195,-0.79673,3760,3.3077,0.85198,1.2689,-0.34072,0.20434,0.29516,1.2307,-0.17617,-0.1787,-0.34561,,,,,2189.2,0.750826292,2189.2,0.651673932,2202.7,-0.949,-0.2642,-0.56735,2196.7,-0.80228,-0.41195,-0.79673,3760,1.3489,-0.46827,1.2689,-0.34072,-0.21806,-0.37682,-0.8092,-0.17617,-0.1787,-0.34561,,,,,2189.2,3.068944354,2189.2,1.633631555,2196.7,-0.080939,-0.12826,-0.53479,2189.2,0.77732,0.040056,0.99045,3760,3.3077,0.85198,1.6217,0.48265,0.20434,0.29516,1.2307,0.019519,0.012495,0.30896,,,,,2189.2,0.750826292,2189.2,0.442279081,2202.7,-0.949,-0.2642,-0.56735,2199.7,-0.28758,-0.12591,-0.30243,3760,1.3489,-0.46827,0.73301,-0.75805,-0.21806,-0.37682,-0.8092,-0.31559,-0.31008,-0.74482,,,,,2189.2,0.651673932,2189.2,1.633631555,2196.7,-0.80228,-0.41195,-0.79673,2189.2,0.77732,0.040056,0.99045,3760,1.2689,-0.34072,1.6217,0.48265,-0.17617,-0.1787,-0.34561,0.019519,0.012495,0.30896,,,,
2192.2,3.088480475,2192.2,1.000896816,2199.7,-0.10327,-0.13322,-0.55544,2205.6,0.18987,0.26546,0.57005,3770,3.1458,0.17711,1.718,0.32435,0.042477,0.13425,0.55975,0.15104,-0.0093932,-0.020171,,,,,2192.2,3.088480475,2192.2,1.145541721,2199.7,-0.10327,-0.13322,-0.55544,2199.7,0.36143,0.18974,0.36696,3770,3.1458,0.17711,1.6673,0.42982,0.042477,0.13425,0.55975,0.22224,0.21969,0.42489,,,,,2192.2,1.000896816,2192.2,1.145541721,2205.6,0.18987,0.26546,0.57005,2199.7,0.36143,0.18974,0.36696,3770,1.718,0.32435,1.6673,0.42982,0.15104,-0.0093932,-0.020171,0.22224,0.21969,0.42489,,,,,2192.2,3.088480475,2192.2,1.643722429,2199.7,-0.10327,-0.13322,-0.55544,2192.2,1.0268,0.050115,1.2392,3770,3.1458,0.17711,1.6357,0.82945,0.042477,0.13425,0.55975,0.033545,0.026451,0.65405,,,,,2192.2,1.000896816,2192.2,0.578736829,2205.6,0.18987,0.26546,0.57005,2202.7,-0.8538,-0.36161,-0.86859,3770,1.718,0.32435,1.09,0.099416,0.15104,-0.0093932,-0.020171,0.041388,0.046946,0.11277,,,,,2192.2,1.145541721,2192.2,1.643722429,2199.7,0.36143,0.18974,0.36696,2192.2,1.0268,0.050115,1.2392,3770,1.6673,0.42982,1.6357,0.82945,0.22224,0.21969,0.42489,0.033545,0.026451,0.65405,,,,
2196.7,3.083923952,2196.7,1.039862785,2202.7,0.34382,-0.025585,-0.10668,2210.1,-0.12447,0.1184,0.25424,3780,3.2052,0.42481,1.9356,0.79154,0.10189,0.19467,0.81167,0.3686,0.20657,0.44359,,,,,2196.7,3.083923952,2196.7,1.030262711,2202.7,0.34382,-0.025585,-0.10668,2202.7,-0.13045,-0.064602,-0.12494,3780,3.2052,0.42481,1.6595,0.4147,0.10189,0.19467,0.81167,0.21442,0.21184,0.40971,,,,,2196.7,1.039862785,2196.7,1.030262711,2210.1,-0.12447,0.1184,0.25424,2202.7,-0.13045,-0.064602,-0.12494,3780,1.9356,0.79154,1.6595,0.4147,0.3686,0.20657,0.44359,0.21442,0.21184,0.40971,,,,,2196.7,3.083923952,2196.7,1.608951301,2202.7,0.34382,-0.025585,-0.10668,2196.7,0.16706,0.015313,0.37864,3780,3.2052,0.42481,1.6409,0.95711,0.10189,0.19467,0.81167,0.038708,0.031533,0.7797,,,,,2196.7,1.039862785,2196.7,0.623188592,2210.1,-0.12447,0.1184,0.25424,2205.6,0.93731,0.38408,0.92258,3780,1.9356,0.79154,1.4663,1.0032,0.3686,0.20657,0.44359,0.41766,0.42328,1.0167,,,,,2196.7,1.030262711,2196.7,1.608951301,2202.7,-0.13045,-0.064602,-0.12494,2196.7,0.16706,0.015313,0.37864,3780,1.6595,0.4147,1.6409,0.95711,0.21442,0.21184,0.40971,0.038708,0.031533,0.7797,,,,
2199.7,3.078568279,2199.7,1.429644802,2205.6,0.040706,-0.097881,-0.40811,2213.1,-0.70917,-0.15456,-0.33191,3790,3.2943,0.79642,1.5436,-0.050208,0.19101,0.28457,1.1865,-0.023381,-0.18687,-0.4013,,,,,2199.7,3.078568279,2199.7,1.631967025,2205.6,0.040706,-0.097881,-0.40811,2205.6,0.14336,0.076963,0.14885,3790,3.2943,0.79642,1.4207,-0.047185,0.19101,0.28457,1.1865,-0.024397,-0.026998,-0.052216,,,,,2199.7,1.429644802,2199.7,1.631967025,2213.1,-0.70917,-0.15456,-0.33191,2205.6,0.14336,0.076963,0.14885,3790,1.5436,-0.050208,1.4207,-0.047185,-0.023381,-0.18687,-0.4013,-0.024397,-0.026998,-0.052216,,,,,2199.7,3.078568279,2199.7,1.64047913,2205.6,0.040706,-0.097881,-0.40811,2199.7,0.94664,0.046809,1.1574,3790,3.2943,0.79642,1.6546,1.2968,0.19101,0.28457,1.1865,0.052445,0.045206,1.1178,,,,,2199.7,1.429644802,2199.7,0.928869514,2213.1,-0.70917,-0.15456,-0.33191,2210.1,0.55609,0.2254,0.54141,3790,1.5436,-0.050208,0.81847,-0.55278,-0.023381,-0.18687,-0.4013,-0.23013,-0.22446,-0.53917,,,,,2199.7,1.631967025,2199.7,1.64047913,2205.6,0.14336,0.076963,0.14885,2199.7,0.94664,0.046809,1.1574,3790,1.4207,-0.047185,1.6546,1.2968,-0.024397,-0.026998,-0.052216,0.052445,0.045206,1.1178,,,,
