LP08_depth_cm,SH20M1H_mean_age,LP08_LnFe_Mn,LP16_depth_cm,SH20M1H_mean_age,LP16_LnFe_Mn,10yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,10yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP08_LnFe_Mn,LP08_LnFe_Mn_Zscore,100yr_PCHIP_SH20M1H_mean_age,LP16_LnFe_Mn,LP16_LnFe_Mn_Zscore
50,1466.73,3.224952562,15.9,839.54,4.121675967,1960,3.053,0.38395,2130,4.6409,0.49729,,,,,,
50.2,1469.57,3.299921005,15.95,842.91,3.988703424,1970,3.2978,0.36701,2140,4.6473,0.50368,,,,,,
50.5,1473.84,3.347498926,16,846.29,3.925790611,1980,3.272,0.51491,2150,4.6245,0.48092,,,,,,
50.7,1476.68,3.254565534,16.05,849.67,3.627890182,1990,3.4163,0.52306,2160,4.6125,0.46894,,,,,,
50.9,1479.52,3.28122445,16.1,853.04,3.419744848,2000,3.3423,0.43942,2170,4.7181,0.57451,,,,,,
51.1,1482.36,3.382570533,16.15,856.42,3.912904969,2010,3.2691,0.7989,2180,4.3751,0.23146,,,,,,
51.4,1486.62,3.301824908,16.2,859.79,3.328309048,2020,3.2669,0.51758,2190,3.9205,-0.22314,,,,,,
51.6,1489.46,3.306613888,16.25,863.17,3.849670434,2030,3.3107,0.66092,2200,4.2071,0.063505,,,,,,
51.8,1492.3,3.523630834,16.3,866.55,4.051286835,2040,3.1497,0.36351,2210,4.2816,0.13796,,,,,,
52.1,1496.56,3.237122963,16.35,869.92,3.77191292,2050,3.1306,0.60587,2220,4.066,-0.077556,,,,,,
52.3,1499.4,3.332619706,16.4,873.3,3.617364513,2060,3.0224,0.41436,2230,4.0016,-0.14195,,,,,,
52.5,1502.25,3.284511717,16.45,876.68,3.287487671,2070,2.8773,0.19044,2240,4.1266,-0.017014,,,,,,
52.7,1505.09,3.191664487,16.5,880.05,2.919983612,2080,2.9345,0.29676,2250,3.994,-0.14962,,,,,,
53,1509.35,3.038229511,16.55,883.43,3.382415785,2090,2.8261,0.27401,2260,3.8234,-0.32022,,,,,,
53.2,1512.19,3.160880633,16.6,886.81,3.7309551,2100,2.9222,0.14312,2270,3.8422,-0.30143,,,,,,
53.4,1515.03,3.126352456,16.65,890.18,3.557314058,2110,2.9638,0.12324,2280,3.906,-0.23757,,,,,,
53.6,1517.87,3.307614488,16.7,893.56,3.183958169,2120,3.0863,0.19133,2290,3.826,-0.31761,,,,,,
53.9,1522.13,3.201158826,16.75,896.94,3.450694192,2130,2.9651,0.15971,2300,4.1183,-0.025318,,,,,,
54.1,1524.97,3.254020194,16.8,900.31,3.162246401,2140,3.0677,0.50619,2310,3.9383,-0.20531,,,,,,
54.3,1527.81,3.316434557,16.85,903.69,3.519803124,2150,3.2808,0.30439,2320,3.8231,-0.32052,,,,,,
54.6,1532.08,3.108956526,16.9,907.07,3.328094612,2160,3.0939,0.13048,2330,3.8709,-0.2727,,,,,,
54.8,1534.92,3.342987996,16.95,910.44,3.228198091,2170,3.0329,0.34309,2340,3.9556,-0.188,,,,,,
55,1537.76,3.094823176,17,913.82,3.779317866,2180,3.0438,0.26146,2350,3.9052,-0.23836,,,,,,
55.2,1540.6,NaN,17.05,917.2,3.613766309,2190,3.0759,0.22213,2360,3.99,-0.15361,,,,,,
55.5,1544.86,3.494391159,17.1,920.57,2.611839092,2200,3.0822,0.2087,2370,4.0623,-0.081314,,,,,,
55.7,1547.7,3.143941996,17.15,923.95,1.815084142,2210,3.1955,0.23943,2380,4.0866,-0.057044,,,,,,
55.9,1550.54,3.510811135,17.2,927.33,2.818726235,2220,3.2081,0.25383,2390,4.0634,-0.080222,,,,,,
56.2,1554.8,3.372550201,17.25,930.7,3.786081782,2230,3.148,0.35757,2400,4.059,-0.084609,,,,,,
56.4,1557.64,3.27108619,17.3,934.08,3.806834075,2240,3.1952,0.34493,2410,4.2198,0.076198,,,,,,
56.6,1560.48,3.332690301,17.35,937.46,3.509752788,2250,3.2415,0.31807,2420,4.0016,-0.14199,,,,,,
56.8,1563.33,3.179620001,17.4,940.83,3.812529873,2260,3.3619,0.38978,2430,4.2992,0.15561,,,,,,
57.1,1567.59,3.209360735,17.45,944.21,3.140036097,2270,3.3381,0.38786,2440,4.2374,0.093794,,,,,,
57.3,1570.43,3.176629421,17.5,947.59,3.533224479,2280,3.3008,0.3942,2450,4.2101,0.066539,,,,,,
57.5,1573.27,3.050397802,17.55,950.96,3.712104488,2290,3.3265,0.39891,2460,4.3361,0.19249,,,,,,
57.8,1577.53,3.132003231,17.6,954.34,3.747888007,2300,3.0994,0.56117,2470,4.4215,0.2779,,,,,,
58,1580.37,3.028236586,17.65,957.71,3.720154483,2310,3.1326,0.42126,2480,4.1956,0.052006,,,,,,
58.2,1583.21,3.127225606,17.7,961.09,3.722533867,2320,3.1301,0.3093,2490,4.1788,0.035189,,,,,,
58.4,1586.05,2.92084503,17.75,964.47,3.728509249,2330,3.2307,0.60362,2500,4.1366,-0.0070101,,,,,,
58.7,1590.31,3.255151722,17.8,967.84,3.452069712,2340,3.2295,0.33531,2510,4.0659,-0.077701,,,,,,
58.9,1593.16,3.203993851,17.85,971.22,3.622171456,2350,3.1963,0.28654,2520,4.035,-0.10864,,,,,,
59.1,1596,3.170376758,17.9,974.6,3.627668723,2360,3.2825,0.30563,2530,4.0605,-0.083084,,,,,,
59.4,1600.26,3.22460717,17.95,977.97,3.477175564,2370,3.4967,0.42269,2540,4.1138,-0.029853,,,,,,
59.6,1603.1,3.301279178,18,981.35,3.325723799,2380,3.184,0.58301,2550,4.0273,-0.11629,,,,,,
59.8,1605.94,3.153881916,18.05,984.73,3.690768425,2390,3.1423,0.36805,2560,4.0288,-0.11476,,,,,,
60,1608.78,3.229996555,18.1,988.1,3.861916185,2400,3.1073,0.37078,2570,4.0495,-0.094129,,,,,,
60.3,1613.68,3.368423135,18.15,991.48,4.001992964,2410,2.9558,0.30572,2580,4.0119,-0.1317,,,,,,
60.5,1616.95,3.198171152,18.2,994.86,3.512599092,2420,2.7953,-0.091421,2590,3.7948,-0.34885,,,,,,
60.7,1620.22,3.145662974,18.25,998.23,3.568384411,2430,2.8499,0.10261,2600,3.9276,-0.21598,,,,,,
60.9,1623.48,3.288961932,18.3,1001.61,3.63882088,2440,2.7082,-0.025724,2610,3.9238,-0.21984,,,,,,
68,1739.47,3.092556458,18.35,1004.99,3.272547826,2450,2.6748,0.024962,2620,4.0362,-0.10736,,,,,,
68.2,1742.73,3.211593559,18.4,1008.36,3.495869399,2460,2.7513,-0.17163,2630,4.0256,-0.11802,,,,,,
68.5,1747.63,3.093398167,18.45,1011.74,3.531720378,2470,3.1891,-0.15116,2640,3.8804,-0.2632,,,,,,
68.7,1750.9,3.144264961,18.5,1015.12,3.916228708,2480,3.3833,-0.074317,2650,3.8647,-0.27893,,,,,,
68.9,1754.17,3.164429825,18.55,1018.49,3.287856897,2490,3.458,0.3523,2660,3.8355,-0.30806,,,,,,
69.2,1759.07,3.15239522,18.6,1021.87,3.319647515,2500,3.414,0.55821,2670,3.9357,-0.20793,,,,,,
69.4,1762.33,3.096177818,18.65,1025.25,3.515999589,2510,3.3448,0.63137,2680,4.1057,-0.037921,,,,,,
69.6,1765.6,3.216099698,18.7,1028.62,3.651612713,2520,3.4993,0.6104,2690,4.108,-0.035619,,,,,,
69.8,1768.87,3.244757498,18.75,1032,3.77468302,2530,3.3396,0.53158,2700,3.9995,-0.14411,,,,,,
70.1,1773.47,3.203432513,18.8,1035.38,3.696690199,2540,3.2843,0.64155,2710,3.9782,-0.16545,,,,,,
70.3,1776.13,3.306195577,18.85,1038.75,2.839525657,2550,3.3167,0.435,2720,4.0446,-0.098961,,,,,,
70.5,1778.79,3.275224118,18.9,1042.13,2.977339112,2560,3.2585,0.47527,2730,3.8454,-0.29821,,,,,,
70.8,1782.79,3.203559121,18.95,1045.51,3.952610306,2570,3.4767,0.49528,2740,3.8128,-0.33084,,,,,,
71,1785.45,3.206500395,19,1048.88,4.081807555,2580,3.2119,0.56245,2750,3.958,-0.18556,,,,,,
71.2,1788.11,3.267984364,19.05,1052.26,3.832934703,2590,3.235,0.58632,2760,4.1441,0.00052578,,,,,,
71.4,1790.78,3.182139042,19.1,1055.63,4.004263344,2600,3.2786,0.46006,2770,3.9678,-0.17582,,,,,,
71.7,1794.77,3.282413846,19.15,1059.01,4.237382511,2610,3.2922,0.49814,2780,4.0427,-0.10088,,,,,,
71.9,1797.43,2.861792634,19.2,1062.39,4.013886342,2620,3.2394,0.61334,2790,3.9811,-0.16249,,,,,,
72.1,1800.1,3.140736067,19.25,1065.76,4.10396663,2630,3.1426,0.46719,2800,3.9022,-0.24138,,,,,,
72.4,1804.09,3.022337227,19.3,1069.14,3.654268354,2640,3.2623,0.49613,2810,3.8588,-0.28485,,,,,,
72.6,1806.76,2.950422887,19.35,1072.52,3.740732408,2650,3.0856,0.33191,2820,3.8484,-0.29518,,,,,,
72.8,1809.42,3.127281505,19.4,1075.89,3.939323003,2660,2.9828,0.22416,2830,3.8517,-0.2919,,,,,,
73,1812.08,3.192263438,19.45,1079.27,4.048106694,2670,2.9598,0.23497,2840,3.6418,-0.50179,,,,,,
73.3,1816.08,3.27138577,19.5,1082.65,4.052082473,2680,3.2868,0.22069,2850,3.5923,-0.5513,,,,,,
73.5,1818.74,3.351880118,19.55,1086.02,4.011470071,2690,3.004,0.22117,2860,3.5949,-0.54874,,,,,,
73.7,1821.4,3.34700047,19.6,1089.4,3.409556802,2700,3.2271,0.23211,2870,3.7043,-0.43934,,,,,,
74,1825.4,3.347048055,19.65,1092.78,3.43726558,2710,3.1186,0.36329,2880,3.8639,-0.27971,,,,,,
74.2,1828.06,3.415250867,19.7,1096.15,3.377210132,2720,3.0794,0.21197,2890,3.8269,-0.31666,,,,,,
74.4,1830.72,3.347837971,19.75,1099.53,3.209079251,2730,2.7828,0.23429,2900,3.548,-0.59565,,,,,,
74.6,1833.39,3.160606917,19.8,1102.91,3.601322474,2740,2.9186,0.34547,2910,3.7617,-0.38188,,,,,,
74.9,1837.38,3.071863783,19.85,1106.28,3.383825132,2750,3.1173,0.20172,2920,3.7704,-0.37325,,,,,,
75.1,1840.04,3.212922656,19.9,1109.66,3.415271868,2760,2.8992,0.16911,2930,3.7805,-0.36311,,,,,,
75.3,1842.71,3.40807529,19.95,1113.04,3.873824378,2770,3.0697,0.22142,2940,3.8235,-0.32008,,,,,,
75.5,1845.37,3.383865925,20,1116.41,4.067574321,2780,2.9801,0.12131,2950,3.6953,-0.44832,,,,,,
75.8,1849.36,3.300073232,20.05,1119.79,3.878949881,2790,2.9852,0.16705,2960,3.8635,-0.28008,,,,,,
76,1852.03,3.216263721,20.1,1123.17,3.973763838,2800,3.1035,-0.035615,2970,3.7469,-0.39669,,,,,,
76.2,1854.69,3.334995642,20.15,1126.54,3.881702478,2810,2.9636,0.16832,2980,3.7364,-0.40717,,,,,,
76.5,1858.68,3.726619782,20.2,1129.92,3.935341243,2820,3.0354,0.17347,2990,3.7397,-0.40389,,,,,,
76.7,1861.35,3.52068836,20.25,1133.3,3.791331899,2830,3.0508,0.25539,3000,3.7443,-0.3993,,,,,,
76.9,1864.01,3.28804433,20.3,1136.67,3.730684354,2840,3.1297,0.3304,3010,3.9226,-0.22098,,,,,,
77.1,1866.67,3.435718576,20.35,1140.05,3.877943298,2850,3.2193,0.33022,3020,4.0539,-0.089692,,,,,,
77.4,1870.67,3.32498025,20.4,1143.43,4.000752844,2860,3.2625,0.36349,3030,3.9052,-0.23838,,,,,,
77.6,1873.33,3.410378408,20.45,1146.8,3.993047913,2870,3.1085,0.33295,3040,4.0228,-0.12084,,,,,,
77.8,1875.99,3.370006075,20.5,1150.18,3.680476479,2880,3.1838,0.30949,3050,4.0531,-0.090517,,,,,,
78.1,1879.99,3.351698305,20.55,1153.55,3.80152109,2890,3.2747,0.53842,3060,3.9332,-0.21044,,,,,,
78.3,1882.65,3.276105592,20.6,1156.93,3.371326218,2900,3.2285,0.3793,3070,4.0769,-0.066656,,,,,,
78.5,1885.31,3.283414346,20.65,1160.31,3.079813638,2910,3.1318,0.40446,3080,3.9448,-0.19881,,,,,,
78.7,1887.98,3.348934938,20.7,1163.68,3.704339047,2920,3.2132,0.38075,3090,4.1028,-0.040794,,,,,,
79,1891.97,3.288442009,20.75,1167.06,3.757244822,2930,2.9758,0.37819,3100,4.1179,-0.025737,,,,,,
79.2,1894.63,3.313240326,20.8,1170.44,3.209229448,2940,2.9543,0.12084,3110,4.0303,-0.1133,,,,,,
79.4,1897.3,3.258096538,20.85,1173.81,3.504251575,2950,2.9881,0.29649,3120,3.9787,-0.1649,,,,,,
79.7,1901.29,3.403507636,20.9,1177.19,3.982489046,2960,2.9913,-0.0014803,3130,4.1846,0.040994,,,,,,
79.9,1903.95,3.390658168,20.95,1180.57,3.63111704,2970,2.8808,0.052274,3140,4.3137,0.17014,,,,,,
80.1,1906.95,3.226563243,21,1183.94,3.95305305,2980,2.8651,0.013026,3150,4.0946,-0.048971,,,,,,
80.3,1910.26,3.320104103,21.05,1195.95,3.745323468,2990,2.9905,-0.026148,3160,3.9142,-0.22943,,,,,,
80.6,1915.24,3.20941949,21.1,1207.96,3.964923116,3000,3.1136,0.02041,3170,4.0576,-0.086005,,,,,,
80.8,1918.56,3.19626927,21.15,1219.97,3.883300716,3010,3.1359,0.13851,3180,4.4087,0.26515,,,,,,
81,1921.88,3.190012555,21.2,1231.98,3.811026004,3020,3.0272,0.29126,3190,4.344,0.20043,,,,,,
81.3,1926.86,3.35755022,21.25,1243.99,3.646482059,3030,2.9441,0.22986,3200,4.2699,0.12634,,,,,,
81.5,1930.18,3.397984896,21.3,1256,3.797028417,3040,3.0671,0.19237,3210,4.1739,0.030304,,,,,,
81.7,1933.5,3.216316642,21.35,1268,4.06371771,3050,2.9634,0.16331,3220,4.0281,-0.1155,,,,,,
81.9,1936.82,3.218181139,21.4,1280.01,3.903990834,3060,2.7762,0.17826,3230,4.0369,-0.10668,,,,,,
82.2,1941.79,3.230304521,21.45,1292.02,3.966302662,3070,2.8546,0.20295,3240,4.1105,-0.033105,,,,,,
82.4,1945.11,3.190345469,21.5,1304.03,4.068824198,3080,2.8035,0.047529,3250,3.7241,-0.41949,,,,,,
82.6,1948.43,3.218028905,21.55,1316.04,4.047390319,3090,3.0173,0.051656,3260,3.8847,-0.25894,,,,,,
82.9,1953.41,3.337997677,21.6,1328.05,3.975909655,3100,2.9791,0.16726,3270,3.7745,-0.36908,,,,,,
83.1,1956.73,3.351105,21.65,1340.06,3.886914017,3110,3.0997,0.12454,3280,3.7686,-0.37499,,,,,,
83.3,1960.05,3.052769907,21.7,1352.06,3.618890567,3120,3.0889,0.15991,3290,3.9082,-0.23542,,,,,,
83.5,1963.37,3.372586848,21.75,1364.07,3.631659119,3130,3.0938,0.30334,3300,4.0636,-0.079986,,,,,,
83.8,1968.35,3.342836012,21.8,1376.08,3.572345638,3140,3.0388,0.17286,3310,4.0441,-0.099551,,,,,,
84,1971.67,3.260364756,21.85,1388.09,3.534692117,3150,3.1483,0.28926,3320,4.2669,0.12331,,,,,,
84.2,1974.98,3.274021195,21.9,1400.1,3.891067255,3160,3.0458,0.23766,3330,4.1183,-0.025275,,,,,,
84.4,1978.3,3.274155194,21.95,1412.11,4.144279546,3170,3.0807,0.24046,3340,4.2863,0.14267,,,,,,
84.7,1983.28,3.266221945,22,1424.11,3.540558892,3180,3.048,0.28945,3350,4.3622,0.21855,,,,,,
84.9,1986.6,3.637359274,22.05,1436.12,3.607747565,3190,3.1261,0.25984,3360,4.1847,0.041096,,,,,,
85.1,1989.92,3.41854602,22.1,1448.13,3.900561344,3200,2.9356,0.29005,3370,4.205,0.061445,,,,,,
85.4,1994.9,3.334743227,22.15,1460.14,3.690065901,3210,3.1007,0.26012,3380,4.112,-0.031603,,,,,,
85.6,1998.22,3.383236595,22.2,1472.15,4.011902881,3220,3.0786,0.11207,3390,4.1812,0.037633,,,,,,
85.8,2001.54,3.309298831,22.25,1484.16,3.868677069,3230,3.0418,0.29233,3400,4.2529,0.10931,,,,,,
86,2004.85,3.537289595,22.3,1496.17,4.057733297,3240,3.185,0.40279,3410,4.1673,0.023719,,,,,,
86.3,2009.83,3.268635869,22.35,1508.17,3.996900491,3250,3.282,0.30948,3420,3.7925,-0.35112,,,,,,
86.5,2013.15,3.335432686,22.4,1520.18,3.970008145,3260,3.3123,0.41894,3430,3.6108,-0.53279,,,,,,
86.7,2016.47,3.188069762,22.45,1532.19,4.170042179,3270,3.294,0.42617,3440,3.5976,-0.54603,,,,,,
87,2021.45,3.317256549,22.5,1544.2,3.849423646,3280,3.1707,0.36071,3450,4.2437,0.1001,,,,,,
87.2,2024.77,3.459182715,22.55,1556.21,4.030679976,3290,3.2797,0.34115,3460,4.26,0.11636,,,,,,
87.4,2028.09,3.352354769,22.6,1568.22,3.843402089,3300,3.2178,0.33502,3470,3.9758,-0.16777,,,,,,
87.6,2031.41,3.287877615,22.65,1580.23,4.234187921,3310,3.0923,0.2973,3480,3.8795,-0.26408,,,,,,
87.9,2036.39,3.239569321,22.7,1592.23,4.25760907,3320,3.037,0.19279,3490,3.9434,-0.20019,,,,,,
88.1,2039.7,3.159487896,22.75,1604.24,3.872947736,3330,3.0328,0.25457,3500,4.2095,0.065889,,,,,,
88.3,2043.02,3.039202188,22.8,1616.25,4.04312467,3340,3.1097,0.17579,3510,4.0556,-0.087987,,,,,,
88.6,2048,3.019952705,22.85,1628.26,4.037211503,3350,2.9655,0.19351,3520,4.1165,-0.027106,,,,,,
88.8,2051.32,3.189833139,22.9,1640.27,3.874593595,3360,3.0239,0.2709,3530,4.1971,0.053472,,,,,,
89,2054.64,3.145030976,22.95,1652.28,3.76944114,3370,3.0872,0.11957,3540,4.182,0.038412,,,,,,
89.2,2057.96,3.067485559,23,1664.29,3.911204827,3380,2.9197,0.036024,3550,4.1862,0.042602,,,,,,
89.5,2062.94,2.982849648,23.05,1676.29,3.941156517,3390,2.8435,-0.15429,3560,3.8164,-0.32721,,,,,,
89.7,2066.26,3.151556429,23.1,1688.3,3.735347371,3400,2.6577,0.10066,3570,4.2032,0.059576,,,,,,
89.9,2069.57,2.875863731,23.15,1700.31,3.961724996,3410,2.905,0.057287,3580,4.2431,0.099463,,,,,,
90.2,2074.22,2.959594885,23.2,1712.32,4.032710909,3420,2.8865,0.26509,3590,4.2149,0.071249,,,,,,
90.4,2077.21,3.002542365,23.25,1724.33,3.652442965,3430,3.0912,0.204,3600,4.4574,0.31383,,,,,,
90.6,2080.19,2.933019102,23.3,1736.34,3.459186247,3440,3.0016,0.13813,3610,4.6789,0.53529,,,,,,
90.8,2083.18,2.926319146,23.35,1748.35,3.614470014,3450,2.9884,0.14289,3620,4.5963,0.45271,,,,,,
91.1,2087.66,2.981497158,23.4,1760.35,3.738947166,3460,2.9661,0.04898,3630,4.2715,0.12791,,,,,,
91.3,2090.65,2.804636191,23.45,1772.36,3.689878954,3470,2.9372,0.095616,3640,4.0264,-0.11725,,,,,,
91.5,2093.64,2.891186024,23.5,1784.37,4.14277595,3480,2.7462,0.21505,3650,3.9484,-0.1952,,,,,,
91.7,2096.62,3.03638709,23.55,1796.38,4.219105824,3490,3.1121,0.097761,3660,3.8962,-0.24737,,,,,,
92,2101.1,2.901810775,23.6,1808.39,4.098950527,3500,3.3308,-0.053002,3670,3.8846,-0.25901,,,,,,
92.2,2104.09,2.912267898,23.65,1820.4,3.829534387,3510,2.8221,-0.049974,3680,3.9204,-0.22317,,,,,,
92.4,2107.08,3.003466264,23.7,1832.41,3.860119893,3520,2.8027,-0.050453,3690,3.9625,-0.18106,,,,,,
92.7,2111.56,2.948448608,23.75,1844.41,3.885249159,3530,2.7976,0.067104,3700,3.9622,-0.18142,,,,,,
92.9,2114.54,3.050199872,23.8,1856.42,3.915802263,3540,2.8546,-0.013047,3710,3.9216,-0.22203,,,,,,
93.1,2117.53,3.37290988,23.85,1868.43,3.929340542,3550,2.8198,-0.00017422,3720,3.8882,-0.25542,,,,,,
93.3,2120.52,3.061307854,23.9,1880.44,4.05054194,3560,2.9539,0.11523,3730,3.9379,-0.20567,,,,,,
93.6,2125,3.33807422,23.95,1892.45,4.060292419,3570,2.8173,-0.017313,3740,4.0725,-0.071095,,,,,,
93.8,2127.98,3.08049754,24,1904.46,4.15827015,3580,2.9945,0.14755,3750,4.1438,0.00024013,,,,,,
94,2130.97,2.937838295,24.05,1916.47,4.143275186,3590,2.8762,0.024222,3760,4.075,-0.068567,,,,,,
94.3,2135.45,2.910669835,24.1,1928.47,4.112414634,3600,3.1516,0.14493,3770,3.9595,-0.18415,,,,,,
94.5,2138.44,2.989796323,24.15,1940.48,4.031401316,3610,3.0184,0.3544,3780,3.9014,-0.24222,,,,,,
94.7,2141.42,3.113942568,24.2,1952.49,3.842308373,3620,2.8392,0.049087,3790,3.8805,-0.26312,,,,,,
94.9,2144.41,3.099724507,24.25,1964.5,4.062266904,3630,3.0166,0.23263,3800,3.864,-0.27956,,,,,,
95.2,2148.89,3.204055805,24.3,1976.51,3.885287188,3640,3.0444,0.1295,3810,3.8403,-0.30326,,,,,,
95.4,2151.88,3.400732157,24.35,1988.52,4.10318515,3650,2.9761,0.15104,3820,3.8098,-0.33381,,,,,,
95.6,2154.86,3.270620995,24.4,2000.53,4.232606129,3660,2.9954,0.23281,3830,3.7918,-0.35178,,,,,,
95.9,2159.35,3.086048685,24.45,2012.53,4.206940148,3670,3.124,0.213,3840,3.7987,-0.34494,,,,,,
96.1,2162.33,3.150596984,24.5,2024.54,4.0292324,3680,2.92,0.2593,3850,3.8213,-0.32233,,,,,,
96.3,2165.32,2.980470416,24.55,2036.55,4.016777498,3690,3.056,0.12428,3860,3.8541,-0.28949,,,,,,
96.5,2168.31,3.062332347,24.6,2048.56,4.134324097,3700,3.1916,0.21992,3870,3.9495,-0.19407,,,,,,
96.8,2172.79,2.970269591,24.65,2060.57,4.38785378,3710,3.0853,0.29897,3880,4.059,-0.084579,,,,,,
97,2175.77,3.068458478,24.7,2072.58,4.461173261,3720,2.997,0.27769,3890,4.0756,-0.068018,,,,,,
97.2,2178.76,3.043226821,24.75,2084.59,4.150284578,3730,3.1007,0.16912,3900,3.9928,-0.15082,,,,,,
97.5,2183.24,3.046236969,24.8,2096.59,4.430083061,3740,3.1141,0.23225,3910,3.878,-0.26565,,,,,,
97.7,2186.23,3.034952987,24.85,2108.6,4.73416386,3750,3.2136,0.2166,3920,3.7735,-0.37009,,,,,,
97.9,2189.21,3.068944354,24.9,2120.61,4.689855944,3760,3.3072,0.39001,3930,3.6589,-0.48473,,,,,,
98.1,2192.2,3.088480475,24.95,2132.62,4.636143844,3770,3.1455,0.40574,3940,3.5748,-0.56882,,,,,,
98.4,2196.68,3.083923952,25,2144.63,4.652807612,3780,3.2054,0.5325,3950,3.5281,-0.6155,,,,,,
98.6,2199.67,3.078568279,25.05,2156.64,4.585621373,3790,3.2943,0.35728,3960,3.494,-0.64961,,,,,,
98.8,2202.65,3.185797403,25.1,2168.65,4.72658299,3800,3.2752,0.37719,3970,3.488,-0.65557,,,,,,
99,2205.64,3.113099076,25.15,2180.65,4.351581906,3810,3.3782,0.44094,3980,3.5852,-0.55843,,,,,,
99.3,2210.12,3.1956376,25.2,2192.66,3.876936496,3820,3.3128,0.49395,3990,3.7145,-0.42908,,,,,,
99.5,2213.11,3.153715844,25.25,2204.67,4.374191451,3830,3.2919,0.56318,4000,3.765,-0.37863,,,,,,
99.7,2216.09,3.205116112,25.3,2216.68,4.109970428,3840,3.1901,0.34633,4010,3.7888,-0.35485,,,,,,
100,2220.57,3.208196048,25.35,2228.69,3.997328554,3850,3.0326,0.20667,4020,3.8008,-0.34285,,,,,,
100.2,2223.18,2.897868045,25.4,2240.7,4.127867254,3860,3.0335,0.23028,4030,3.8016,-0.34198,,,,,,
100.4,2225.79,3.161838984,25.45,2252.71,3.94731135,3870,2.9411,0.089207,4040,3.8018,-0.34178,,,,,,
100.6,2228.39,3.146212165,25.5,2264.71,3.783580682,3880,2.8896,0.057076,4050,3.8019,-0.34171,,,,,,
100.9,2232.3,3.15678834,25.55,2276.72,3.926096174,3890,3.0644,0.2134,4060,3.7947,-0.34895,,,,,,
101.1,2234.91,3.248811927,25.6,2288.73,3.81647336,3900,2.9148,0.12639,4070,3.7799,-0.36371,,,,,,
101.3,2237.51,3.148536964,25.65,2300.74,4.121617234,3910,2.9274,0.089764,4080,3.7666,-0.37704,,,,,,
101.6,2241.42,3.22126996,25.7,2312.75,3.890552782,3920,2.855,0.015911,4090,3.7522,-0.39138,,,,,,
101.8,2244.03,3.234030126,25.75,2324.76,3.80534475,3930,2.7545,-0.087982,4100,3.7413,-0.40226,,,,,,
102,2246.63,3.213849285,25.8,2336.76,3.96700514,3940,2.6568,-0.19341,4110,3.7577,-0.38594,,,,,,
102.2,2249.24,3.243885144,25.85,2348.77,3.903320755,3950,2.6499,-0.1586,4120,3.8397,-0.30385,,,,,,
102.5,2253.15,3.219283905,25.9,2360.78,3.995895331,3960,2.7829,-0.053896,4130,3.9033,-0.24032,,,,,,
102.7,2255.76,3.28042353,25.95,2372.79,4.073120926,3970,2.9153,0.080268,4140,3.8743,-0.26934,,,,,,
102.9,2258.36,3.411615466,26,2384.8,4.089788746,3980,2.8181,-0.020929,4150,3.7988,-0.34482,,,,,,
103.2,2262.27,3.243627207,26.05,2396.81,4.023778522,3990,2.925,0.12004,4160,3.7578,-0.38585,,,,,,
103.4,2264.88,3.162980693,26.1,2408.82,4.225965173,4000,2.5897,-0.24856,4170,3.7523,-0.39127,,,,,,
103.6,2267.48,3.379019642,26.15,2420.82,3.998571848,4010,2.6055,-0.30546,4180,3.7493,-0.39434,,,,,,
103.8,2270.09,3.336127087,26.2,2432.83,4.348320989,4020,2.773,-0.038722,4190,3.7508,-0.39279,,,,,,
104.1,2274,3.204018525,26.25,2444.84,4.175992602,4030,2.8623,0.036347,4200,3.7712,-0.37237,,,,,,
104.3,2276.6,3.146826971,26.3,2456.85,4.295814139,4040,2.7648,-0.11707,4210,3.7945,-0.34908,,,,,,
104.5,2279.21,3.267127955,26.35,2468.86,4.427259057,4050,2.7858,-0.03502,4220,3.8037,-0.33989,,,,,,
104.8,2283.12,3.398459261,26.4,2480.87,4.190186233,4060,2.9039,0.00947,4230,3.8093,-0.33433,,,,,,
105,2285.73,3.308656588,26.45,2492.88,4.174159324,4070,2.8389,0.04329,4240,3.8124,-0.33115,,,,,,
105.2,2288.33,3.166051895,26.5,2504.88,4.103466423,4080,2.764,0.0071918,4250,3.8139,-0.32969,,,,,,
105.4,2290.94,3.393798281,26.55,2516.89,4.032660176,4090,2.835,-0.019023,4260,3.8149,-0.3287,,,,,,
105.7,2294.85,3.22983913,26.6,2528.9,4.056590399,4100,3.1282,0.095237,4270,3.8147,-0.32895,,,,,,
105.9,2297.45,3.374092035,26.65,2540.91,4.114517857,4110,2.8699,0.41541,4280,3.7957,-0.34787,,,,,,
106.1,2300.06,3.098965528,26.7,2552.92,4.012096186,4120,2.9497,-0.031175,4290,3.7664,-0.37717,,,,,,
106.3,2302.66,3.182622134,26.75,2564.93,4.04244145,4130,3.0298,0.099397,4300,3.7475,-0.39605,,,,,,
106.6,2306.57,3.075917421,26.8,2576.94,4.054437421,4140,2.9093,0.1972,4310,3.7359,-0.40771,,,,,,
106.8,2309.18,3.104410542,26.85,2588.94,3.791711608,4150,3.1742,0.080544,4320,3.7236,-0.42005,,,,,,
