ID,depth,mean,kcps,MSE,Si,S,K,Ca,Ti,Cr,Mn,Fe,Co,Zn,As,Br,Rb,Sr,Zr,inc,coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
LP4A-8079,217.76,26383.26,18907,1.57,0.474194455,0.008195954,1.369895092,1.600552641,2.016204571,0.156893968,1.213001124,64.63094792,0.107718247,0.326667291,0.040979768,0,0.545616336,1.767984264,0.687289247,16.3087767,5.754730236,2.83397762,0.352860938,4.532371046,1A,Unit 1
LP4A-8080,217.78,26383.56,19055,1.4,0.463741232,0,1.333256043,1.63700655,1.922207408,0.144919135,1.278766448,64.52843313,0.367514927,0.205205495,0,0.092748246,0.743145325,1.803953394,0.844009043,16.44890151,5.530114196,2.97442348,0.336199605,4.549794282,1A,Unit 1
LP4A-8081,217.8,26383.86,19151,1.61,0.460465116,0,1.295348837,1.651162791,1.869767442,0.193023256,1.181395349,65.16046512,0.21627907,0.305813953,0,0,0.534883721,1.774418605,0.826744186,16.71860465,5.448837209,3.068288519,0.325914592,4.511120436,1A,Unit 1
LP4A-8082,217.82,26384.16,19085,1.45,0.500765058,0.00695507,1.343487736,1.676171929,1.906848426,0.176195113,1.189317012,64.72620207,0.209811286,0.303704734,0,0,0.576111652,1.783975518,0.935456948,16.74201326,5.460889322,3.065803439,0.326178772,4.503915631,1A,Unit 1
LP4A-8083,217.84,26384.46,19004,1.44,0.45278363,0,1.453796282,1.832085947,1.938007054,0.16179158,1.264069466,64.21845355,0.057034442,0.24559729,0,0,0.600607591,2.010173082,0.967257575,16.76463399,5.491601969,3.0527766,0.327570645,4.493122745,1A,Unit 1
LP4A-8084,217.86,26384.76,19068,1.43,0.511874086,0.01044641,1.366158275,1.644729206,1.922139425,0.188035379,1.154908652,64.959259,0.188035379,0.199642501,0,0.013928547,0.641873854,1.80955034,0.829909232,16.48443485,5.404276064,3.050257732,0.327841149,4.568565065,1A,Unit 1
LP4A-8085,217.88,26385.06,19258,1.43,0.469290583,0,1.316525651,1.740143185,1.853183982,0.167848457,1.187499286,65.08295368,0,0.339122392,0,0.010276436,0.612018863,1.8234965,0.802703845,16.49025451,5.264960778,3.132075472,0.319277108,4.596598961,1A,Unit 1
LP4A-8086,217.9,26385.36,19465,1.52,0.465845515,0,1.429119293,1.691932864,1.976177585,0.147762137,1.311811947,65.1563346,0.13761054,0.263941527,0,0,0.698204295,1.611848042,0.733170908,16.39821332,5.363427179,3.057413249,0.327073875,4.595241798,1A,Unit 1
LP4A-8087,217.92,26385.66,19665,1.38,0.412243179,0.006649084,1.469447461,1.662270884,1.790819832,0.165118908,1.291030386,65.58323544,0.310290565,0.254881535,0,0,0.652718367,1.620160021,0.892085374,16.20714112,5.139741572,3.153298836,0.317128205,4.684524737,1A,Unit 1
LP4A-8088,217.94,26385.96,19941,1.57,0.442251899,0.01086614,1.427810799,1.578850145,1.815731998,0.155385802,1.220267524,66.14545415,0.177118082,0.320551131,0,0,0.629149507,1.541905269,0.780188854,16.0949266,4.910408676,3.277716309,0.305090467,4.760695256,1A,Unit 1
LP4A-8089,217.96,26386.26,19895,1.47,0.382953116,0,1.459598446,1.536189069,1.850210624,0.146616336,1.321735325,66.16882762,0,0.405930303,0,0,0.675091635,1.488046392,0.787789266,16.24705947,5.104217955,3.18306538,0.31416257,4.683560521,1A,Unit 1
LP4A-8090,217.98,26386.56,19909,1.42,0.404271878,0.010809409,1.439813213,1.66464891,1.783552404,0.19024559,1.23227257,66.0800761,0,0.310230024,0,0,0.608569699,1.529531304,0.816110342,16.12007091,5.212296783,3.092700124,0.323342051,4.687712186,1A,Unit 1
LP4A-8091,218,26386.86,19940,1.49,0.469042138,0,1.340120395,1.456840558,1.907510078,0.234521069,1.358493013,66.58669174,0,0.359887171,0,0,0.677625393,1.52492732,0.705724692,16.00363129,5.000594408,3.200345796,0.312466234,4.760946746,1A,Unit 1
LP4A-8092,218.02,26387.16,20064,1.65,0.424007682,0,1.423069039,1.470540637,1.841682221,0.165071693,1.257997346,66.54978584,0,0.23412129,0,0,0.68833817,1.526643434,0.827516264,16.2385232,5.075145382,3.199617347,0.312537373,4.691824854,1A,Unit 1
LP4A-8093,218.04,26387.46,20222,1.69,0.441273419,0,1.391872063,1.486506603,1.657699424,0.152053251,1.235565574,66.82899858,0.006379857,0.250941029,0.031899283,0,0.634795738,1.496076388,0.685834592,16.3473194,4.983731366,3.280136548,0.304865357,4.688001595,1A,Unit 1
LP4A-8094,218.06,26387.76,20442,1.63,0.391284736,0,1.396246604,1.429815267,1.648011581,0.155255069,1.304981799,66.71457195,0.072382431,0.281137558,0,0,0.687108584,1.47597218,0.7941087,15.94931132,5.058378004,3.153048528,0.317153381,4.76016179,1A,Unit 1
LP4A-8095,218.08,26388.06,20655,1.53,0.396440297,0,1.427804505,1.431934092,1.669385311,0.134211559,1.357601536,67.4578266,0.154859491,0.210608908,0,0,0.642150689,1.41128616,0.702029692,15.78844129,4.786190663,3.298748921,0.30314523,4.860354258,1A,Unit 1
LP4A-8096,218.1,26388.36,20771,1.43,0.399205683,0,1.389031056,1.366511761,1.603987962,0.186295985,1.365488157,67.75134604,0.119761705,0.310152108,0.108502057,0,0.598808525,1.360370135,0.760538006,15.68264172,4.817081909,3.255631109,0.307160107,4.878114545,1A,Unit 1
LP4A-8097,218.12,26388.65,20799,1.46,0.372605777,0,1.404200283,1.411385519,1.685450925,0.150889943,1.352877174,67.89123607,0.138572396,0.308965121,0,0,0.720576461,1.389829813,0.571739443,15.81778243,4.631397426,3.415336879,0.292796885,4.89017167,1A,Unit 1
LP4A-8098,218.14,26388.95,20938,1.41,0.392744352,0,1.394849785,1.381690825,1.564904041,0.162968661,1.277431371,67.76155964,0.071868167,0.360353065,0.040489108,0,0.657948012,1.234917807,0.773341971,15.75633655,4.806057171,3.278433024,0.30502377,4.863247022,1A,Unit 1
LP4A-8099,218.16,26389.25,21248,1.45,0.400856733,0,1.491422845,1.359768918,1.499282781,0.175866067,1.39513863,67.60134405,0.156216227,0.309484978,0,0,0.804660942,1.508125209,0.650409699,15.45459905,4.716944057,3.27640075,0.305212969,4.957478934,1A,Unit 1
LP4A-8100,218.18,26389.55,21042,1.56,0.417486492,0,1.511141296,1.303396822,1.492164637,0.112861181,1.356331712,67.91546398,0.12584521,0.442455779,0.03295946,0.101874694,0.623233423,1.305394365,0.613245708,15.64575572,4.725188019,3.311139294,0.302010852,4.908952736,1A,Unit 1
LP4A-8101,218.2,26389.85,21118,1.64,0.369698661,0,1.463847258,1.287468112,1.61332111,0.152463329,1.357222577,67.88006218,0.117586097,0.290975765,0,0,0.710499043,1.181839923,0.720463967,15.68279656,4.814054528,3.257710619,0.306964036,4.878798191,1A,Unit 1
LP4A-8102,218.22,26390.15,21092,1.41,0.391971617,0,1.412102877,1.238228288,1.540749972,0.144727982,1.397027046,68.01612109,0.165834146,0.345739068,0,0,0.680422525,1.129682302,0.713589354,15.71906691,4.761952622,3.300970874,0.302941176,4.882569438,1A,Unit 1
LP4A-8103,218.24,26390.45,21238,1.57,0.35451538,0,1.429911618,1.315360687,1.527674912,0.146151187,1.444724238,68.51528169,0.290327359,0.350565348,0,0,0.717918333,1.215622377,0.571767146,15.25206142,4.437861058,3.436804628,0.290967951,5.078740157,1A,Unit 1
LP4A-8104,218.26,26390.75,21248,1.49,0.38645819,0.004929314,1.526115504,1.219512195,1.540903445,0.156752174,1.337815723,69.33572569,0.251394996,0.315476073,0.055208313,0.007886902,0.674330106,1.196837352,0.674330106,14.94863655,4.250054222,3.517281373,0.284310493,5.208688508,1A,Unit 1
LP4A-8105,218.28,26391.05,20833,1.52,0.375053901,0,1.561387499,1.23346604,1.339764739,0.128360694,1.280598482,69.23755754,0.234659393,0.347977818,0.131369147,0,0.66486828,1.049950361,0.652834465,14.98109688,4.587891976,3.265355191,0.306245398,5.110126063,1A,Unit 1
LP4A-8106,218.3,26391.35,20695,1.46,0.330026321,0.004049403,1.479044341,1.341364649,1.494229601,0.146790848,1.308969427,68.75278396,0.210568941,0.340149828,0,0,0.663089694,1.197610852,0.554768172,15.0759263,4.595059729,3.280898876,0.304794521,5.083629252,1A,Unit 1
LP4A-8107,218.32,26391.65,20606,1.45,0.379748124,0.006108549,1.488449752,1.243089704,1.430418537,0.151695631,1.47317838,68.6112214,0.248414323,0.319680727,0,0.030542745,0.649542368,1.191167038,0.614927257,14.97510766,4.545778484,3.294288914,0.303555646,5.122718264,1A,Unit 1
LP4A-8108,218.34,26391.95,20734,1.55,0.377949573,0.007073922,1.513819413,1.240968117,1.539083422,0.123288363,1.440048507,68.87676216,0.135415088,0.308220908,0,0,0.6831388,1.340003032,0.733666818,14.86938507,4.297913193,3.459675523,0.289044447,5.217219381,1A,Unit 1
LP4A-8109,218.36,26392.25,20610,1.43,0.340115084,0.006165228,1.548499794,1.344019729,1.558775175,0.168516235,1.406699548,68.48232635,0.00513769,0.30106864,0,0.085285656,0.726469379,1.283394986,0.657624332,15.03082614,4.577681874,3.283501684,0.304552912,5.099827071,1A,Unit 1
LP4A-8110,218.38,26392.55,20422,1.51,0.394072323,0,1.589770712,1.382364227,1.569030064,0.161777059,1.348142156,67.8831057,0.174221448,0.289332047,0,0,0.83273704,1.448734302,0.58073816,15.29519128,4.625164629,3.306950673,0.302393383,5.019990629,1A,Unit 1
LP4A-8111,218.4,26392.85,20479,1.54,0.391692006,0,1.525537288,1.360614338,1.62346029,0.111322991,1.393598928,68.29356285,0.041230738,0.313353605,0.078338401,0,0.666907179,1.289491316,0.657630263,15.25537288,4.862134721,3.13758745,0.318716216,4.970794692,1A,Unit 1
LP4A-8112,218.42,26393.15,20384,1.49,0.38275902,0,1.444810145,1.270255208,1.619365083,0.161936508,1.358584212,68.00597272,0.05467986,0.292326944,0,0,0.484757989,1.603592046,0.881186974,15.43023586,4.763457029,3.239293598,0.308709282,4.952041241,1A,Unit 1
LP4A-8113,218.44,26393.45,20320,1.38,0.391251901,0,1.462212199,1.403471967,1.696124194,0.183563224,1.255572455,67.17469974,0.195101484,0.305239419,0,0.101746473,0.639848954,1.506267373,0.784601668,15.71825667,4.787328893,3.283304119,0.304571238,4.876720037,1A,Unit 1
LP4A-8114,218.46,26393.75,20041,1.53,0.386465132,0,1.475008588,1.347260392,1.640329784,0.171762281,1.322569564,67.26210924,0.091248712,0.265158021,0,0,0.669872896,1.467493988,0.699931295,16.11022844,4.947827207,3.256020829,0.307123342,4.748776509,1A,Unit 1
LP4A-8115,218.48,26394.05,20094,1.37,0.411131519,0,1.386100551,1.513177566,1.659476315,0.195420956,1.240869677,66.7944556,0.140959378,0.338516082,0,0,0.570244757,1.583657255,0.900217846,15.96792106,5.043569262,3.165996189,0.31585635,4.759300671,1A,Unit 1
LP4A-8116,218.5,26394.34,20104,1.68,0.400321113,0.010703773,1.47926144,1.503880118,1.655873695,0.137008295,1.28445277,66.46293819,0.312550174,0.31790206,0.062081884,0.062081884,0.606903934,1.560610115,0.736419588,15.98822585,4.929087503,3.243648208,0.308294838,4.780728687,1A,Unit 1
LP4A-8117,218.52,26394.64,20198,1.53,0.416733969,0,1.410649868,1.58725031,1.783233726,0.155063802,1.283583697,66.49868088,0.048457438,0.271361654,0,0.033381791,0.629946697,1.601249125,0.851774081,15.77881872,5.005114952,3.152538726,0.317204668,4.811408735,1A,Unit 1
LP4A-8118,218.54,26394.94,20295,1.63,0.398800408,0,1.400587034,1.453760422,1.704738812,0.161647099,1.307001872,66.71877659,0.026586694,0.33180194,0,0,0.735919687,1.532457036,0.780585333,16.19129658,4.897269015,3.306188925,0.302463054,4.741906203,1A,Unit 1
LP4A-8119,218.56,26395.24,20389,1.55,0.427675347,0.006335931,1.382288961,1.44670426,1.692749583,0.190077932,1.267186213,67.21261273,0.185853978,0.268221082,0,0,0.540666118,1.441424317,0.764535682,15.76907643,4.845931276,3.254085857,0.307305967,4.850834955,1A,Unit 1
LP4A-8120,218.58,26395.54,20535,1.45,0.398930615,0.009398889,1.367016166,1.464138017,1.769079744,0.125318518,1.267805673,67.25113831,0.184844814,0.378044196,0,0.027152346,0.676719997,1.377459376,0.573332219,15.7723798,4.922929111,3.20386084,0.312123419,4.832012918,1A,Unit 1
LP4A-8121,218.6,26395.84,20604,1.64,0.377044058,0,1.476929487,1.388397042,1.752942402,0.134361004,1.217581502,67.84814082,0.188522029,0.27913759,0.071867514,0,0.562441412,1.479012603,0.715550463,15.65149464,4.707842933,3.324557522,0.300791908,4.911751164,1A,Unit 1
LP4A-8122,218.62,26396.14,20308,1.42,0.402202639,0.004211546,1.419290986,1.35506491,1.717257862,0.140033903,1.251882035,67.49739411,0.080019373,0.308495741,0,0.045274119,0.692799309,1.483517062,0.595933752,15.77013382,4.775893111,3.302028219,0.302844171,4.867121041,1A,Unit 1
LP4A-8123,218.64,26396.44,20128,1.55,0.371786928,0.005341766,1.332236491,1.318347899,1.711501891,0.155979573,1.22646952,68.1160659,0.169868165,0.295933848,0,0,0.608961347,1.405952864,0.698703019,15.53065105,4.843913592,3.206219674,0.311893788,4.908080331,1A,Unit 1
LP4A-8124,218.66,26396.74,20064,1.59,0.401516125,0,1.430468114,1.333033535,1.775236627,0.154182192,1.265578826,68.00505375,0.157394321,0.316930061,0,0,0.563193285,1.371579083,0.684183477,15.48139107,4.804274273,3.222420325,0.310325749,4.929589359,1A,Unit 1
LP4A-8125,218.68,26397.04,20038,1.56,0.362007476,0,1.365316031,1.415803721,1.772440167,0.117088472,1.24822756,67.69432389,0.178318223,0.214841232,0,0.056932927,0.498431659,1.506037039,0.648820522,15.79942423,4.763030121,3.317095174,0.301468589,4.863232682,1A,Unit 1
LP4A-8126,218.7,26397.34,19814,1.54,0.402169542,0,1.378245889,1.4271584,1.741285421,0.194563103,1.27933392,67.20253041,0.068477517,0.311953131,0,0,0.61412376,1.477157857,0.694557668,15.74113325,4.908642297,3.206820195,0.311835382,4.842667649,1A,Unit 1
LP4A-8127,218.72,26397.64,19632,1.5,0.422919358,0,1.352679409,1.497333289,1.754618434,0.163425757,1.297468005,66.88640806,0,0.262806285,0,0,0.638243836,1.714866223,0.804982277,15.61930632,5.034175859,3.102654091,0.322304701,4.841798546,1A,Unit 1
LP4A-8128,218.74,26397.94,19533,1.43,0.371611128,0,1.274570706,1.526378844,1.718285486,0.161955895,1.266805697,65.14065759,0.190797355,0.238496694,0,0.088742956,0.555752762,1.740471225,0.795358743,16.74246794,5.22696011,3.203098472,0.312197708,4.551779854,1A,Unit 1
LP4A-8129,218.76,26398.24,19754,1.68,0.400935883,0.013181454,1.332425278,1.538934719,1.821237519,0.177949625,1.243450465,66.0489691,0,0.299878072,0,0,0.672254138,1.782791612,0.778804222,16.02864769,5.337390292,3.003087055,0.33299068,4.680324919,1A,Unit 1
LP4A-8130,218.78,26398.54,19418,1.46,0.375361795,0,1.305852026,1.616769175,1.874547757,0.16054631,1.227840087,64.44916787,0.009044863,0.249864327,0,0,0.606005789,1.865502894,0.705499276,17.12305535,5.454052098,3.139510779,0.318520964,4.429265361,1A,Unit 1
LP4A-8131,218.8,26398.84,19445,1.55,0.382591512,0,1.286794274,1.546450975,1.771639973,0.155104667,1.217858866,64.23516165,0.0930628,0.322847492,0,0,0.595142352,1.845171075,0.791608263,17.67618741,5.411429491,3.266454352,0.306142346,4.331326201,1A,Unit 1
LP4A-8132,218.82,26399.14,19808,1.56,0.408419027,0,1.349461223,1.648222538,1.935794291,0.167843436,1.224138124,64.53468205,0,0.258478891,0,0.029092862,0.632210274,1.750047556,0.882856471,17.45907418,5.411272365,3.226426799,0.309940396,4.372474191,1A,Unit 1
LP4A-8133,218.84,26399.44,19847,1.36,0.432309186,0,1.387227126,1.550895094,1.668284534,0.164796713,1.214529201,63.82937896,0.336365894,0.312662257,0,0,0.652414385,1.691988171,0.887193264,17.81271869,5.585028331,3.189369442,0.313541601,4.27391577,1A,Unit 1
LP4A-8134,218.86,26399.74,20159,1.38,0.390702166,0,1.282951777,1.5661011,1.650606905,0.159134309,1.210518229,64.17173336,0.256809851,0.264492197,0.028534428,0,0.670559055,1.710968195,0.896639522,17.76377884,5.691520885,3.121095256,0.320400346,4.263428785,1A,Unit 1
LP4A-8135,218.88,26400.04,20964,1.51,0.38185713,0.014487804,1.43325779,1.350470336,1.596763011,0.134529612,1.268717726,66.04162139,0.27423344,0.291825774,0,0,0.617801372,1.474651517,0.751296141,16.82965447,4.978630489,3.3803783,0.295824879,4.585413305,1A,Unit 1
LP4A-8136,218.9,26400.33,21368,1.5,0.381852438,0.01612042,1.465950651,1.435724865,1.618087111,0.120903147,1.300716351,66.83928949,0.184377298,0.261956817,0,0,0.590410365,1.278550774,0.717358669,16.54156549,4.792802233,3.451334875,0.289742965,4.687272727,1A,Unit 1
LP4A-8137,218.92,26400.63,21412,1.63,0.331798888,0.008967538,1.44377354,1.382993563,1.548394811,0.141487814,1.233534605,66.40162611,0.193300253,0.342759212,0.078715052,0.005978358,0.737330862,1.170761842,0.776190192,16.7762699,4.945098743,3.392504534,0.294767476,4.603761468,1A,Unit 1
LP4A-8138,218.94,26400.93,21536,1.57,0.314490446,0.006966561,1.419187898,1.33160828,1.479896497,0.123407643,1.328622611,67.50696656,0.043789809,0.22093949,0.031847134,0.052746815,0.635947452,1.236066879,0.580214968,16.52965764,4.720342357,3.501792115,0.285568066,4.705882353,1A,Unit 1
LP4A-8139,218.96,26401.23,21696,1.46,0.300580533,0,1.391903971,1.13257959,1.305462511,0.16011316,1.398779997,68.5804937,0,0.270129564,0.023574944,0,0.664027583,1.002917399,0.587409015,16.33252458,4.625600424,3.53089828,0.283214049,4.771419198,1A,Unit 1
LP4A-8140,218.98,26401.53,21947,1.6,0.290494224,0,1.564642155,1.13321509,1.359474618,0.1323043,1.341258808,69.01107329,0.098748862,0.263649873,0,0.014380902,0.696994391,1.058434399,0.699870572,15.86596999,4.415895691,3.592922275,0.278324974,4.930512881,1A,Unit 1
LP4A-8141,219,26401.83,21935,1.51,0.297479104,0.00767688,1.405828671,1.095874637,1.290675469,0.147779942,1.401030621,69.56500878,0.00671727,0.245660164,0,0.050859331,0.6515752,1.040217256,0.552735368,15.50921705,4.432438657,3.499025763,0.285793837,5.014628747,1A,Unit 1
LP4A-8142,219.02,26402.13,21998,1.59,0.264941055,0.009530254,1.405712434,1.092167084,1.25608745,0.174403644,1.341859734,69.51843628,0.208712558,0.303062071,0.010483279,0,0.811024598,0.933964871,0.632808852,15.49523964,4.461111799,3.473403119,0.287902085,5.010936008,1A,Unit 1
LP4A-8143,219.04,26402.43,22158,1.52,0.277302551,0,1.559474347,1.075369893,1.375232652,0.138181271,1.338572315,70.32486699,0.045120415,0.306442819,0,0,0.54238499,0.933428588,0.613825647,15.0109981,4.110657818,3.651726504,0.273843071,5.229672599,1A,Unit 1
LP4A-8144,219.06,26402.73,22096,1.72,0.31913898,0,1.533926065,1.065044455,1.293401965,0.129153018,1.326158166,70.18249883,0.141319607,0.31258774,0,0,0.735610669,0.816097333,0.63827796,15.21759476,4.113242864,3.699658703,0.270295203,5.173081578,1A,Unit 1
LP4A-8145,219.08,26403.03,21806,1.6,0.257994497,0,1.487990404,1.036738036,1.342332994,0.176121705,1.290924496,70.96181491,0.113289097,0.219914129,0,0.031416304,0.610237907,0.887272589,0.652126313,14.93226454,4.117439857,3.626589595,0.275741154,5.249425287,1A,Unit 1
LP4A-8146,219.1,26403.33,21414,1.42,0.343174216,0.013533631,1.534133751,1.130058195,1.410397695,0.148869942,1.338862788,70.03364074,0.117935928,0.282272877,0,0.062834716,0.672814802,0.936720608,0.522978172,14.92179495,4.161591555,3.585598142,0.278893496,5.240160073,1A,Unit 1
LP4A-8147,219.12,26403.63,20658,1.63,0.343047935,0,1.513686289,1.257163798,1.532009324,0.17508678,1.352850759,68.57497684,0.130297139,0.246343028,0,0.084489551,0.717652208,0.904954345,0.655557478,15.6438002,4.513574315,3.465944971,0.288521603,4.960963539,1A,Unit 1
LP4A-8148,219.14,26403.93,20218,1.53,0.342600572,0,1.37359422,1.327843212,1.625756754,0.193643802,1.283156181,68.06154043,0.184068009,0.31919308,0,0,0.709672614,1.198038027,0.568163682,15.60854161,4.986859885,3.12993386,0.319495569,4.855452808,1A,Unit 1
LP4A-8149,219.16,26404.23,20062,1.7,0.363492098,0,1.430378932,1.4207287,1.643756299,0.155475971,1.355321567,67.2449658,0.058973644,0.293795973,0,0,0.724839699,1.377838777,0.622976132,15.98400206,4.926979906,3.244178455,0.308244449,4.782176187,1A,Unit 1
LP4A-8150,219.18,26404.53,20032,1.63,0.325427528,0,1.348045818,1.394381526,1.709033308,0.155170742,1.372830034,66.96587321,0.174567084,0.274781522,0,0.019396343,0.645467182,1.387916078,0.636846586,16.49335675,5.076453918,3.248991722,0.307787796,4.636109307,1A,Unit 1
LP4A-8151,219.2,26404.83,19963,1.5,0.404770666,0.010822745,1.443754194,1.429684625,1.687265958,0.163423451,1.3203749,65.70488539,0.273815451,0.265157254,0,0,0.809541332,1.554146194,0.818199528,16.58477456,5.109417953,3.245922474,0.308078831,4.609528561,1A,Unit 1
LP4A-8152,219.22,26405.13,20023,1.53,0.391189542,0.008693101,1.334390994,1.497386637,1.744053376,0.168428831,1.215947494,65.48730264,0.06845817,0.368370152,0,0,0.711747639,1.464787508,0.888869571,16.94611364,5.332130788,3.1781129,0.314652132,4.488684031,1A,Unit 1
LP4A-8153,219.24,26405.43,20184,1.58,0.409928666,0,1.461110573,1.472945784,1.723637068,0.171072593,1.328771398,65.96838923,0.087150189,0.334613688,0,0,0.702581152,1.404086376,0.769288704,16.40898185,5.153696352,3.183924843,0.314077765,4.637642832,1A,Unit 1
LP4A-8154,219.26,26405.73,20022,1.56,0.401483744,0,1.447741654,1.437922758,1.721579751,0.100370936,1.377918394,65.03491163,0.261837225,0.453851189,0.039275584,0,0.628409339,1.433558804,0.710233472,17.3019856,5.360026184,3.227966619,0.309792547,4.412670903,1A,Unit 1
LP4A-8155,219.28,26406.03,19598,1.57,0.317054049,0,1.277439587,1.186358605,1.40541413,0.132586239,1.325862387,63.75322819,0.22366722,0.411593802,0.177550267,0,0.854316547,1.335085778,0.853163623,18.80764619,5.585915883,3.366976264,0.297002391,4.099442291,1A,Unit 1
LP4A-8156,219.3,26406.32,20882,1.43,0.343971152,0,1.457980442,1.245986137,1.563977595,0.11638903,1.296906338,66.1713205,0.27954151,0.35436303,0,0,0.770038138,1.251182076,0.659884234,17.12997121,5.10449033,3.355863192,0.297985926,4.497522901,1A,Unit 1
LP4A-8157,219.32,26406.62,21436,1.65,0.354336164,0,1.486628264,1.215432429,1.496525922,0.154403468,1.396559574,66.35489043,0.207850822,0.31969436,0,0.064334778,0.894748303,1.389631213,0.8195261,16.54195617,4.75384524,3.479700187,0.287381081,4.695761294,1A,Unit 1
LP4A-8158,219.34,26406.92,21851,1.66,0.355398464,0,1.434217298,1.228358079,1.493450375,0.163133721,1.407999379,67.52376606,0.153423381,0.322383306,0.03107309,0,0.63699834,1.220589806,0.647679714,16.06575843,4.786226853,3.356664638,0.297914778,4.795706436,1A,Unit 1
LP4A-8159,219.36,26407.22,21833,1.88,0.382244501,0,1.412853092,1.267696953,1.423497876,0.142253017,1.38575728,67.24696866,0.229346701,0.358051811,0,0,0.655138043,1.23673031,0.572882898,16.38425733,4.610158994,3.553946264,0.281377355,4.763171238,1A,Unit 1
LP4A-8160,219.38,26407.52,21798,1.54,0.373762999,0.006778085,1.374014757,1.282026454,1.390475822,0.198501075,1.364331778,67.99678525,0.0464783,0.354397041,0.0464783,0.020334256,0.671998761,1.038015377,0.662315781,16.29742239,4.549063656,3.582588335,0.2791278,4.796971527,1A,Unit 1
LP4A-8161,219.4,26407.82,21792,1.54,0.322405747,0.008713669,1.379664233,1.131808764,1.461959995,0.151036927,1.456150882,68.43425053,0.020331894,0.265282807,0.030013748,0,0.666111574,1.058226672,0.638034196,16.18321941,4.338438898,3.730194153,0.268082561,4.872900547,1A,Unit 1
LP4A-8162,219.42,26408.12,21561,1.48,0.351946055,0,1.329902599,1.217516464,1.367364644,0.190267755,1.44130289,69.19042549,0,0.228715643,0.069994874,0,0.575732482,0.880358058,0.557987302,16.04657124,4.163216215,3.854368932,0.259445844,4.948097561,1A,Unit 1
LP4A-8163,219.44,26408.42,21520,1.52,0.333108656,0,1.39495355,1.188836464,1.414490715,0.156297317,1.457472477,68.89097285,0.255936856,0.304779767,0,0,0.651564438,0.918246735,0.564624056,15.80751985,4.448612373,3.553359684,0.281423804,4.93677662,1A,Unit 1
LP4A-8164,219.46,26408.72,21049,1.49,0.361901296,0.00404359,1.358646206,1.134226967,1.39301672,0.149612826,1.453670569,68.97757829,0.119285902,0.219364752,0,0,0.660116051,0.971472473,0.569135278,16.0944987,4.41155658,3.648258478,0.274103385,4.876608331,1A,Unit 1
LP4A-8165,219.48,26409.02,21000,1.5,0.325928032,0,1.380878889,1.16156283,1.478352693,0.16245634,1.41946227,68.3555357,0.089350987,0.294452116,0,0,0.680285923,0.9798148,0.728007473,16.06490131,4.630005686,3.469736842,0.288206295,4.832106761,1A,Unit 1
LP4A-8166,219.5,26409.32,20808,1.6,0.410998613,0,1.468000083,1.26612419,1.50734,0.153218626,1.390355509,67.49694598,0,0.175994368,0,0.009317349,0.658425989,1.330310371,0.610803984,16.17181191,4.858479823,3.328574473,0.30042891,4.755045781,1A,Unit 1
LP4A-8167,219.52,26409.62,21019,1.63,0.380091427,0.009245467,1.467974729,1.333401818,1.538856644,0.168472957,1.379629154,66.22630849,0.058554625,0.203400277,0,0.01746366,0.673891828,1.395038266,0.688273666,16.81442293,5.190816169,3.239263804,0.308712121,4.544372345,1A,Unit 1
LP4A-8168,219.54,26409.92,21224,1.62,0.371667281,0,1.424212639,1.312610067,1.641274522,0.106483188,1.36278003,66.27554573,0,0.293852644,0.04505058,0,0.7505017,1.322848835,0.666543801,16.99840275,4.92894295,3.448691317,0.289965064,4.560515502,1A,Unit 1
LP4A-8169,219.56,26410.22,21510,1.65,0.332008652,0,1.3974546,1.335077217,1.558428492,0.142864329,1.440716334,66.77599477,0.102620856,0.2978017,0,0.042255647,0.680114694,1.258614618,0.629810353,17.01192213,4.760802857,3.573330516,0.279850967,4.592902361,1A,Unit 1
LP4A-8170,219.58,26410.52,21736,1.58,0.32929763,0,1.401979729,1.287612888,1.395078282,0.155775525,1.425641835,67.56023978,0.013802895,0.267184604,0,0,0.769018417,1.105217494,0.532397366,16.94896873,4.362700635,3.884971751,0.257402129,4.692264989,1A,Unit 1
LP4A-8171,219.6,26410.82,21739,1.58,0.293003086,0,1.427901707,1.07434465,1.200335977,0.13478142,1.251123178,67.94057897,0.016603508,0.348673673,0,0.066414033,0.674883775,1.046021018,0.587959527,16.98245888,4.493690667,3.779178439,0.264607775,4.656328164,1A,Unit 1
LP4A-8172,219.62,26411.12,22106,1.42,0.298433698,0,1.444647202,1.011253041,1.297331204,0.135910888,1.41803528,68.845993,0.260416667,0.334549878,0.107398114,0.006652981,0.684306569,0.905755779,0.469510341,16.21331356,4.310180961,3.761631753,0.265842077,4.872464573,1A,Unit 1
LP4A-8173,219.64,26411.42,22327,1.56,0.2731627,0,1.436910642,1.082360425,1.281619518,0.143129771,1.432233199,69.72758569,0.072968119,0.261936836,0.009354887,0,0.774584643,0.812004191,0.509841341,15.77046849,4.343474031,3.630842128,0.275418199,4.971675736,1A,Unit 1
LP4A-8174,219.66,26411.72,22114,1.61,0.306627288,0.01034632,1.475761395,1.001711846,1.214281683,0.158957091,1.361011306,69.7689949,0.050791023,0.230440753,0,0,0.739291559,0.731766963,0.509791381,15.70853477,4.240109859,3.704747116,0.269923957,5.012871894,1A,Unit 1
