ID,depth,mean,kcps,MSE,S,K,Ca,Ti,Mn,Fe,Co,Zn,As,Br,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
PAT1D_2mm_1601,334.1,6002.55,16530.7,1.214,0.0727413,0.188701,0.583507,0.236094,1.1869,36.0678,0.170015,0.0356988,0.118469,0.350259,0.275395,1.17751,1.40803,46.2872,11.1629,4.1505,0.241101,1.76032,5C,Unit 5C
PAT1D_2mm_1606,335.1,6036.02,17252.5,1.31,0.0935305,0.224153,0.80737,0.319668,1.19546,36.3121,0.154019,0.0233677,0.158403,0.494959,0.259321,1.22229,1.24711,45.5864,11.1224,4.10263,0.243894,1.76508,5C,Unit 5C
PAT1D_2mm_1611,336.1,6069.49,16454.1,1.264,0.0665024,0.323628,0.831596,0.306256,1.23992,37.639,0.259425,0.0458975,0.145098,0.392171,0.385053,1.58554,1.41061,43.5845,10.9736,3.97445,0.251998,1.83425,5C,Unit 5C
PAT1D_2mm_1616,337.1,6102.95,15550.2,1.282,0.0613993,0.506836,1.08123,0.431356,1.34179,48.2904,0.227655,0.0325758,0.0802818,0.25089,0.467363,2.13878,1.19811,33.3643,9.87483,3.37934,0.296014,2.32241,5C,Unit 5C
PAT1D_2mm_1621,338.1,6136.42,17312.3,1.32,0.0680688,0.252872,0.858226,0.264544,1.81588,55.8885,0.134217,0.0303611,0.0369492,0.22107,0.402302,1.63109,0.957851,28.7509,8.09205,3.54956,0.281942,2.74647,5C,Unit 5C
PAT1D_2mm_1626,339.1,6169.89,18286.4,1.322,0.0793438,0.186595,0.750195,0.297592,2.2548,48.7001,0.202954,0.0435171,0.238386,0.439047,0.299948,1.23013,1.02357,34.7055,9.00548,3.85577,0.259514,2.2887,5C,Unit 5C
PAT1D_2mm_1631,340.1,6203.59,17902.9,1.308,0.0700808,0.207009,0.745886,0.288137,3.10259,46.8335,0.185403,0.0391588,0.155288,0.349011,0.331674,1.29487,1.18633,35.3811,9.25472,3.82263,0.261663,2.25126,5C,Unit 5C
PAT1D_2mm_1636,341.1,6239.35,17820.5,1.274,0.0900295,0.22818,0.909641,0.365878,3.40583,40.8743,0.105388,0.0480727,0.197922,0.465026,0.348878,1.25195,1.259,39.6266,10.1355,3.91149,0.255745,2.01065,5C,Unit 5C
PAT1D_2mm_1641,342.1,6275.11,15514.9,1.23,0.0690877,0.14874,0.711143,0.255205,2.12933,30.9484,0.190255,0.0598608,0.178161,0.444497,0.405637,1.51455,1.58253,48.1206,12.5619,3.84354,0.260284,1.68689,5C,Unit 5C
PAT1D_2mm_1646,343.1,6310.86,15647.2,1.264,0.0784327,0.1523,0.678564,0.288021,2.0143,37.3983,0.151834,0.04594,0.271631,0.420933,0.338176,1.41705,1.50251,43.3321,11.211,3.86253,0.259017,1.84819,5C,Unit 5C
PAT1D_2mm_1651,344.1,6346.62,17033.4,1.318,0.070153,0.243194,0.876118,0.35574,2.45768,42.5132,0.2125,0.0628525,0.168156,0.461222,0.366742,1.28555,1.36753,38.9487,9.9359,3.92217,0.255196,2.04875,5C,Unit 5C
PAT1D_2mm_1656,345.1,6382.38,16301.9,1.236,0.074659,0.205082,0.829647,0.339598,2.40952,37.211,0.194664,0.0436122,0.0785968,0.447669,0.412834,1.55539,1.4704,42.9822,11.0861,3.87631,0.258147,1.85137,5C,Unit 5C
PAT1D_2mm_1661,346.1,6418.14,16487.6,1.254,0.0593386,0.217402,0.771266,0.325092,3.03839,39.7709,0.0784023,0.0573513,0.167976,0.425406,0.34262,1.31384,1.2901,40.942,10.5671,3.87747,0.257988,1.94287,5C,Unit 5C
PAT1D_2mm_1666,347.1,6453.9,16687.7,1.302,0.0603141,0.243802,0.870421,0.369194,2.97332,38.6397,0.184561,0.0421274,0.096868,0.444389,0.298364,1.27927,1.20146,41.9786,10.5691,3.9716,0.251839,1.90681,5C,Unit 5C
PAT1D_2mm_1671,348.1,6489.66,15808.1,1.252,0.0581684,0.156696,0.720869,0.276481,2.71871,32.8295,0.0831823,0.0564612,0.242757,0.457429,0.353351,1.38689,1.47047,46.5664,11.993,3.8835,0.25769,1.71128,5C,Unit 5C
PAT1E_2mm_1676,349.1,6525.42,17245.8,1.252,0.0491559,0.265843,0.885237,0.321993,3.7723,44.5614,0.152898,0.064956,0.151013,0.303551,0.276045,1.06986,1.20055,36.837,9.44015,3.90671,0.256161,2.16396,5C,Unit 5C
PAT1E_2mm_1681,350.1,6561.34,16455.7,1.268,0.0616785,0.289123,0.872613,0.373245,2.88767,43.0957,0.221753,0.0778641,0.296923,0.429876,0.319609,1.115,1.2247,38.3821,9.72564,3.94601,0.253506,2.07981,5C,Unit 5C
PAT1E_2mm_1686,351.1,6598.66,17405.5,1.264,0.0636111,0.265915,1.65321,0.396267,4.01986,43.1289,0.225322,0.0588012,0.215205,0.368313,0.340932,1.1711,1.14524,36.8361,9.46508,3.8946,0.256845,2.16326,5C,Unit 5C
PAT1E_2mm_1691,352.1,6635.99,17574.8,1.32,0.0626357,0.284421,1.02771,0.395322,2.38174,44.5856,0.31017,0.0399933,0.195956,0.44275,0.31127,1.21214,1.21511,37.6364,9.29387,4.04858,0.247139,2.13519,5C,Unit 5C
PAT1E_2mm_1696,353.1,6673.32,17843.3,1.232,0.0670595,0.285325,0.96438,0.381341,2.14042,45.3511,0.255304,0.0956605,0.131004,0.469016,0.390676,1.04416,1.11957,37.2892,9.32132,4.00028,0.250001,2.15237,5C,Unit 5C
PAT1E_2mm_1701,354.1,6710.64,16667.7,1.248,0.0725731,0.271005,0.902255,0.378135,2.06332,42.6693,0.254211,0.0665622,0.161456,0.454066,0.28498,1.11749,1.29965,39.5243,9.82546,4.02447,0.248527,2.02824,5C,Unit 5C
PAT1E_2mm_1706,355.1,6747.97,17664.7,1.26,0.0678948,0.247832,0.970703,0.357558,1.86845,41.0998,0.209211,0.0573678,0.277021,0.428148,0.330675,1.13993,1.19669,41.1051,10.0046,4.11044,0.243379,1.95692,5C,Unit 5C
PAT1E_2mm_1711,356.1,6785.3,17483.8,1.322,0.0614429,0.254713,1.00964,0.34605,2.53072,39.2386,0.186462,0.0810956,0.114549,0.469196,0.392697,1.18962,1.30571,41.8647,10.2291,4.09443,0.244332,1.92063,5C,Unit 5C
PAT1E_2mm_1716,357.1,6822.62,17685.9,1.318,0.0629385,0.276884,1.10499,0.392531,2.20696,43.0227,0.293915,0.0522208,0.0401129,0.558036,0.368369,1.23548,1.30061,38.6741,9.74691,3.96818,0.252029,2.06544,5C,Unit 5C
PAT1E_2mm_1721,358.1,6859.95,18327.3,1.25,0.0766973,0.258658,1.15912,0.369123,2.5069,41.7192,0.217087,0.0729223,0.263052,0.530079,0.328647,1.19408,1.18149,39.6549,9.79986,4.04717,0.247155,2.02366,5C,Unit 5C
PAT1E_2mm_1726,359.1,6897.28,17233.1,1.336,0.0597839,0.298038,1.04447,0.401025,3.0114,43.3962,0.256555,0.0511194,0.214844,0.492047,0.249974,1.13642,1.13297,37.9704,9.66674,3.9276,0.254683,2.10001,5C,Unit 5C
PAT1E_2mm_1731,360.1,6933.56,17743.7,1.282,0.0795826,0.291615,1.60309,0.367681,2.84433,38.3776,0.16745,0.0522462,0.230993,0.437414,0.252117,1.40603,1.345,41.4431,10.4167,3.97916,0.251363,1.93229,5C,Unit 5C
PAT1E_2mm_1736,361.1,6960.48,17639.3,1.278,0.075326,0.309394,1.97693,0.360227,2.9243,37.7222,0.271152,0.056339,0.179929,0.492729,0.207004,1.41498,1.25144,41.7742,10.3868,4.02168,0.248695,1.92208,5C,Unit 5C
PAT1E_2mm_1741,362.1,6987.39,18290.8,1.346,0.0520088,0.282553,0.936787,0.368715,2.45716,44.788,0.247198,0.0518254,0.268709,0.436389,0.299505,1.15438,1.17064,37.4204,9.51593,3.93193,0.254375,2.13259,5C,Unit 5C
PAT1E_2mm_1746,363.1,7014.31,17794.4,1.294,0.0635542,0.301559,1.01423,0.383468,6.54913,44.5716,0.18145,0.0995133,0.218072,0.462981,0.337889,1.06063,1.01849,34.5177,8.64793,3.98946,0.250729,2.33586,5C,Unit 5C
PAT1E_2mm_1751,364.1,7041.22,18012.8,1.278,0.0725581,0.249279,1.0521,0.366794,7.37585,41.7888,0.185587,0.0694792,0.158639,0.415939,0.295592,1.0664,1.17525,35.9548,9.04523,3.97578,0.251669,2.23888,5C,Unit 5C
PAT1E_2mm_1756,365.1,7068.14,18897.9,1.336,0.083937,0.279701,0.972766,0.364449,7.72693,45.1035,0.175261,0.0463319,0.2292,0.372642,0.238037,1.03115,1.04756,33.2838,8.57617,3.87986,0.257817,2.40257,5C,Unit 5C
PAT1E_2mm_1761,366.1,7095.05,17339,1.344,0.114325,0.30136,1.17547,0.399275,2.34025,43.4861,0.211068,0.0566069,0.260249,0.459502,0.345445,1.20975,1.19601,38.399,9.45196,4.06144,0.246315,2.10122,5C,Unit 5C
PAT1E_2mm_1766,367.1,7121.96,17617.2,1.24,0.701572,0.168309,8.79649,0.226283,0.937918,31.0471,0.202772,0,0.235239,0.419478,0.366775,1.21368,1.37913,42.9705,10.7411,4.00063,0.249985,1.86428,5C,Unit 5C
PAT1E_2mm_1771,368.1,7148.88,17540.1,1.36,0.274042,0.220072,3.33165,0.28139,1.09217,38.6209,0.244522,0.05123,0.266311,0.458784,0.248196,1.21257,1.27116,41.5872,10.3515,4.0356,0.24821,1.93981,5C,Unit 5C
PAT1E_2mm_1776,369.1,7175.79,16143.4,1.298,0.0564023,0.237932,0.662351,0.314416,1.71892,38.7247,0.17648,0.124716,0.322284,0.570394,0.2501,1.15,1.29478,42.9585,10.6756,4.02289,0.24863,1.8708,5C,Unit 5C
PAT1E_2mm_1781,370.1,7201.9,17632,1.312,0.0828256,0.273593,0.782403,0.38503,2.26411,47.4956,0.219865,0.0212426,0.105106,0.457135,0.364308,1.03896,1.02759,35.7439,9.05441,3.95162,0.253307,2.24892,5C,Unit 5C
PAT1E_2mm_1786,371.1,7220.78,18671.8,1.318,0.0672337,0.289877,0.894485,0.373935,4.22998,47.2766,0.15702,0.0727996,0.122715,0.479457,0.313069,1.09175,1.0798,34.3212,8.59815,3.99135,0.250563,2.3307,5C,Unit 5C
PAT1E_2mm_1791,372.1,7239.65,18178.1,1.284,0.0578871,0.249977,0.870584,0.353779,6.05391,43.1721,0.163203,0.0114192,0.158712,0.425039,0.303256,1.07234,1.17323,36.3362,9.04789,4.02003,0.249003,2.20486,5C,Unit 5C
PAT1E_2mm_1796,373.1,7258.52,18308.9,1.354,0.0839726,0.280331,0.861851,0.349842,2.50652,48.7302,0.211957,0.057595,0.238872,0.477987,0.37461,1.02754,1.08138,34.6013,8.51503,4.06469,0.246043,2.3212,5C,Unit 5C
PAT1E_2mm_1801,374.1,7277.39,18333.8,1.394,0.0591543,0.277489,0.879083,0.391414,2.68173,45.8379,0.216682,0.0671118,0.0788442,0.491356,0.323927,1.10874,1.22784,36.4964,9.21264,3.96617,0.252395,2.18858,5C,Unit 5C
PAT1E_2mm_1806,375.1,7296.26,18407,1.314,0.0422545,0.304096,0.903951,0.429424,3.47513,46.1764,0.256887,0.0584617,0.214866,0.383861,0.385143,1.09738,1.15253,35.4735,9.05645,3.91836,0.255286,2.246,5C,Unit 5C
PAT1E_2mm_1811,376.1,7315.14,17544.1,1.274,0.0612192,0.336859,0.913069,0.444026,3.45638,47.3723,0.218336,0.0946389,0.125948,0.346337,0.375333,1.26978,1.16992,34.2991,8.90329,3.85323,0.259699,2.31637,5C,Unit 5C
PAT1E_2mm_1816,377.1,7334.01,17286.8,1.278,0.0677257,0.301753,1.01878,0.392455,4.55148,49.0519,0.176648,0.0480834,0.136022,0.337411,0.340689,1.07361,1.07357,32.283,8.54591,3.77826,0.264683,2.46022,5C,Unit 5C
PAT1E_2mm_1821,378.1,7352.88,18391,1.314,0.0535936,0.311197,2.33314,0.363616,9.26323,40.6411,0.137916,0.0381943,0.215445,0.392828,0.339936,1.34321,1.11293,34.1424,8.75855,3.89911,0.25655,2.33625,5C,Unit 5C
PAT1E_2mm_1826,379.1,7371.75,17663,1.246,0.0670713,0.316736,1.7347,0.406889,6.97503,40.9419,0.15571,0.0502858,0.313722,0.446,0.370203,1.31885,1.03289,36.1245,9.23102,3.91292,0.255627,2.20659,5B,Unit 5B
PAT1E_2mm_1831,380.1,7390.68,17792.6,1.246,0.0532742,0.317058,1.6275,0.390583,8.09586,42.4095,0.20147,0.0774466,0.181882,0.381252,0.308252,1.26028,1.1281,34.0394,8.95253,3.80333,0.263013,2.32853,5B,Unit 5B
PAT1E_2mm_1836,381.1,7410.16,18718.4,1.298,0.0377713,0.293361,1.33631,0.396459,9.30236,43.199,0.19413,0.03787,0.106704,0.389685,0.372907,1.10584,1.0968,33.0308,8.55314,3.8644,0.258973,2.40515,5B,Unit 5B
PAT1E_2mm_1841,382.1,7429.64,18352.8,1.244,0.0591853,0.310556,1.44616,0.386108,10.416,43.0071,0.173983,0.0443927,0.144689,0.309791,0.28487,1.09378,1.02201,32.278,8.53885,3.78144,0.264851,2.45319,5B,Unit 5B
PAT1E_2mm_1846,383.1,7449.11,18494.9,1.296,0.0611317,0.354119,1.53121,0.401776,7.59623,40.636,0.115022,0.0508519,0.305788,0.393921,0.333902,1.29149,1.06191,35.8908,9.36081,3.8345,0.260969,2.21097,5B,Unit 5B
PAT1E_2mm_1851,384.1,7468.59,18024.6,1.372,0.0392502,0.310812,1.83842,0.371218,9.00582,38.3453,0.17136,0.0490325,0.322668,0.433027,0.393048,1.28903,1.24683,36.1728,9.47093,3.82049,0.262023,2.19179,5B,Unit 5B
PAT1E_2mm_1856,385.1,7488.06,18011.2,1.276,0.0615212,0.334238,2.34811,0.41204,8.15737,37.1666,0.15789,0.0635012,0.191799,0.469328,0.411396,1.36152,1.19973,37.1898,9.82425,3.78741,0.264186,2.12881,5B,Unit 5B
PAT1E_2mm_1861,386.1,7507.54,18078.4,1.316,0.0593347,0.301313,1.50159,0.375277,11.4958,38.4649,0.0611777,0.0887478,0.280641,0.440914,0.371873,1.20076,1.08758,34.6573,8.95937,3.86572,0.258891,2.30088,5B,Unit 5B
PAT1E_2mm_1866,387.1,7527.01,15969.4,1.266,0.0658071,0.296837,1.16488,0.368956,6.81197,41.1747,0.189216,0.0527571,0.304985,0.439885,0.42963,1.12693,1.23773,36.2328,9.50349,3.81681,0.262116,2.21443,5B,Unit 5B
PAT1E_2mm_1871,388.1,7546.49,18295.8,1.35,0.0664656,0.369956,1.77937,0.470975,6.28099,37.3756,0.117688,0.10529,0.260401,0.413103,0.409384,1.53269,1.18327,38.914,10.0339,3.87702,0.258158,2.04877,5B,Unit 5B
PAT1E_2mm_1876,389.1,7565.96,16790,1.228,0.0514909,0.513681,1.91215,0.62191,3.03654,39.4389,0.220069,0.126872,0.0807168,0.328507,0.469864,2.04595,1.33211,38.3901,10.6725,3.59665,0.278738,2.04209,5B,Unit 5B
PAT1E_2mm_1881,390.1,7585.58,17548.8,1.292,0.0595547,0.415987,1.61872,0.454775,5.03303,40.0953,0.180045,0.13857,0.162386,0.419332,0.534571,1.61855,1.22864,37.3,10.0572,3.71433,0.269657,2.11299,5B,Unit 5B
PAT1E_2mm_1886,391.1,7606.4,18584.8,1.282,0.0550738,0.340712,1.39211,0.378965,7.80298,38.3277,0.208872,0.0591667,0.196209,0.441179,0.359046,1.28643,1.12144,37.8474,9.60241,3.94122,0.253811,2.11463,5B,Unit 5B
PAT1E_2mm_1891,392.1,7627.23,18921.7,1.296,0.0568912,0.328447,1.11785,0.370443,9.53938,33.5159,0.209395,0.0768257,0.246704,0.468738,0.380548,1.22474,1.18206,40.5767,10.0573,4.0348,0.247879,1.97792,5B,Unit 5B
PAT1E_2mm_1896,393.1,7648.06,18611.1,1.266,0.0639852,0.29496,1.21662,0.381597,4.92513,32.9168,0.140821,0.0712224,0.190788,0.592644,0.394029,1.26971,1.37356,44.7062,10.7037,4.17676,0.239436,1.8054,5B,Unit 5B
PAT1E_2mm_1901,394.1,7668.89,17205,1.288,0.059689,0.342626,1.495,0.404645,8.72137,35.2546,0.143775,0.0862062,0.270228,0.483855,0.292946,1.57687,1.17623,38.9811,10.0677,3.87048,0.258695,2.04431,5B,Unit 5B
PAT1E_2mm_1906,395.1,7689.72,17425.4,1.24,0.0422672,0.321823,1.31879,0.374496,10.7025,35.841,0.183176,0.104526,0.122687,0.428836,0.484031,1.2763,1.22401,37.2023,9.71311,3.83322,0.260987,2.13414,5B,Unit 5B
PAT1E_2mm_1911,396.1,7710.55,17048.9,1.274,0.0521818,0.381787,1.02247,0.486437,6.62928,38.286,0.209678,0.119799,0.152849,0.383298,0.545302,1.66734,1.27365,37.9905,9.99942,3.7996,0.263219,2.08456,5B,Unit 5B
PAT1E_2mm_1916,397.1,7731.38,16803.9,1.256,0.0653255,0.477671,0.993534,0.542454,2.83524,38.772,0.182316,0.144724,0.203491,0.40853,0.538346,1.8711,1.42169,40.1329,10.679,3.75979,0.266072,1.97066,5B,Unit 5B
PAT1E_2mm_1921,398.1,7752.21,16470.8,1.28,0.0587491,0.54624,0.93693,0.638231,1.88064,39.5375,0.266571,0.185124,0.0867528,0.286303,0.67269,2.05488,1.58179,39.7355,10.7007,3.71507,0.269299,1.98317,5B,Unit 5B
PAT1E_2mm_1926,399.1,7773.04,16632.7,1.264,0.0559727,0.605399,0.850026,0.667345,1.28029,45.3016,0.2218,0.185628,0.107988,0.291023,0.746593,1.84684,1.39275,35.6176,9.93028,3.58624,0.278897,2.20162,5B,Unit 5B
PAT1E_2mm_1931,400.1,7793.59,16417.7,1.274,0.0476054,0.633976,0.962526,0.738522,1.4837,43.6792,0.212912,0.204539,0.0539545,0.198306,0.716056,1.92731,1.48242,36.5512,10.2659,3.56071,0.280867,2.13635,5B,Unit 5B
PAT1E_2mm_1936,401.1,7811.61,16746.3,1.292,0.0605396,0.681877,1.00262,0.728035,1.81452,44.8389,0.24826,0.216343,0.122017,0.29383,0.699887,1.9724,1.34818,35.0924,10.0418,3.49568,0.286252,2.21626,5B,Unit 5B
PAT1E_2mm_1941,402.1,7829.64,16907.6,1.268,0.0404067,0.655862,0.972205,0.720325,1.87077,42.8951,0.23051,0.234213,0.122376,0.308699,0.740518,2.05253,1.5435,36.464,10.2611,3.55623,0.28143,2.14025,5B,Unit 5B
PAT1E_2mm_1946,403.1,7847.66,17767.9,1.322,0.0630027,0.576225,0.977727,0.624528,2.94232,40.213,0.239383,0.21865,0.182769,0.3674,0.613394,1.90795,1.49289,38.4115,10.4107,3.68963,0.271219,2.04952,5B,Unit 5B
PAT1E_2mm_1951,404.1,7865.68,17671,1.268,0.0601866,0.529372,0.963817,0.642694,4.08439,36.9016,0.172625,0.163756,0.0482224,0.347749,0.557455,1.62099,1.35894,41.1204,10.635,3.86665,0.258629,1.93221,5B,Unit 5B
PAT1E_2mm_1956,405.1,7883.7,17770.7,1.25,0.0489462,0.454505,0.815371,0.46797,3.99345,36.7914,0.234437,0.180987,0.0698031,0.429157,0.618919,1.56461,1.42078,41.5558,10.5307,3.95029,0.253417,1.92006,5B,Unit 5B
PAT1E_2mm_1961,406.1,7901.73,18434.5,1.288,0.0435845,0.460292,0.81324,0.551293,3.78062,37.4439,0.314382,0.2061,0.0832626,0.491615,0.510221,1.58152,1.36351,41.311,10.3222,4.00374,0.249864,1.93706,5B,Unit 5B
PAT1E_2mm_1966,407.1,7919.75,17240.5,1.286,0.110725,0.473019,1.46416,0.517274,1.84252,36.5484,0.208132,0.177725,0.250077,0.395069,0.589287,1.81685,1.58671,42.355,10.8201,3.91506,0.255707,1.88605,5B,Unit 5B
PAT1E_2mm_1971,408.1,7937.77,17342.4,1.248,0.0943501,0.403309,1.35507,0.495283,1.39894,34.5489,0.201168,0.10036,0.178189,0.499015,0.537542,1.7524,1.66605,44.5778,11.3011,3.94421,0.253566,1.79083,5B,Unit 5B
PAT1E_2mm_1976,409.1,7955.8,16247.8,1.306,0.0656604,0.407887,0.749774,0.494825,1.35742,32.1812,0.202858,0.111224,0.200636,0.334099,0.45119,1.70075,1.77719,47.173,12.0649,3.91115,0.255843,1.68915,5B,Unit 5B
PAT1E_2mm_1981,410.1,7974.96,15794.9,1.232,0.051311,0.418253,0.621442,0.4831,1.32445,31.3115,0.143217,0.0858099,0.138219,0.422102,0.526192,1.69822,1.85151,47.9633,12.2595,3.91296,0.255611,1.66063,5B,Unit 5B
PAT1E_2mm_1986,411.1,8004.36,17566,1.27,0.107958,0.440405,1.14654,0.501092,1.40648,33.8278,0.279746,0.130579,0.229388,0.464535,0.538588,1.64598,1.5247,45.3586,11.7123,3.87445,0.25822,1.7524,5B,Unit 5B
PAT1E_2mm_1991,412.1,8033.77,18175.3,1.208,0.10465,0.454812,1.19806,0.528378,1.46504,35.4772,0.261265,0.10672,0.104466,0.445422,0.643766,1.63789,1.65406,44.2334,10.8064,4.09437,0.244422,1.81738,5B,Unit 5B
PAT1E_2mm_1996,413.1,8063.17,18017.1,1.284,0.0906531,0.469428,0.892887,0.473436,1.39536,36.218,0.279683,0.104742,0.251288,0.468842,0.59599,1.63798,1.48495,43.8487,11.0507,3.96924,0.252021,1.82166,5B,Unit 5B
PAT1E_2mm_2001,414.1,8092.57,19018.5,1.29,0.0730215,0.403165,0.783054,0.435395,2.52361,34.072,0.215233,0.132406,0.336174,0.526829,0.503043,1.2751,1.62819,45.3729,11.0388,4.10948,0.243465,1.77491,5B,Unit 5B
PAT1E_2mm_2006,415.1,8121.98,16335.4,1.236,0.0651234,0.497733,1.41334,0.596262,8.02095,36.302,0.223171,0.208042,0.198841,0.341685,0.626652,1.83377,1.36842,37.0675,10.4065,3.56904,0.282726,2.12024,5B,Unit 5B
PAT1E_2mm_2011,416.1,8151.38,15144,1.192,0.0592829,0.601269,1.03679,0.644306,6.88941,42.2122,0.307796,0.191104,0.12428,0.191047,0.760209,2.4019,1.36405,32.0724,10.3505,3.09217,0.324248,2.37261,5B,Unit 5B
PAT1E_2mm_2016,417.1,8180.79,17166.2,1.25,0.0390947,0.381686,0.879218,0.475027,4.15771,33.2767,0.156667,0.143454,0.205895,0.486081,0.529523,1.60629,1.5533,44.4218,11.1096,3.99383,0.25137,1.80971,5B,Unit 5B
PAT1E_2mm_2021,418.1,8210.19,16567.3,1.3,0.0694986,0.500757,1.12391,0.518573,5.39626,35.0634,0.16392,0.154508,0.206298,0.479869,0.66106,2.06874,1.57372,40.1906,10.8881,3.68437,0.27206,1.97024,5B,Unit 5B
PAT1E_2mm_2026,419.1,8239.59,15451.1,1.258,0.0642614,0.361198,1.42524,0.44012,19.9284,27.7954,0.104221,0.122453,0.0385607,0.337773,0.412272,1.96522,1.23268,35.321,9.80534,3.56259,0.282574,2.34784,5B,Unit 5B
PAT1E_2mm_2031,420.1,8269.24,17858.5,1.262,0.068897,0.461904,0.961371,0.540478,5.65617,35.2535,0.179733,0.141193,0.247039,0.415201,0.529018,1.83259,1.4285,41.0222,10.624,3.86447,0.258952,1.93938,5B,Unit 5B
PAT1E_2mm_2036,421.1,8301.1,17132.6,1.27,0.0981541,0.50389,1.54913,0.555953,2.42076,35.9852,0.222887,0.109463,0.225324,0.366135,0.601274,2.3656,1.66125,41.6599,10.9443,3.81148,0.262602,1.90267,5B,Unit 5B
PAT1E_2mm_2041,422.1,8332.96,17735.8,1.336,0.0318892,0.286177,2.3322,0.331488,35.7077,22.1171,0.0463352,0.114285,0.193833,0.32568,0.393601,1.52361,1.06029,27.3696,7.73102,3.48462,0.288099,3.18081,5B,Unit 5B
PAT1E_2mm_2046,423.1,8364.82,15824.4,1.224,0.108131,0.487284,1.76281,0.555306,5.81248,34.7413,0.30749,0.111539,0.276018,0.347161,0.500065,2.52455,1.72671,38.9876,10.9011,3.5794,0.279532,2.01071,5B,Unit 5B
PAT1E_2mm_2051,424.1,8396.68,15796.5,1.242,0.105641,0.489647,1.79722,0.564217,11.1355,36.5812,0.209544,0.182378,0.238551,0.399401,0.481708,2.10148,1.4408,33.7798,9.686,3.47796,0.287907,2.33144,5B,Unit 5B
PAT1E_2mm_2056,425.1,8428.54,15355.2,1.238,0.15196,0.487566,2.29663,0.600982,7.08523,38.2069,0.0644151,0.163297,0.228723,0.329588,0.465707,2.35801,1.62405,34.9824,10.1821,3.43124,0.292802,2.23015,5B,Unit 5B
PAT1E_2mm_2061,426.1,8460.4,16988.1,1.258,0.080605,0.427568,1.21966,0.504461,21.8245,32.5543,0.133591,0.191396,0.35638,0.337808,0.444277,1.82545,1.19451,29.7947,8.43566,3.51398,0.285025,2.69765,5B,Unit 5B
PAT1E_2mm_2066,427.1,8492.26,15749.7,1.26,0.192102,0.421523,2.37693,0.4913,5.82918,39.7531,0.132139,0.136756,0.327194,0.377944,0.418908,2.00694,1.34576,35.2504,10.1648,3.47169,0.288336,2.2028,5B,Unit 5B
PAT1E_2mm_2071,428.1,8524.12,16690.7,1.24,0.0617235,0.498687,1.09552,0.562987,13.6102,37.043,0.168565,0.210979,0.215075,0.284921,0.508851,1.59434,1.21631,32.921,9.21214,3.57145,0.280284,2.4248,5B,Unit 5B
PAT1F_2mm_2076,429.1,8555.98,15493.1,1.268,0.0446405,0.67852,0.955563,0.695495,2.6844,43.4633,0.134882,0.203925,0.111972,0.287892,0.791035,2.06083,1.48496,35.0806,10.5164,3.337,0.299765,2.19567,5B,Unit 5B
PAT1F_2mm_2081,430.1,8587.04,16076.8,1.294,0.0555736,0.632157,1.12589,0.706819,2.39803,43.3569,0.268364,0.20812,0.183455,0.265469,0.69919,1.97592,1.45812,35.5858,10.2536,3.47086,0.288235,2.18291,5B,Unit 5B
PAT1F_2mm_2086,431.1,8610.93,15845.7,1.296,0.0604078,0.552229,0.989055,0.635676,3.15301,37.9481,0.173363,0.197036,0.0990718,0.270891,0.748178,2.11961,1.61126,39.5188,11.2047,3.52784,0.283479,1.97377,5B,Unit 5B
PAT1F_2mm_2091,432.1,8634.83,18128.9,1.266,0.0608914,0.501562,0.819,0.561211,4.78817,38.4135,0.177046,0.135578,0.136837,0.312781,0.556566,1.62709,1.43255,39.203,10.5954,3.70183,0.270344,2.01027,5B,Unit 5B
PAT1F_2mm_2096,433.1,8658.72,12338.7,1.216,0.0599727,0.243734,0.473236,0.281133,5.09653,23.913,0.143647,0.119278,0.246398,0.306577,0.690201,2.71238,1.8162,48.742,14.4966,3.40523,0.294923,1.62809,5B,Unit 5B
PAT1F_2mm_2101,434.1,8682.61,12900.5,1.268,0.102816,0.473992,1.02492,0.450596,2.13641,34.7694,0.145071,0.13575,0.250329,0.264486,0.674735,2.65946,1.65063,42.0542,12.3303,3.40747,0.293616,1.90026,5B,Unit 5B
PAT1F_2mm_2106,435.1,8706.5,13694.2,1.204,0.143975,0.689968,1.20591,0.513562,1.64825,45.5502,0.293294,0.168936,0.137492,0.227703,0.796446,1.73103,1.41847,34.0874,10.3916,3.27786,0.305156,2.26041,5B,Unit 5B
PAT1F_2mm_2111,436.1,8730.4,15902.8,1.268,0.153305,0.804367,1.45182,0.633272,1.75599,51.5001,0.21436,0.188677,0.143256,0.205236,0.860674,1.53902,1.19659,29.4466,9.03849,3.25914,0.306925,2.5998,5B,Unit 5B
PAT1F_2mm_2116,437.1,8754.29,15120.9,1.33,0.0802607,0.948465,0.717144,0.66106,1.69779,52.1155,0.275901,0.222675,0.131026,0.212765,0.858027,1.63725,1.25616,29.227,9.13463,3.20156,0.31251,2.60813,5B,Unit 5B
PAT1F_2mm_2121,438.1,8778.18,15621.2,1.316,0.100245,0.962444,0.921973,0.747064,1.82786,55.8619,0.253507,0.278049,0.1461,0.181304,0.804276,1.53676,1.08488,26.0172,8.31822,3.13089,0.319938,2.91342,5B,Unit 5B
