ID,depth,mean_age,kcps,MSE,S,K,Ca,Ti,Mn,Fe,Co,Cu,Zn,As,Br,Rb,Sr,Zr,inc,coh,inc_coh,coh_inc,TSN_sum,Subunit ,Group
PAT1A_2mm_232,60.6,1626.09,16676.4,1.48,0.0824642,0.1431,0.475382,0.128547,0.591802,14.4919,0.0630609,0,0.0339559,0.31773,0.470531,0,0.555421,1.98884,66.1145,13.8103,4.78732,0.208885139,1.25118,6A,Unit 6
PAT1A_2mm_233,60.8,1629.27,17891.2,1.43,0.0576781,0.0530639,0.41759,0.117663,0.618309,14.3665,0.306848,0,0.0899779,0.198413,0.735973,0,0.242248,2.16178,66.7382,13.2106,5.05187,0.197946555,1.2508,6A,Unit 6
PAT1A_2mm_234,61.05,1633.24,18910.1,1.25,0.0784476,0.14038,0.604872,0.171346,0.770025,20.6482,0.0536746,0,0.0495458,0.0309661,0.672998,0.0784476,0.520231,1.87242,61.1974,12.4154,4.92917,0.202874106,1.35846,6A,Unit 6
PAT1A_2mm_235,61.3,1637.21,11769.9,1.24,0.0647645,0,0.169107,0.104343,0.241068,6.58439,0.0395783,0.02158817,0.0359803,0,0.45695,0.0539704,0.708812,2.85324,72.8925,14.993,4.86177,0.205686362,1.13784,6A,Unit 6
PAT1A_2mm_236,61.5,1640.39,12043.1,1.48,0.0645925,0,0,0.0394732,0.0215308,0.240428,0.0610041,0,0.0574156,0.0574156,0.175835,0.0574156,1.00477,2.82772,77.4572,17.1996,4.50344,0.222052351,1.05645,6A,Unit 6
PAT1A_2mm_237,61.75,1644.37,12107.1,1.69,0.119267,0.0289132,0,0,0.0325274,0.625248,0.0795114,0,0.0361415,0,0.285518,0.0216849,0.285518,2.58412,79.1789,16.0649,4.92868,0.20289392,1.04994,6A,Unit 6
PAT1A_2mm_238,62,1648.34,13044.4,1.29,0.0669771,0,0.0765453,0.0350832,0.229636,5.34541,0.098871,0,0.0255151,0.181795,0.25834,0,0.430567,2.75244,74.7496,15.0858,4.95497,0.201817639,1.11315,6A,Unit 6
PAT1A_2mm_239,62.2,1651.52,13278.7,1.8,0.066221,0,0,0,0.0346872,1.069,0.110368,0.07568113,0.0725277,0.0882947,0.381559,0,0.346872,3.01463,77.734,16.3913,4.7424,0.210863657,1.06241,6A,Unit 6
PAT1A_2mm_240,62.4,1654.7,14128.6,1.55,0.0758794,0.0273166,0,0.0273166,0,0.42189,0.0910553,0,0.0667739,0.291377,0.112302,0.318694,0.610071,2.70131,78.8145,15.8102,4.98503,0.200600763,1.05681,6A,Unit 6
PAT1A_2mm_241,62.65,1658.67,12507.1,1.66,0.105738,0,0.017623,0,0,0.137459,0,0.042295221,0.0810658,0,0.292542,0.207952,0.821232,2.96067,78.5281,15.9805,4.91398,0.203500898,1.0581,6A,Unit 6
PAT1A_2mm_242,62.9,1662.64,13534.7,2.05,0.067142,0,0.0575503,0.054353,0,0.175848,0.0639448,0.09271989,0.111903,0,0.316527,0,0.297343,3.25799,79.1316,15.6281,5.06342,0.197494949,1.0553,6A,Unit 6
PAT1A_2mm_243,63.1,1665.82,12850.7,1.43,0.100281,0,0,0,0,0.147078,0.0768819,0.063511165,0.0300842,0,0.0401123,0.247359,0.391095,2.97165,79.4859,15.7976,5.03153,0.198746793,1.0495,6A,Unit 6
PAT1A_2mm_244,63.35,1669.79,12537.5,1.72,0.0801087,0,0.0278639,0,0,0.188081,0.0383128,0.080108669,0,0,0.292571,0,0.846366,2.64359,78.6284,16.5825,4.74165,0.21089701,1.0503,6A,Unit 6
PAT1A_2mm_245,63.6,1673.77,12199.8,2.27,0.084403,0.0281343,0,0,0,0.182873,0.0246175,0.084403024,0.0562687,0.358713,0.0773694,0.123088,0.302444,2.91542,78.6777,16.2019,4.85609,0.205927052,1.05397,6A,Unit 6
PAT1A_2mm_246,63.8,1676.94,11899.9,1.43,0,0,0.0471749,0.0290307,0,0.15604,0,0.123380629,0.116123,0.304823,0.0471749,0.203215,0.181442,2.78695,78.7386,16.631,4.73445,0.211217624,1.04855,6A,Unit 6
PAT1A_2mm_247,64,1680.12,9931,1.39,0,0,0.0174505,0.034901,0,0.362098,0,0.052351453,0.0610767,0.122153,0.318471,0.174505,1.09502,3.14545,77.659,16.3249,4.75708,0.210212909,1.06401,6A,Unit 6
PAT1A_2mm_248,64.25,1684.09,10838.1,1.37,0.0354918,0,0.0197176,0,0.0197176,0.899125,0.102532,0.051265873,0.0394353,0.0276047,0.224781,0.141967,0.977995,2.80779,77.3996,16.4918,4.69321,0.213073827,1.06506,6A,Unit 6
PAT1A_2mm_249,64.5,1688.07,13277,1.45,0.0253205,0.0158253,0.0917867,0,0.151923,2.86754,0.0886216,0.037980693,0.189903,0,0.405127,0,0.610856,2.83906,76.1386,15.993,4.76074,0.210051546,1.0854,6A,Unit 6
PAT1A_2mm_250,64.7,1691.25,18718.7,1.39,0.0419093,0.026469,0.216164,0,0.202929,5.86068,0.0772013,0,0,0.189695,0.725693,0.0485266,0.646286,2.24987,74.1706,14.9594,4.95812,0.201689169,1.12196,6A,Unit 6
PAT1A_2mm_251,64.95,1695.22,19758.6,1.38,0.0737743,0.109664,0.35292,0.141567,0.530377,16.4417,0.105677,0,0.0418719,0.488505,0.74173,0,0.671944,1.39374,65.1626,13.415,4.85746,0.205868853,1.27263,6A,Unit 6
PAT1A_2mm_252,65.2,1699.19,11644.9,2.21,0.0745898,0,0,0,0,0.671308,0,0.099453008,0.124316,0.0852454,0.067486,0.156283,0.916388,3.42047,77.8042,15.8343,4.91364,0.203515179,1.06794,6A,Unit 6
PAT1A_2mm_253,65.4,1702.37,14144.2,1.25,0.0548647,0,0.0152402,0,0.0304804,0.777249,0.0640088,0.045720556,0.0243843,0,0.521214,0.192026,0.728481,2.85601,77.8682,16.0083,4.86424,0.205581869,1.06523,6A,Unit 6
PAT1A_2mm_254,65.6,1705.55,12785.2,1.4,0.0135543,0,0.0406628,0.0169428,0.132154,2.23984,0.108434,0,0.111823,0.0406628,0.277862,0,0.352411,2.37539,77.2119,16.194,4.76794,0.209734047,1.0706,6A,Unit 6
PAT1A_2mm_255,65.85,1709.52,12829.4,1.73,0.0686248,0,0.0411749,0,0,0.291655,0.0617623,0.058331046,0.072056,0,0.312243,0,0.703404,2.83077,78.5033,16.6346,4.71927,0.211897373,1.05111,6A,Unit 6
PAT1A_2mm_256,66.1,1713.49,12680.5,1.61,0.0996324,0,0.0206136,0.0618408,0,0.188958,0,0.054969595,0.017178,0,0.305768,0,0.556567,2.45989,79.7025,16.216,4.91504,0.203457046,1.04255,6A,Unit 6
PAT1A_2mm_257,66.3,1716.67,13621.4,1.42,0.0576572,0.0160159,0.0192191,0,0,0.454851,0.0928921,0.035234953,0.0320318,0.188987,0.390788,0,0.259457,2.58496,79.1281,16.0832,4.91994,0.203254665,1.0503,6A,Unit 6
PAT1A_2mm_258,66.55,1720.64,14313.6,1.38,0.0263837,0.0175891,0.0381098,0.0293152,0,1.01431,0,0,0,0.211069,0.46318,0.401618,0.826689,2.84357,77.6413,15.7892,4.91738,0.203360393,1.07031,6A,Unit 6
PAT1A_2mm_259,66.8,1724.62,15266.2,1.48,0.0586789,0.047502,0.0586789,0.0279423,0.0922097,2.48407,0.103387,0,0.120152,0,0.441489,0.192802,0.553258,2.35274,76.8442,15.4102,4.98658,0.200538162,1.08396,6A,Unit 6
PAT1A_2mm_260,67,1727.8,14420.1,1.49,0.0505847,0,0.0386824,0,0.0267801,0.937305,0.0922427,0.071413694,0.0446336,0.0476091,0.345166,0,0.419555,2.4846,79.0073,15.8866,4.97322,0.201077132,1.05381,6A,Unit 6
PAT1A_2mm_261,67.2,1730.97,13172.5,1.7,0.0694766,0.0231589,0,0,0,0.387084,0,0.02646728,0.0529346,0.12572,0.555813,0.0297757,0.340766,2.70297,79.028,16.284,4.85311,0.206053502,1.04919,6A,Unit 6
PAT1A_2mm_262,67.45,1734.95,11421.9,1.26,0.0803121,0,0.0344195,0.0152975,0.0191219,0.256234,0.0305951,0.095609607,0,0,0.424507,0,0.332721,2.90271,78.6752,16.1389,4.87488,0.205133191,1.0547,6A,Unit 6
PAT1A_2mm_263,67.7,1738.92,9453.53,1.42,0.0641907,0,0.0229253,0,0,0.165062,0,0.073360844,0.0917011,0,0.284273,0,0.87116,2.84732,77.978,16.7859,4.64545,0.215264303,1.05525,6A,Unit 6
PAT1A_2mm_264,67.9,1742.1,10028.5,1.18,0.140449,0,0.0468165,0,0.672455,3.44314,0.127681,0.076608784,0.093633,0.451141,0.0212802,0.0893769,0.472421,2.48979,74.6382,16.3858,4.55506,0.219535839,1.09861,6A,Unit 6
PAT1A_2mm_265,68.1,1745.28,13186.3,1.31,0.0317834,0.0858151,0.184344,0.0921718,0.3814,8.40352,0.0858151,0,0.101707,0,0.43861,0.101707,0.505355,2.16445,72.2213,14.8079,4.87723,0.205034546,1.14904,6A,Unit 6
PAT1A_2mm_266,68.35,1749.25,16576.2,1.22,0.0350614,0.0826446,0.350614,0.105184,0.538442,13.3634,0.0951665,0,0,0.373153,0.400701,0,0.250438,1.95843,68.1693,13.8417,4.92491,0.203049229,1.21935,6A,Unit 6
PAT1A_2mm_267,68.6,1753.22,16556.6,1.25,0.057559,0.120123,0.395405,0.117621,0.530544,11.6995,0.0725744,0,0.157662,0.280287,0.883405,0,0.355364,1.98203,68.4927,13.9618,4.90572,0.203843765,1.21279,6A,Unit 6
PAT1A_2mm_268,68.8,1756.4,18778.6,1.35,0.111206,0.11976,0.926005,0.132592,0.654405,15.1839,0.128315,0,0.0684346,0.147562,0.926005,0.0983747,0.718563,1.56972,64.9508,13.5736,4.7851,0.208982253,1.27349,6A,Unit 6
PAT1A_2mm_269,69.05,1760.37,17472,1.36,0.0736089,0.126515,0.439353,0.207025,0.715387,16.9369,0.0161019,0,0,0,0.558968,0.181722,0.545166,2.14846,63.9155,13.2059,4.83992,0.206614842,1.29666,6A,Unit 6
PAT1A_2mm_270,69.3,1764.35,15298.9,1.29,0.0605359,0.152656,0.521135,0.284255,0.79223,18.5319,0.231616,0,0,0.113176,0.521135,0.102648,0.710639,1.78449,62.9573,12.5651,5.01047,0.19958194,1.32411,6A,Unit 6
PAT1A_2mm_271,69.5,1767.52,18510.9,1.31,0.120003,0.0938209,0.456013,0.178914,0.674201,14.9088,0.113458,0,0.0414558,0.0785477,0.6262,0,0.530197,1.79787,66.5299,12.8971,5.15852,0.193854126,1.25902,6A,Unit 6
PAT1A_2mm_272,69.7,1770.7,22004.4,1.59,0.149455,0.0911311,1.43805,0.103889,0.552255,13.7681,0.313491,0,0,0.0382751,0.626982,0,0.535851,1.85725,66.3927,13.4728,4.9279,0.202926401,1.25211,6A,Unit 6
PAT1A_2mm_273,69.95,1774.68,21673.9,1.43,0.178588,0.113647,2.06548,0.17498,0.591684,15.1799,0.115451,0,0.0378822,0,0.795526,0.104627,0.615135,1.74619,64.4286,13.1722,4.89126,0.204446187,1.28865,6A,Unit 6
PAT1A_2mm_274,70.2,1778.44,15061.8,1.16,0.126148,0.0493624,0.216646,0.085013,0.422323,10.3963,0.123406,0,0.0219388,0.276978,0.636227,0.120664,0.507336,2.02112,69.8862,14.3809,4.85965,0.205776173,1.1867,6A,Unit 6
PAT1A_2mm_275,70.4,1781.41,16867.3,1.24,0.0585535,0.0726063,0.423927,0.133502,0.658141,17.9548,0.110081,0,0.0562114,0.117107,0.623009,0,0.477797,2.10793,63.5141,12.9661,4.89848,0.204144848,1.30753,6A,Unit 6
PAT1A_2mm_276,70.65,1785.13,19531.1,1.18,0.0619418,0.131876,0.533499,0.149859,0.707335,18.7084,0.0779267,0,0.0259756,0,0.635403,0.207805,0.461566,1.68242,62.757,12.9338,4.85216,0.206093989,1.32116,6A,Unit 6
PAT1A_2mm_277,70.9,1788.84,19358.9,1.35,0.0211698,0.0275208,0.239219,0.118551,0.423397,10.424,0,0,0.107966,0.0402227,0.599107,0,0.677435,1.77615,70.7856,14.514,4.87704,0.205042318,1.17234,6A,Unit 6
PAT1A_2mm_278,71.1,1791.82,22506.3,1.46,0.0773776,0.0738604,0.597918,0.130135,0.634848,15.676,0.0791362,0.045723129,0.0281373,0.283132,0.587366,0.116066,0.791362,1.88696,65.1695,13.2966,4.9012,0.204031518,1.27443,6A,Unit 6
PAT1A_2mm_279,71.3,1794.79,22645.1,1.2,0.0633134,0.0721069,0.515301,0.103764,0.578614,15.1935,0.263806,0,0,0,0.738656,0.328878,0.689413,1.8185,65.4027,13.1534,4.97232,0.201113262,1.27298,6A,Unit 6
PAT1A_2mm_280,71.55,1798.5,22207.5,1.37,0.0480894,0.0591869,0.508638,0.107276,0.527134,12.703,0.0351422,0,0,0.205305,0.817519,0,0.512337,1.52036,68.6938,13.7998,4.97789,0.20088853,1.21221,6A,Unit 6
PAT1A_2mm_281,71.8,1802.22,22563.9,1.31,0.0865005,0.100917,0.391054,0.149574,0.585681,15.6025,0.205439,0,0.133355,0,0.769494,0.185616,0.681192,1.56782,65.762,13.0039,5.0571,0.197741971,1.26958,6A,Unit 6
PAT1A_2mm_282,72,1805.19,22430.3,1.35,0.0955619,0.0698337,0.518239,0.139667,0.771846,13.5018,0.180097,0,0,0,0.770008,0,0.578884,1.74217,67.6339,13.1747,5.13363,0.194793903,1.23749,6A,Unit 6
PAT1A_2mm_283,72.25,1808.91,21695.3,1.28,0.066951,0.0879928,0.363449,0.151118,0.522218,12.0741,0.175986,0,0,0.267804,0.782371,0,0.650382,1.81342,68.8065,13.4361,5.12101,0.195273839,1.21591,6A,Unit 6
PAT1A_2mm_284,72.5,1812.62,22657.4,1.19,0.0886477,0.0687472,0.381728,0.173677,0.714609,14.6775,0.208051,0,0.164631,0,0.872004,0,0.555405,1.6228,66.7897,12.9408,5.16119,0.193753724,1.25423,6A,Unit 6
PAT1A_2mm_285,72.7,1815.59,21680.5,1.37,0.065522,0.104064,0.370006,0.125263,0.659074,12.5976,0.229327,0,0.00770847,0.262088,0.734231,0,0.682199,1.42607,68.7769,13.1179,5.24299,0.190731038,1.22108,6A,Unit 6
PAT1A_2mm_286,72.9,1818.56,22733.7,1.42,0.0949,0.0843556,0.497346,0.186285,0.709993,16.1963,0.0298759,0,0,0.161681,0.690661,0.356754,0.421778,2.03508,64.6515,13.0786,4.94329,0.202294226,1.2865,6A,Unit 6
PAT1A_2mm_287,73.15,1822.28,22936.3,1.45,0.0601919,0.0548809,0.385936,0.10091,0.582445,14.1787,0.0389477,0,0.0548809,0.237227,0.830294,0.148709,0.361151,1.93853,67.1211,13.3856,5.01442,0.199425015,1.24213,6A,Unit 6
PAT1A_2mm_288,73.4,1825.99,23585.7,1.51,0.0482875,0.100024,0.34836,0.13624,0.555306,14.6311,0.108647,0,0,0.0603594,0.819163,0.167282,0.651881,1.77629,66.9144,12.891,5.19077,0.192649674,1.25305,6A,Unit 6
PAT1A_2mm_289,73.6,1828.97,21267.6,1.44,0.0867447,0.132885,0.586911,0.153187,0.753018,21.5035,0.0479864,0.035066996,0,0.317449,0.767783,0.245469,0.61275,1.78657,60.1122,12.2236,4.91771,0.203346638,1.38244,6A,Unit 6
PAT1A_2mm_290,73.85,1832.68,18020.9,1.29,0.11342,0.12412,0.54998,0.2568,0.76398,21.7103,0.13482,0,0.07062,0.10914,0.46652,0,0.56496,1.77192,60.3801,12.3606,4.88487,0.204713805,1.37475,6A,Unit 6
PAT1A_2mm_291,74.1,1836.4,17547.4,1.31,0.0453217,0.0725147,0.314986,0.154094,0.460015,13.073,0.172222,0,0.0725147,0.337646,0.460015,0.0339913,0.761404,2.10972,67.3117,14.1993,4.7405,0.21094802,1.22683,6A,Unit 6
PAT1A_2mm_292,74.3,1839.37,17901.2,1.37,0.0779799,0.107796,0.293571,0.112383,0.410541,12.4905,0.0527511,0,0,0.160547,0.527511,0.114676,0.454118,2.09858,68.4549,13.9722,4.89938,0.204107616,1.21319,6A,Unit 6
PAT1A_2mm_293,74.5,1842.34,18207.5,1.33,0.0384615,0.115385,0.253394,0.0837104,0.384615,10.9389,0.106335,0,0.0791855,0.0588235,0.495475,0,0.475113,1.76244,70.371,14.5611,4.83282,0.206918724,1.17741,6A,Unit 6
PAT1A_2mm_294,74.75,1846.05,22121.2,1.43,0.103373,0.110756,0.758681,0.143983,0.587008,13.8445,0.265815,0,0,0.171672,0.932199,0.0516863,0.764218,1.50813,66.8876,13.1375,5.09133,0.196412309,1.24961,6A,Unit 6
PAT1A_2mm_295,75,1849.77,21610.5,1.27,0.10601,0.0738287,0.683389,0.0832939,0.634169,13.6867,0.10601,0,0.100331,0,0.528159,0.0302887,0.484619,1.84382,67.1727,13.5655,4.95172,0.201950175,1.23857,6A,Unit 6
PAT1A_2mm_296,75.2,1852.74,21864.7,1.34,0.0630166,0.107499,0.352152,0.148274,0.574564,14.2788,0.198317,0,0,0,0.758053,0.0593098,0.56715,1.96278,66.9311,13.4151,4.98922,0.200431989,1.24461,6A,Unit 6
PAT1A_2mm_297,75.4,1855.71,19813.9,1.41,0.0903454,0.108825,0.408607,0.156051,0.4661,14.0795,0.0390128,0,0,0,0.564659,0,0.427087,2.03893,67.4675,13.2849,5.07852,0.196907907,1.23835,6A,Unit 6
PAT1A_2mm_298,75.65,1859.43,20097.1,1.32,0.0528208,0.0812628,0.251915,0.0954838,0.394125,11.6206,0.099547,0.050789265,0,0.10361,0.483514,0.123926,0.444914,2.00922,69.4127,14.5014,4.78663,0.208915035,1.1917,6A,Unit 6
PAT1A_2mm_299,75.9,1863.14,21187,1.27,0.0816265,0.0436607,0.28854,0.15566,0.480267,13.0223,0.212608,0,0.0607453,0.013288,0.518233,0.110101,0.495454,1.95714,68.3403,13.5196,5.0549,0.197827838,1.2216,6A,Unit 6
PAT1A_2mm_300,76.1,1866.12,19119.5,1.22,0.0230768,0.092307,0.350347,0.190908,0.482514,12.0314,0.0692303,0.018880987,0.0650345,0.0335662,0.299998,0.224474,0.48671,1.80418,69.6121,13.716,5.07525,0.197034537,1.20008,6A,Unit 6
PAT1A_2mm_301,76.35,1869.83,13188.9,1.35,0.0465636,0.0682933,0.207984,0.117961,0.356988,10.0236,0.270069,0.08071025,0,0.0279382,0.518408,0.527721,0.772956,2.1202,69.6778,14.3509,4.85529,0.205960973,1.19007,6A,Unit 6
PAT1A_2mm_302,76.6,1873.55,15418.2,1.26,0.0531011,0.0531011,0.140718,0.0212404,0.172579,7.16865,0.0823067,0,0.0132753,0.146028,0.49915,0.0212404,0.49915,2.3922,72.714,15.4179,4.7162,0.212034907,1.13466,6A,Unit 6
PAT1A_2mm_303,76.8,1876.52,20629.6,1.29,0.0801389,0.0496098,0.284302,0.135473,0.396878,13.4175,0.175542,0,0.083955,0.282394,0.368257,0,0.616306,2.03019,67.6659,13.6809,4.94603,0.202182556,1.22931,6A,Unit 6
PAT1A_2mm_304,77,1879.49,22130,1.54,0.0468033,0.0599083,0.209679,0.0505476,0.312646,8.37592,0.102967,0,0,0,0.657119,0.0243377,0.490499,1.82159,72.9327,14.1627,5.14964,0.194188464,1.14817,6A,Unit 6
PAT1A_2mm_305,77.25,1883.2,23493.5,1.25,0.0710263,0.0963929,0.282414,0.135288,0.409247,12.7086,0.152199,0,0.0118377,0.133597,0.745776,0.157273,0.70519,2.06822,68.0703,13.5762,5.01395,0.199443506,1.22479,6A,Unit 6
PAT1A_2mm_306,77.5,1886.92,19906.4,1.31,0.0688496,0,0.0971994,0.0485997,0.261223,7.26161,0.133649,0,0.0506247,0.155924,0.532572,0.0587247,0.955795,2.18699,73.1284,14.5435,5.02827,0.198875751,1.14062,6A,Unit 6
PAT1A_2mm_307,77.7,1889.89,19079.2,1.23,0.0771283,0.0521137,0.327274,0.125073,0.429417,13.0013,0.204286,0,0.0354373,0.18344,0.700409,0.0354373,0.300175,1.94488,67.8021,13.8977,4.87866,0.204974482,1.22399,6A,Unit 6
PAT1A_2mm_308,77.95,1893.61,18789,1.22,0.122633,0.0753012,0.318417,0.126936,0.464716,13.5133,0.0365749,0,0,0.0989673,0.712134,0.105422,0.580895,1.85456,67.7087,13.4423,5.03697,0.198531982,1.23227,6A,Unit 6
PAT1A_2mm_309,78.2,1897.32,20657.3,1.26,0.0577023,0.0980939,0.361601,0.123098,0.488546,13.9486,0.109634,0.021157508,0.0115405,0.298129,0.41738,0.246196,0.49624,2.07344,66.9443,13.6966,4.88766,0.204597041,1.24007,6A,Unit 6
PAT1A_2mm_310,78.4,1900.29,21400,1.24,0.0571603,0.0628763,0.19244,0.0743084,0.415365,10.9957,0.184818,0,0,0.209588,0.680207,0.230546,0.672586,1.88819,70.0518,13.6918,5.11634,0.19545232,1.19412,6A,Unit 6
PAT1A_2mm_311,78.6,1903.26,21159.4,1.32,0.0864288,0.0556985,0.253524,0.105635,0.472477,12.5994,0.20935,0.034571505,0.0845081,0.238159,0.566589,0.234318,0.724081,2.13767,67.8639,13.4733,5.03692,0.19853399,1.22945,6A,Unit 6
PAT1A_2mm_312,78.85,1906.98,19501,1.23,0.0552956,0.0531689,0.267971,0.0765632,0.346661,9.87027,0.0744364,0.029774564,0,0.0467886,0.550829,0.384943,0.401957,2.04168,70.7337,14.4428,4.89751,0.204185333,1.17403,6A,Unit 6
PAT1A_2mm_313,79.1,1910.69,18786.1,1.3,0.0517249,0.0562227,0.265371,0.132686,0.418297,11.2108,0.155175,0,0,0.0157424,0.523996,0,0.506005,1.37408,69.6285,15.0475,4.62726,0.216110591,1.18097,6A,Unit 6
PAT1A_2mm_314,79.3,1913.67,20155.6,1.32,0.0672508,0.149873,0.378526,0.209438,0.628315,17.2623,0,0,0.0845438,0,0.413112,0.165245,0.697487,1.87918,64.1573,12.868,4.98581,0.200569033,1.29828,6A,Unit 6
PAT1A_2mm_315,79.55,1917.38,21183,1.24,0.0571429,0.0495238,0.245714,0.0914286,0.367619,9.5581,0.144762,0,0.0628571,0.215238,0.4,0.16,0.672381,2.05143,70.6914,14.6152,4.83683,0.206746962,1.17224,6A,Unit 6
PAT1A_2mm_316,79.8,1921.1,23065.7,1.37,0.0568091,0.0443821,0.268068,0.186405,0.434945,13.0785,0.156225,0,0,0.284046,0.504181,0.0568091,0.438495,1.86582,68.6307,13.6022,5.04555,0.19819447,1.21606,6A,Unit 6
PAT1A_2mm_317,80,1924.07,23317.6,1.27,0.0650332,0.0720638,0.302317,0.177523,0.435898,12.9399,0.268921,0,0,0,0.678455,0.0580026,0.602876,2.125,68.1829,13.5392,5.03596,0.19857187,1.22366,6A,Unit 6
PAT1A_2mm_318,80.2,1926.9,23219.6,1.5,0.0661192,0.0991787,0.339296,0.123538,0.541133,13.6327,0.240117,0.020879733,0.0382795,0,0.676851,0.078299,0.360175,1.74172,67.7304,13.3822,5.06124,0.197580024,1.23285,6A,Unit 6
PAT1A_2mm_319,80.45,1930.44,23026.6,1.42,0.084671,0.135826,0.335156,0.183454,0.513318,14.2,0.0987829,0,0.0123479,0.0687952,0.47451,0.197566,0.421591,1.97213,67.4246,13.2739,5.07947,0.196870994,1.23918,6A,Unit 6
PAT1A_2mm_320,80.7,1933.98,21721.2,1.35,0.0818175,0.0437628,0.321562,0.114164,0.420504,10.4137,0.112261,0,0.0627902,0.195981,0.490905,0,0.313951,1.84184,70.6446,14.3789,4.91306,0.203539108,1.17614,6A,Unit 6
PAT1A_2mm_321,80.9,1936.81,21778.4,1.21,0.0790499,0.0734035,0.359489,0.112928,0.511942,12.5125,0.186332,0,0,0.0658749,0.367017,0.103518,0.660631,1.95366,69.003,13.5853,5.07925,0.196879603,1.21082,6A,Unit 6
PAT1A_2mm_322,81.15,1940.35,22448.7,1.26,0.064186,0.0880266,0.311761,0.117369,0.520824,12.6501,0.0935282,0,0.03301,0,0.54283,0.0293422,0.478644,1.87056,68.8331,13.6863,5.02934,0.198833058,1.21184,6A,Unit 6
PAT1A_2mm_323,81.4,1943.89,21154,1.27,0.0857549,0.0701631,0.214387,0.169561,0.374203,10.7467,0.120837,0.013642831,0,0,0.699682,0.0721121,0.321581,1.91195,70.2489,14.0852,4.98741,0.200504938,1.18576,6A,Unit 6
PAT1A_2mm_324,81.6,1946.72,22265.2,1.43,0.070288,0.133367,0.333417,0.156796,0.524457,15.6832,0.18383,0,0.0288361,0.245107,0.728112,0.070288,0.717298,1.74639,65.7697,13.2033,4.9813,0.200750829,1.26625,6A,Unit 6
PAT1A_2mm_325,81.8,1949.56,22033.1,1.2,0.0932137,0.0438653,0.341783,0.153528,0.572076,14.2653,0.0639702,0,0,0.0420375,0.56111,0.0822474,0.681739,1.82955,67.4501,13.282,5.0783,0.196916323,1.23866,6A,Unit 6
PAT1A_2mm_326,82.05,1953.1,22076.7,1.39,0.104855,0.0791008,0.384467,0.222586,0.529792,13.2356,0.0809404,0,0.128769,0.0974964,0.542668,0.114052,0.487482,1.70895,67.7085,13.5796,4.98605,0.200559676,1.23019,6A,Unit 6
PAT1A_2mm_327,82.3,1956.64,21752.9,1.27,0.0603717,0.0811244,0.258466,0.141496,0.492406,12.4517,0.262239,0,0,0.0565984,0.409395,0.118857,0.84709,2.02622,68.8558,13.4817,5.10733,0.195796915,1.21451,6A,Unit 6
PAT1A_2mm_328,82.5,1959.47,21752.4,1.29,0.0572717,0.070204,0.290053,0.151493,0.522835,12.7032,0.210612,0.088678688,0,0.0757464,0.655853,0.157035,0.500665,1.6849,67.9648,13.8819,4.89593,0.204251386,1.2218,6A,Unit 6
PAT1A_2mm_329,82.75,1963.01,19679.2,1.47,0.0683286,0.080752,0.275385,0.101458,0.391337,9.77514,0.0351996,0,0,0.333361,0.559053,0,0.561123,2.05814,70.5752,14.5064,4.86512,0.205544961,1.17534,6A,Unit 6
PAT1A_2mm_330,83,1966.55,20954.2,1.18,0.0655687,0.0501408,0.246847,0.0809966,0.403055,11.3511,0.214063,0.015427932,0,0,0.572762,0.158136,0.551549,2.02299,69.2541,14.1918,4.87987,0.204923283,1.19838,6A,Unit 6
PAT1A_2mm_331,83.2,1969.38,21532.5,1.51,0.111317,0.0698087,0.284895,0.147164,0.413192,11.7901,0.162258,0.056601638,0,0.207539,0.399985,0.156598,0.288668,1.94332,69.6521,13.6429,5.10538,0.195871821,1.20055,6A,Unit 6
PAT1A_2mm_332,83.4,1972.21,20556.8,1.21,0.0638035,0.027914,0.163496,0.0338956,0.275153,5.82606,0.0996929,0,0,0,0.657973,0,0.78558,1.87223,74.672,14.7984,5.04594,0.198178954,1.11769,6A,Unit 6
PAT1A_2mm_333,83.65,1975.75,24347.3,1.39,0.0484642,0.0735319,0.262375,0.132023,0.477957,13.9343,0.153748,0,0,0,0.588255,0.02841,0.451218,1.86336,67.783,13.3928,5.06114,0.197583826,1.23189,6A,Unit 6
PAT1A_2mm_334,83.9,1979.29,23029.3,1.28,0.0652305,0.084113,0.360484,0.15106,0.470346,13.3104,0.0514977,0,0,0,0.607673,0.423998,0.662604,2.13029,67.4878,13.4323,5.02428,0.199033448,1.23579,6A,Unit 6
PAT1A_2mm_335,84.1,1982.12,22959.1,1.19,0.0526196,0.0929613,0.331503,0.136811,0.47533,12.3866,0.185923,0,0,0.249066,0.556014,0.115763,0.478838,1.72241,69.0474,13.4285,5.14185,0.194482548,1.21248,6A,Unit 6
PAT1A_2mm_336,84.3,1984.96,22977.7,1.38,0.0481481,0.0499313,0.26214,0.105212,0.431549,11.4004,0.228258,0,0.0124828,0,0.543895,0.171193,0.329904,1.93484,69.9395,13.9469,5.0147,0.199413565,1.19209,6A,Unit 6
PAT1A_2mm_337,84.55,1988.5,23199.7,1.33,0.0456397,0.0842578,0.35634,0.224688,0.588049,15.5368,0.272083,0,0,0.0368628,0.538899,0.142185,0.480972,1.46749,66.734,13.1038,5.0927,0.196359523,1.25254,6A,Unit 6
