Code,depth,mean,kcps,MSE,Si,P,S,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,As,Br,Rb,Sr,Zr,Ba,inc,coh,coh_inc,inc_coh,TSN_ sum,Subunit ,Group
LP4A-9352,243.22,26738,19150.8,1.511,0.505508,0.00907242,0.00243829,1.22418,1.90235,1.91128,0.171163,2.28006,64.3501,0.139834,0.092268,0.265527,0.007621857,0.00786529,0.558226,1.93524,0.857161,0.118798,16.0553,5.2647,0.327872,3.05192,4.69196,1B,Unit 1
LP4A-9362,243.42,26740.9,20392,1.508,0.421435,0.00354774,0.0021395,1.13713,1.67596,1.65062,0.151262,4.18481,67.4664,0.125668,0.0944553,0.240297,0.011524432,0.0122266,0.538107,1.38379,0.703026,0.0868787,13.7211,4.41489,0.321173,3.1166,5.58638,1B,Unit 1
LP4A-9372,243.62,26743.9,24240.9,1.676,0.268083,0.00475387,0.0012244,1.05804,1.30717,1.03758,0.11871,7.07554,73.9365,0.0734182,0.0652134,0.177584,0.010390316,0.00733582,0.41561,0.639109,0.370683,0.0763358,9.12287,2.93358,0.321862,3.11104,8.34262,1B,Unit 1
LP4A-9382,243.82,26746.8,22309.9,1.683,0.334553,0.00532015,0,1.07915,1.40242,1.2929,0.130066,6.26077,71.0692,0.0857147,0.0770129,0.229753,0.019478304,0.00576641,0.47341,0.922885,0.504062,0.0859346,10.8428,3.63444,0.334707,2.99061,6.94315,1B,Unit 1
LP4A-9392,244.02,26749.8,24485.6,1.707,0.236187,0.00277361,0,1.11982,1.14715,0.970575,0.126391,6.31196,73.4381,0.0782064,0.0567383,0.230392,0.010084845,0.00464206,0.484653,0.658297,0.397724,0.0794304,10.2319,3.09693,0.302628,3.30786,7.54319,1B,Unit 1
LP4A-9402,244.22,26752.8,22264.9,1.598,0.296559,0.00505438,0.00258664,1.26529,1.1491,1.2265,0.138376,3.80037,71.8845,0.101784,0.0979758,0.236182,0.008172523,0.0238558,0.507592,0.882888,0.506986,0.104539,12.4014,3.70576,0.297397,3.36775,6.33404,1B,Unit 1
LP4A-9412,244.42,26755.7,19356.6,1.523,0.46983,0.00358651,0.00377601,1.20857,1.6426,1.76974,0.158129,2.23044,65.2257,0.143954,0.111822,0.265284,0,0.00242411,0.551772,1.66598,0.792326,0.0993796,16.1875,5.17344,0.319599,3.13152,4.68384,1B,Unit 1
LP4A-9422,244.62,26758.7,20412.4,1.6,0.370425,0.012669,0.00116147,1.25005,1.3059,1.52525,0.160954,2.04897,68.9115,0.138411,0.107245,0.288132,0.004937449,0.00426389,0.610635,1.15353,0.668282,0.108966,14.8719,4.42146,0.297193,3.36784,5.20442,1B,Unit 1
LP4A-9432,244.82,26761.6,18886.5,1.502,0.480952,0.00705463,0.00193825,1.26881,1.61757,1.80157,0.157712,1.67722,65.4941,0.145881,0.0849804,0.270243,0.001582846,0.0040244,0.532076,1.75479,0.854803,0.116909,16.25,5.1705,0.318281,3.14425,4.67239,1B,Unit 1
LP4A-9442,245.02,26764.6,20030.9,1.51,0.431634,0.000890992,0.00356272,1.32626,1.48715,1.69123,0.162135,1.73066,67.6885,0.122614,0.0754737,0.284309,0.010845387,0.00162687,0.596336,1.42952,0.708328,0.108277,15.356,4.71751,0.306735,3.26755,5.00085,1B,Unit 1
LP4A-9452,245.22,26767.5,19766.6,1.517,0.453545,0.012929,0.00220852,1.3277,1.56221,1.76505,0.147513,1.85288,67.616,0.115195,0.0995618,0.324799,0.011813031,0.0126498,0.598539,1.49858,0.725967,0.114202,14.8417,4.80736,0.323905,3.08898,5.09396,1B,Unit 1
LP4A-9462,245.42,26770.5,20211.3,1.512,0.437269,0.00577804,0.00431606,1.36606,1.51692,1.62608,0.155933,2.06812,67.6658,0.131595,0.122146,0.298069,0.007730207,0.00762188,0.615479,1.4355,0.745536,0.136815,14.9664,4.65513,0.311116,3.21626,5.09769,1B,Unit 1
LP4A-9472,245.62,26773.5,19963,1.48,0.429382,0.00972121,0.00343269,1.31717,1.55534,1.73968,0.15166,1.65946,66.9375,0.118937,0.0970713,0.270547,0.033770437,0.0106641,0.615805,1.49294,0.761273,0.099732,15.9034,4.81056,0.3026,3.30798,4.8319,1B,Unit 1
LP4A-9482,245.82,26776.4,19838.4,1.521,0.438869,0.00541815,0.00395607,1.32489,1.47571,1.68215,0.178641,1.48298,67.5547,0.116478,0.103284,0.267512,0.016072094,0.00107188,0.604933,1.40452,0.717233,0.118417,15.6918,4.72119,0.300691,3.32868,4.90715,1B,Unit 1
LP4A-9492,246.02,26779.4,19061.9,1.508,0.489592,0.0037924,0.000694983,1.2845,1.64305,1.89168,0.166466,1.32819,65.7599,0.157155,0.104878,0.272343,0,0.00297073,0.551134,1.67903,0.805052,0.103142,16.1981,5.17369,0.31948,3.13368,4.68089,1B,Unit 1
LP4A-9502,246.22,26782.3,18742.9,1.495,0.543822,0.00235543,0.00245792,1.24542,1.91683,2.02064,0.169454,1.36082,64.6101,0.153255,0.0749618,0.256181,0.015546434,0.0140553,0.550074,2.00141,0.841395,0.111804,16.2732,5.33229,0.327688,3.05306,4.62911,1B,Unit 1
LP4A-9512,246.42,26785.3,19170.9,1.491,0.521037,0.00775273,0.00660519,1.24767,1.65864,2.00315,0.168026,1.2012,66.5709,0.106461,0.100528,0.238738,0.00405461,0.0145258,0.542489,1.69636,0.80624,0.112729,15.7411,5.03932,0.320137,3.12511,4.81319,1B,Unit 1
LP4A-9522,246.62,26788.2,19104.5,1.609,0.555705,0.00575079,0.00252841,1.30152,1.88634,2.12453,0.165152,1.25064,64.5993,0.150628,0.0866103,0.274576,0.035044167,0.0104783,0.557624,2.01065,0.776662,0.115231,16.4204,5.36314,0.326644,3.06346,4.59121,1B,Unit 1
LP4A-9532,246.82,26791.2,19424.2,1.586,0.528822,0.0123271,0.00216381,1.33385,1.7992,1.98659,0.162218,1.31096,64.931,0.144608,0.128829,0.265585,0.035076646,0.0113074,0.572781,1.82157,0.806043,0.122885,16.3346,5.18527,0.317445,3.15191,4.64752,1B,Unit 1
LP4A-9542,247.02,26794.2,20847.4,1.545,0.418812,0.0067388,0.00526355,1.45736,1.44048,1.62775,0.151139,1.49628,68.7556,0.123187,0.0904888,0.313025,0.010757315,0.012836,0.624977,1.25503,0.681468,0.12541,14.818,4.49349,0.303379,3.29895,5.18606,1B,Unit 1
LP4A-9552,247.22,26797.1,20412.5,1.539,0.433788,0.00777543,0.00175217,1.48881,1.39454,1.63561,0.162198,1.68819,68.1451,0.134418,0.105924,0.390418,0.010426771,0.0159784,0.646224,1.29581,0.741575,0.120587,15.0046,4.60268,0.30678,3.26121,5.10096,1B,Unit 1
LP4A-9562,247.42,26800.1,21521.7,1.532,0.345961,0.00662112,0.00441865,1.55366,1.15898,1.38332,0.159242,1.69494,69.6987,0.134928,0.0981798,0.317704,0.019411194,0.0325524,0.695826,1.01976,0.61241,0.11542,14.7258,4.2698,0.289927,3.45082,5.26586,1B,Unit 1
LP4A-9572,247.62,26803,20690.1,1.556,0.383318,0.011142,0.00167676,1.46999,1.2627,1.56928,0.151664,1.52413,69.4702,0.131231,0.10912,0.28234,0.001746536,0.00611422,0.597675,1.12846,0.611339,0.122093,14.7088,4.3223,0.293682,3.41047,5.26001,1B,Unit 1
LP4A-9582,247.82,26806,19516.5,1.555,0.466941,0.00395151,0.00248616,1.3957,1.47458,1.82773,0.15857,1.27898,67.0402,0.14552,0.106565,0.248345,0.003895495,0.0262184,0.620448,1.52548,0.742107,0.121909,15.6376,4.96267,0.317143,3.15564,4.86222,1B,Unit 1
LP4A-9592,248.02,26808.9,20436.4,1.573,0.390982,0.00393197,0.00493306,1.36097,1.33114,1.63431,0.16024,1.28428,67.6726,0.138483,0.103231,0.274912,0.009753613,0.0185902,0.621204,1.34641,0.724403,0.120003,16.0174,4.73244,0.295106,3.3936,4.82923,1B,Unit 1
LP4A-9602,248.22,26811.9,20199.5,1.547,0.42471,0.00638137,0.00258011,1.41502,1.35034,1.67948,0.163566,1.28802,68.7523,0.140044,0.0963698,0.26075,0.008106721,0.0338197,0.635035,1.29468,0.664044,0.116286,15.073,4.51336,0.298609,3.35685,5.13677,1B,Unit 1
LP4A-9612,248.42,26814.8,20828.7,1.521,0.38895,0.00578991,0.0043586,1.38167,1.32001,1.59457,0.169429,1.29536,68.7143,0.114374,0.0846707,0.247129,0.007948866,0.0204932,0.588078,1.25501,0.655567,0.105567,15.4128,4.53278,0.293001,3.42547,5.05554,1B,Unit 1
LP4A-9622,248.62,26817.8,19623.3,1.514,0.466967,0.00908086,0.00714687,1.29746,1.7005,1.82218,0.174273,1.25122,66.2754,0.14078,0.0956448,0.278357,0.026245636,0.0343822,0.593061,1.64565,0.80681,0.111453,16.1443,5.06039,0.312985,3.2015,4.75319,1B,Unit 1
LP4A-9632,248.82,26820.8,20801.8,1.566,0.390616,0.00603141,0.00545172,1.49579,1.351,1.554,0.160832,1.41175,70.472,0.126361,0.104588,0.26368,0.004881409,0.0194124,0.579666,1.12968,0.589708,0.11788,14.0803,4.21027,0.298447,3.36105,5.48646,1B,Unit 1
LP4A-9642,249.02,26823.7,19780.5,1.524,0.475147,0.00729242,0.00451293,1.44988,1.55227,1.8424,0.154797,1.19675,66.9428,0.128037,0.0864205,0.345153,0.022125826,0.0227769,0.661821,1.44767,0.816277,0.114544,15.5044,4.94536,0.318876,3.1375,4.89621,1B,Unit 1
LP4A-9652,249.22,26826.7,20903.9,1.579,0.386739,0.00584822,0.00258445,1.65508,1.21499,1.51781,0.16883,1.1382,70.1275,0.137862,0.140647,0.359402,0.016639869,0.00373336,0.706206,1.03259,0.633672,0.104834,14.3343,4.35111,0.303266,3.29936,5.38294,1B,Unit 1
LP4A-9662,249.42,26829.6,21191.8,1.529,0.372058,0.00631074,0.00172734,1.47939,1.30642,1.47517,0.140681,1.40635,69.0519,0.133793,0.111996,0.321331,0.014273326,0.0107386,0.627905,1.15772,0.658943,0.129796,15.0065,4.50311,0.300017,3.33614,5.13235,1B,Unit 1
LP4A-9672,249.62,26832.6,21026.4,1.52,0.336198,0.00947762,0.00276406,1.49578,1.11604,1.38647,0.155473,1.3953,70.3398,0.113226,0.0899024,0.276462,0.002702846,0.0299901,0.605623,1.02217,0.582701,0.125732,14.6279,4.23897,0.289801,3.45361,5.30471,1B,Unit 1
LP4A-9682,249.82,26835.5,19141.1,1.535,0.517526,0.0101712,0.00685463,1.35248,1.77852,1.94533,0.163646,1.26509,65.514,0.143403,0.113264,0.270019,0.004349223,0.00823118,0.564613,1.81286,0.854371,0.125946,16.0675,5.22853,0.325342,3.07501,4.70084,1B,Unit 1
LP4B-9981,250.02,26838.5,19018.4,1.473,0.418766,0.00789456,0.00713231,1.26037,1.62035,1.84545,0.177208,1.22466,63.4395,0.141017,0.0792269,0.242536,0.018400451,0.00244702,0.621125,1.84553,0.859356,0.120179,18.0367,5.7326,0.317685,3.15828,4.21698,1B,Unit 1
LP4B-9991,250.22,26841.5,20455,1.534,0.351816,0.0086968,0.00452957,1.34598,1.18789,1.51071,0.162187,1.27852,67.5967,0.129122,0.095754,0.264877,0.010135086,0.00654181,0.620268,1.23436,0.639747,0.109315,16.4171,4.82249,0.293378,3.41325,4.72794,1B,Unit 1
LP4B-10001,250.42,26844.4,19282.9,1.48,0.41518,0.00717176,0.00861331,1.31283,1.43628,1.6936,0.164517,1.21212,65.6241,0.145923,0.102788,0.301572,0.024305382,0.0189999,0.622046,1.54178,0.787227,0.11064,16.8899,5.19937,0.30693,3.26718,4.55317,1B,Unit 1
LP4B-10011,250.62,26847.4,19773.3,1.477,0.370215,0.00480821,0.00390342,1.30441,1.34978,1.59361,0.141343,1.3091,66.8603,0.115058,0.102766,0.268423,0.011537968,0.0137267,0.649093,1.36129,0.736103,0.112412,16.6413,4.94057,0.296536,3.37646,4.64502,1B,Unit 1
LP4B-10021,250.82,26850.3,19863.8,1.477,0.375624,0.00118296,0.0032821,1.39208,1.37649,1.64371,0.16667,1.65231,67.1532,0.11863,0.117334,0.2927,0.003408106,0,0.62694,1.37192,0.724126,0.106068,15.9918,4.87407,0.304745,3.28287,4.79612,1B,Unit 1
LP4B-10031,251.02,26853.3,20350.8,1.539,0.372681,0.00265692,0.00132946,1.32383,1.42809,1.64098,0.165205,1.76133,65.9148,0.127735,0.106192,0.35876,0.024168678,0.0162946,0.63186,1.45544,0.834021,0.110524,16.4437,5.10966,0.310289,3.23543,4.65236,1B,Unit 1
LP4B-10041,251.22,26856.2,21767.4,1.507,0.248509,0.00533357,0.00120822,1.4057,0.982695,1.1465,0.157994,1.44137,69.6632,0.122568,0.114994,0.306628,0.024217267,0.0153138,0.670212,0.858024,0.585626,0.103399,15.8647,4.3701,0.275417,3.63344,4.9436,1B,Unit 1
LP4B-10051,251.42,26859.1,20446.2,1.508,0.322021,0.00822794,0.00533434,1.29065,1.31958,1.44233,0.152451,1.36115,66.8701,0.124783,0.0727634,0.25535,0.009563018,0.0178615,0.613277,1.279,0.725701,0.105466,17.0795,4.9927,0.291638,3.43527,4.55921,1B,Unit 1
LP4B-10061,251.62,26862.1,22014,1.499,0.284869,0.00660642,0.00397211,1.32984,0.978347,1.17139,0.150505,1.39965,69.4951,0.126856,0.110262,0.26614,0.018257279,0.0206048,0.628485,0.837131,0.541534,0.0957835,16.1742,4.40512,0.272223,3.67655,4.86296,1B,Unit 1
LP4B-10071,251.82,26865,20932.8,1.486,0.318491,0.0078982,0.00678411,1.31975,1.10742,1.30579,0.153106,1.37752,70.0662,0.12661,0.0630353,0.272898,0.011402075,0.0124115,0.632602,0.932193,0.532881,0.11079,15.3596,4.33775,0.28205,3.55971,5.08654,1B,Unit 1
LP4B-10081,252.02,26867.9,18742,1.506,0.439093,0.00501792,0.00486924,1.2327,1.77507,1.86666,0.16095,1.28688,63.7227,0.153464,0.0952954,0.288474,0.006464879,0.00827646,0.613194,1.91886,0.884463,0.108737,17.3342,5.61963,0.324282,3.08535,4.35791,1B,Unit 1
LP4B-10091,252.22,26870.8,19844.3,1.456,0.40133,0.00657304,0.0041945,1.23962,1.47875,1.71183,0.157603,1.28756,64.8412,0.153966,0.133213,0.28393,0.006069386,0.0175664,0.592003,1.59169,0.805055,0.111721,17.5675,5.31076,0.301856,3.32567,4.37951,1B,Unit 1
LP4B-10101,252.42,26873.8,20868.9,1.542,0.359927,0.0079583,0.00348489,1.32554,1.29474,1.5591,0.163869,1.35954,69.0423,0.145541,0.108494,0.293732,0.010502627,0.000690533,0.615079,1.06864,0.598106,0.101849,15.3366,4.47658,0.292051,3.43674,5.04813,1B,Unit 1
LP4B-10111,252.62,26876.7,18788,1.515,0.463169,0.0105912,0.00344168,1.22643,1.86215,1.95361,0.18101,1.29029,63.4615,0.134874,0.131341,0.289054,0.030475441,0.00822644,0.572779,2.13098,0.915291,0.110067,17.091,5.61289,0.328328,3.04661,4.40954,1B,Unit 1
LP4B-10121,252.82,26879.6,18676.4,1.479,0.496788,0.0086326,0.00361842,1.23529,1.96625,2.02681,0.182522,1.27434,62.6858,0.142348,0.111253,0.285476,0.00609297,0.0262466,0.544087,2.18198,0.964717,0.10686,17.5029,5.73781,0.327888,3.05122,4.30355,1B,Unit 1
LP4B-10131,253.02,26882.6,19451.5,1.569,0.465997,0.00727799,0.0059294,1.34341,1.74004,1.89653,0.165257,1.30138,64.0782,0.149691,0.104497,0.336753,0,0.0124744,0.624678,1.89442,0.86838,0.112899,17.0177,5.51932,0.324212,3.08965,4.44597,1B,Unit 1
LP4B-10141,253.22,26885.5,21273.8,1.557,0.364416,0.00613313,0.00250862,1.54669,1.26129,1.50685,0.154017,1.31773,69.2753,0.13739,0.0954818,0.378513,0.0178325,0.0093987,0.694449,1.11987,0.658126,0.10676,14.9317,4.48022,0.299932,3.3383,5.16079,1B,Unit 1
LP4B-10151,253.42,26888.4,20880.5,1.561,0.381234,0.00789542,0.000663224,1.53203,1.31587,1.60116,0.162717,1.24067,68.4991,0.140629,0.100957,0.395458,0.013833832,0.00975651,0.69029,1.2434,0.639909,0.110167,15.1457,4.72468,0.311866,3.20977,5.0355,1B,Unit 1
LP4B-10161,253.62,26891.3,21289.5,1.576,0.354733,0.00494128,0,1.62175,1.27191,1.44992,0.157507,1.29761,68.933,0.128303,0.124371,0.349953,0.029093344,0.0135584,0.719275,1.13759,0.620717,0.120075,15.154,4.49617,0.296489,3.37569,5.09837,1B,Unit 1
LP4B-10171,253.82,26894.3,20828.3,1.59,0.375779,0.00431848,0.00166333,1.50862,1.32967,1.6187,0.146431,1.38496,68.5194,0.148786,0.0918614,0.354975,0.009008948,0.00516647,0.628857,1.23024,0.6726,0.104391,15.2639,4.59778,0.299964,3.34905,5.07072,1B,Unit 1
LP4B-10181,254.02,26897.2,20071.8,1.533,0.465882,0.0106258,0.00258957,1.36229,1.64445,1.79419,0.166401,1.32352,64.2709,0.145462,0.105538,0.32744,0.01253894,0.0418288,0.698791,1.67355,0.85848,0.116771,17.3914,5.32866,0.30561,3.27924,4.43098,1B,Unit 1
LP4B-10191,254.22,26900.1,20314,1.555,0.426719,0.0041431,0.000387608,1.47605,1.41074,1.70756,0.164707,1.38849,67.5835,0.142228,0.102154,0.306164,0.027707362,0.00589576,0.598688,1.3395,0.730411,0.107785,15.6267,4.74582,0.302695,3.31769,4.93808,1B,Unit 1
LP4B-10201,254.42,26903,20461.4,1.493,0.444681,0.00515523,0.00508362,1.40735,1.44228,1.70079,0.17926,1.31242,66.0774,0.14418,0.0861959,0.312608,0.024173566,0.0218514,0.683069,1.51843,0.743398,0.108121,16.5271,5.04472,0.304302,3.30046,4.65918,1B,Unit 1
LP4B-10211,254.62,26906,20849.8,1.518,0.384161,0.00666741,0.00180709,1.43738,1.32563,1.54102,0.164659,1.3912,68.6744,0.13843,0.0990612,0.313104,0.003208754,0.0210242,0.634439,1.20329,0.657871,0.126381,15.235,4.58969,0.300761,3.33706,5.05422,1B,Unit 1
LP4B-10221,254.82,26908.9,20642.8,1.539,0.375164,0.00900125,0.00512813,1.48075,1.31616,1.57874,0.156677,1.46228,67.9603,0.130082,0.100054,0.339961,0.024410328,0.00766874,0.668896,1.23899,0.701324,0.113,15.625,4.72399,0.302335,3.31028,4.9173,1B,Unit 1
LP4B-10231,255.02,26911.8,20191.8,1.557,0.42319,0.00413877,0.000868659,1.35338,1.41465,1.67782,0.159208,1.37192,66.1336,0.135206,0.0796772,0.290823,0.008577446,0.00235835,0.666783,1.48722,0.732953,0.101204,16.5977,5.09562,0.306784,3.26312,4.61916,1B,Unit 1
LP4B-10241,255.22,26914.8,20941.9,1.506,0.379589,0.00905329,0.00521627,1.39398,1.29897,1.57563,0.160591,1.32769,68.14,0.13194,0.105449,0.287902,0.009202494,0.0209582,0.642828,1.22461,0.660774,0.107649,15.7472,4.67714,0.296867,3.37041,4.90619,1B,Unit 1
LP4B-10251,255.42,26917.7,19799,1.531,0.464619,0.00952053,0.00336419,1.30198,1.5719,1.87197,0.165965,1.22853,65.783,0.132594,0.0684775,0.243166,0.02172621,0.0184599,0.599715,1.63816,0.792243,0.109486,16.506,5.20977,0.315556,3.17062,4.60811,1B,Unit 1
LP4B-10261,255.62,26920.6,20574.2,1.558,0.402139,0.00877948,0.00470729,1.36922,1.36722,1.71455,0.154899,1.22322,67.6191,0.138493,0.10042,0.277539,0.017613426,0.00565893,0.641472,1.3708,0.689942,0.108068,15.8019,4.82984,0.305069,3.28233,4.88323,1B,Unit 1
LP4B-10271,255.82,26923.5,19386.8,1.494,0.479443,0.00727744,0.00448512,1.30245,1.79628,1.96493,0.166319,1.19633,64.2507,0.141479,0.100935,0.307498,0.00953608,0.00464229,0.57845,1.95074,0.928289,0.108524,16.756,5.49378,0.32774,3.05423,4.49824,1B,Unit 1
LP4B-10281,256.02,26926.5,20624.3,1.534,0.405776,0.0120855,0.00330798,1.35788,1.45368,1.72894,0.162857,1.19792,68.5735,0.141111,0.0835236,0.319764,0.006783675,0.00751323,0.671962,1.33224,0.650279,0.106128,14.9221,4.67163,0.312991,3.19921,5.10935,1B,Unit 1
LP4B-10291,256.22,26929.4,19240.8,1.485,0.461822,0.00759127,0.00204218,1.30704,1.90842,1.99445,0.178496,1.1659,63.7417,0.137119,0.108128,0.351481,0.009506576,0.0350462,0.563818,2.0488,1.00924,0.10687,16.9274,5.51278,0.325674,3.07238,4.45856,1B,Unit 1
LP4B-10301,256.42,26932.3,20287.4,1.51,0.433401,0.00909506,0.00250786,1.4315,1.49433,1.73444,0.163161,1.35817,66.4581,0.136442,0.0757959,0.35426,0.010071254,0.0081261,0.660617,1.55548,0.788619,0.11567,15.9662,5.04849,0.315867,3.1691,4.77131,1B,Unit 1
LP4B-10311,256.62,26935.2,20007.8,1.568,0.454809,0.00469598,0.00273214,1.38828,1.57744,1.82257,0.159689,1.53962,66.8976,0.140653,0.104417,0.395362,0.007661145,0.00749236,0.638102,1.44824,0.72057,0.121288,15.4511,4.85131,0.313935,3.18869,4.9306,1B,Unit 1
LP4B-10321,256.82,26938.2,19204.3,1.528,0.501535,0.00319708,0.0039259,1.31114,1.85293,2.02261,0.186712,1.46917,64.0827,0.149692,0.0849659,0.334215,0.026505116,0.0149887,0.629518,1.99139,0.90334,0.0985501,16.6113,5.39142,0.324591,3.08236,4.54645,1B,Unit 1
LP4B-10331,257.02,26941.1,19264.6,1.52,0.517487,0.00526401,0.00402995,1.23242,1.78104,2.06239,0.181637,1.27081,64.0431,0.159827,0.106794,0.288995,0.002830586,0.0147361,0.613597,1.96913,0.878432,0.124126,16.769,5.55738,0.331436,3.01822,4.47932,1B,Unit 1
LP4B-10341,257.22,26944,19191.9,1.525,0.533385,0.0117084,0.00354764,1.24926,1.93041,2.0914,0.181167,1.30319,62.7444,0.15985,0.129638,0.304051,0.007326145,0.00624879,0.519444,2.17512,1.0096,0.122464,17.3111,5.67204,0.327669,3.05303,4.35162,1B,Unit 1
LP4B-10351,257.42,26947,21145.4,1.618,0.540773,0.00565364,0.00227547,1.40164,1.76635,1.97304,0.166356,1.29362,64.7659,0.139487,0.0876835,0.279763,0.006600606,0.00923296,0.548202,1.93743,0.846594,0.116488,16.5771,5.30116,0.319705,3.12964,4.58441,1B,Unit 1
LP4B-10361,257.62,26949.9,20731.9,1.489,0.421003,0.00803902,0.00168851,1.35464,1.3924,1.61837,0.165701,1.34546,67.601,0.142071,0.115811,0.264378,0.02978419,0.00935691,0.636789,1.30335,0.688582,0.112137,16.0639,4.76076,0.296124,3.38933,4.80912,1B,Unit 1
LP4B-10371,257.82,26952.8,20804.6,1.549,0.398318,0.00938998,0.00128396,1.35727,1.43893,1.60201,0.153405,1.30958,66.3335,0.11841,0.0795893,0.291975,0.057802534,0.0238636,0.736457,1.34456,0.758569,0.0979922,16.8203,5.02761,0.298572,3.357,4.58418,1B,Unit 1
LP4B-10381,258.02,26955.7,20909.9,1.529,0.430214,0.00756127,0,1.35305,1.42512,1.68976,0.165407,1.31003,67.6711,0.142954,0.1062,0.355225,0.041534434,0.00509533,0.669066,1.2873,0.68487,0.110624,15.5608,4.74799,0.305115,3.28336,4.92621,1B,Unit 1
LP4B-10391,258.22,26958.7,20329.6,1.513,0.438752,0.00783384,0.00299244,1.43096,1.55062,1.78444,0.170905,1.38153,65.3954,0.157288,0.108704,0.356515,0.029053467,0.0112015,0.651548,1.70529,0.793746,0.120187,16.5332,5.25941,0.31828,3.14673,4.59011,1B,Unit 1
LP4B-10401,258.42,26961.6,21176.8,1.524,0.399921,0.00415454,0.00332872,1.36505,1.44204,1.57192,0.149769,1.40608,67.0174,0.131861,0.0908038,0.307278,0.024104881,0.00319786,0.674487,1.2301,0.697515,0.123004,16.4568,4.83445,0.293717,3.40529,4.70128,1B,Unit 1
LP4B-10411,258.62,26964.5,20245.2,1.539,0.444206,0.00824495,0.00473795,1.32429,1.54858,1.71034,0.151162,1.35752,66.1698,0.139145,0.0887781,0.28628,0.008778627,0.00646844,0.654795,1.4401,0.747235,0.101321,16.4581,5.03269,0.305747,3.27165,4.65447,1B,Unit 1
LP4B-10421,258.82,26967.4,19422,1.528,0.481653,0.00751458,0.00370723,1.27438,1.86724,1.923,0.168927,1.27935,63.6515,0.148281,0.07647,0.258927,0.02057052,0.0107543,0.628365,2.06395,0.889284,0.120734,17.2209,5.54806,0.322159,3.10671,4.39366,1B,Unit 1
LP4B-10431,259.02,26970.4,19475.8,1.512,0.502561,0.00476201,0,1.25149,1.78462,2.02467,0.170366,1.22993,63.698,0.135681,0.0782201,0.277557,0.005862398,0.0201338,0.573782,2.0906,0.891149,0.118052,17.1329,5.53444,0.32318,3.09675,4.41248,1B,Unit 1
LP4B-10441,259.22,26973.3,19740.7,1.554,0.484338,0.00168691,0.00122645,1.25783,1.66145,1.98283,0.160495,1.20179,64.6386,0.13794,0.0746198,0.263828,0.023874591,0.0135382,0.596152,1.89469,0.854549,0.113336,16.8497,5.3605,0.31816,3.14358,4.5034,1B,Unit 1
LP4B-10451,259.42,26976.2,20108.5,1.567,0.481652,0.00708095,0.0029195,1.27485,1.61224,1.91174,0.163646,1.19957,64.9661,0.147078,0.0824004,0.26663,0.019507527,0.0055702,0.6093,1.75414,0.76956,0.0997081,16.8833,5.39991,0.319836,3.12691,4.48905,1B,Unit 1
LP4B-10461,259.62,26979.1,20797.9,1.542,0.375846,0.00727003,0.00245267,1.31631,1.41741,1.72122,0.158961,1.28141,67.283,0.125169,0.0816375,0.25319,0.014792254,0.0322882,0.60855,1.51088,0.747592,0.101511,15.9065,4.90758,0.308364,3.2482,4.81946,1B,Unit 1
LP4B-10471,259.82,26982.1,20910.5,1.558,0.403182,0.00392107,0.00124069,1.35063,1.4589,1.78589,0.172633,1.21938,65.9503,0.120314,0.059727,0.259779,0.010973201,0.00896992,0.622258,1.63878,0.788662,0.118176,16.6173,5.21166,0.313116,3.20088,4.6004,1B,Unit 1
LP4B-10481,260.02,26985,21952.3,1.59,0.338732,0.00742799,0.00225156,1.48129,1.18027,1.46778,0.161024,1.33404,69.5085,0.134727,0.0850546,0.307729,0.018117844,0.0144537,0.676967,1.04537,0.631752,0.120689,14.9274,4.46072,0.29878,3.34863,5.16164,1B,Unit 1
LP4B-10491,260.22,26987.9,20840.4,1.578,0.410978,0.00825741,0.00189454,1.42556,1.47342,1.73617,0.166402,1.28564,67.0563,0.131319,0.0802639,0.346144,0.014332114,0.0172623,0.647323,1.44258,0.732049,0.122078,15.8438,4.94024,0.311721,3.20965,4.82039,1B,Unit 1
LP4B-10501,260.42,26990.8,21483,1.52,0.395767,0.00839845,0.00299669,1.45637,1.31304,1.607,0.161838,1.34933,68.5821,0.141884,0.103891,0.335417,0.017934326,0.00912905,0.655491,1.28034,0.651574,0.111169,15.1577,4.55988,0.3006,3.33354,5.07709,1B,Unit 1
LP4B-10511,260.62,26993.8,20825.5,1.562,0.413407,0.00684438,0.00294803,1.34802,1.51771,1.84758,0.163009,1.28537,65.6672,0.166665,0.0869753,0.273734,0.02517922,0.00417094,0.621492,1.66422,0.871429,0.118609,16.5016,5.16501,0.312803,3.19984,4.626,1B,Unit 1
LP4B-10521,260.82,26996.7,21442.4,1.57,0.331473,0.00815941,0.00289986,1.4348,1.23025,1.50289,0.170663,1.36456,68.0953,0.138499,0.0899935,0.294644,0.005933792,0.014035,0.645664,1.24063,0.676692,0.126362,15.7413,4.66098,0.29552,3.39018,4.92287,1B,Unit 1
LP4B-10531,261.02,26999.6,20020,1.562,0.452551,0.0157369,0.00739355,1.2325,1.56089,1.91385,0.156934,1.17877,65.3728,0.122272,0.0931778,0.234367,0.033809407,0.00303699,0.579866,1.73319,0.831799,0.117287,16.7106,5.25102,0.314211,3.18382,4.55826,1B,Unit 1
