Section,Section_depth_min,section_depth_max,Stratigraphic_depth_(min),min_age,max_age,median_age,SH20_mean_age,LOI550_data_sed_rate_,GRD_wet_density,WMAR_wet_mass_accumulation_rate,Water_content_0C_7_days,Dry_weight,Dry_density,DMAR_dry_mass_accumulation_rate,LOI_550_(2_hrs_ramp;_4_hrs_dwell),LOI_950_(2_hrs_ramp;_2_hrs_dwell),LOI950_x1.36_carbonate_proxy,LOI_550_Wet_flux,Carb_Wet_flux,LOI_Dry_flux,Carb_Dry_flux,TOC_NIGL,N_NIGL,C/N,N/C,d13C,Age_offset_T,Age_offset_exp_1.79xT,Old_carbon_age_offset_Bertrand,TOC_NIGL_wet_flux,TOC_NIGL_dry_flux,N_NIGL_wet_flux,N_NIGL_dry_flux,TOC_BAS,N_BAS,TC_BAS,ITRAX_sample_surface,validity,Total_counts_per_second),MSE,inc+coh,inc/coh,coh/inc,TSN_ratio_sum_(TSN_=_Total_Scatter_Normalised),Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Zr,Sn,Cs,Ba,Ta,W,Ir,Pt,Pb,Mo_inc,Mo_coh,SUM,Br/Ti,Sr/Ti,Mn/Ti,Ca/Ti,Fe/Mn,LnBr/Ti,LnSr/Ti,LnMn/Ti,LnCa/Ti,LnFe/Mn
LP08-1D,25,26,275.6,4780.72,5236.95,4992.42,4996.51,0.080645161,1.1209,0.10632203,77.18351325,20.49367555,0.229713609,0.021789292,50.51829268,2.774390244,3.773170732,0.045666092,0.002949788,0.011007578,0.00060452,28.058,2.495,11.24569138,0.088922945,-30.74679367,-1.423067523,0.078293486,13.25,0.029831835,0.00611364,0.002652735,0.000543643,28.4,2.546165,27.03949,7.26,1,20676.46094,1.27,43290,5.172821902,0.19331808,1.210764611,0,0,0,0.009539436,0.043881406,0.032434082,0.080131263,0.066776052,0.318617163,0,0.124012668,0.032434082,0.595260808,12.38981951,0,0.028618308,0,0,0,0,0.335788148,0.47124814,0.024802534,0.677299958,1.856374251,0.03434197,0,0,0.032434082,0.01335521,0,0,0.240393788,69.21242416,13.38001297,100,3.8,5.461538462,4.8,2.569230769,20.81410256,0.579783597,0.737314996,0.681241237,0.409803115,3.035630765
LP08-1D,29,30,279.6,4809.42,5296.21,5030.01,5038.68,0.078740157,1.12965,0.109171297,76.2714115,21.37198557,0.241428635,0.023332074,49.86338798,2.868852459,3.901639344,0.044352895,0.003131963,0.011634163,0.000669363,25.886,2.286,11.32370954,0.088310284,-30.7954365,-1.379305968,0.084673069,14.33,0.028260082,0.006039741,0.002495656,0.000533371,28.5,2.506897,26.29684,7.19,1,20373.57813,1.22,42259,5.028388017,0.19887089,1.229702549,0.055805719,0.036562368,0.076973406,0.030789362,0.042335373,0.038486703,0.088519417,0.055805719,0.330985644,0,0.153946811,0.055805719,0.608089905,13.10279798,0.125081784,0.017319016,0.084670746,0,0.076973406,0.317515298,0.384867028,0.640803602,0.128930455,0.46761344,1.749220644,0.009621676,0,0,0,0,0,0,0,67.83088943,13.48958935,100,4.1625,3.0375,3.95,2.15,21.54746835,0.619354247,0.482516287,0.596597096,0.33243846,3.070258332
LP08-1D,33,34,283.6,4850.49,5333.56,5074.54,5080.07,0.079365079,1.0914,0.1057046,78.45886018,19.07888245,0.208226923,0.020167256,48.94048277,2.96664824,4.034641607,0.04239178,0.003135884,0.009869953,0.000598292,27.33,2.46,11.1097561,0.090010977,-30.88074815,-1.500784068,0.068125514,11.53,0.028889067,0.005511711,0.002600333,0.000496115,27.3,2.447184,24.99074,7.29,1,20650.16406,1.23,41428,4.923362882,0.203113202,1.281138361,0.013188884,0.024493641,0.022609515,0.022609515,0.069712671,0,0,0.096090438,0.357983985,0,0.177107866,0.04521903,0.763071126,16.5746585,0.047103156,0,0,0,0.062176166,0.310880829,0.303344324,0.487988695,0.146961846,0.774375883,1.610927932,0,0,0,0,0,0,0,0.033914272,64.87800283,13.1775789,100,2.755319149,4.372340426,4.308510638,2.021276596,21.72098764,0.44017191,0.640713968,0.63432717,0.305625747,3.078278966
LP08-1D,37,38,287.6,4880.77,5373.44,5117.66,5121.37,0.080808081,1.0463,0.103645369,81.21475676,17.00561431,0.177929743,0.017625532,45.79799537,2.891287587,3.932151118,0.038721974,0.002996686,0.00807214,0.000509605,25.561,2.261,11.3051747,0.088455068,-31.16933587,-1.389647733,0.083120041,14.07,0.026492793,0.004505262,0.002343422,0.000398513,26.2,2.937135,25.11387,7.38,1,22629.76563,1.33,45737,4.92678502,0.20297212,1.175743927,0.011157601,0,0.070664807,0,0.042770804,0,0.059507206,0.061366806,0.314272431,0,0.145048815,0.026034403,0.820083682,10.35239424,0.026034403,0.059507206,0.007438401,0,0,0.238028824,0.124593212,0.383077638,0,0.388656439,1.720130172,0,0,0,0,0,0,0.052068805,0.044630404,70.70199907,14.35053464,100,2.641025641,2.679487179,5.653846154,2.166666667,12.62358277,0.421772618,0.428051683,0.752343987,0.335792102,2.535566713
LP08-1D,41,42,291.6,4924.38,5414.81,5159.64,5161.75,0.081967213,1.11895,0.114734683,80.95535994,17.28844172,0.193449019,0.019835839,44.30424115,2.593760953,3.527514897,0.040634615,0.002975943,0.008788118,0.000514494,24.688,2.22,11.12072072,0.089922229,-31.39255118,-1.494444959,0.068902937,11.66,0.028325699,0.004897072,0.00254711,0.000440356,25.6,2.234694,24.28554,7.33,1,22054.78906,1.25,45297,5.023537234,0.199062922,1.19890942,0.027620749,0.042351815,0.044193198,0,0.064448414,0,0.088386396,0.090227779,0.252269505,0,0.149152043,0.049717348,0.7034084,11.66516287,0.077338096,0,0.058924264,0.060765647,0,0.130738211,0.128896827,0.285414403,0.149152043,0.27804887,2.112066584,0,0,0,0,0,0.007365533,0.125214061,0,69.56193493,13.84720202,100,1.913580247,1.864197531,4.716049383,1.691358025,16.58376964,0.281846679,0.270491928,0.673578344,0.228235548,2.808424485
LP08-1D,45,46,295.6,4970.27,5452.93,5199.71,5200.76,0.079207921,1.11065,0.11388362,78.40903975,19.7095827,0.21890448,0.022445986,46.21384465,2.534936627,3.447513812,0.040655372,0.002886878,0.010373153,0.000568992,26.182,2.3,11.38347826,0.087846612,-32.13265212,-1.346186584,0.08984458,15.21,0.029817009,0.005876808,0.002619323,0.000516258,26.7,3.02009,24.57094,7.27,1,22266.38086,1.22,45152,5.019464071,0.199224456,1.232835755,0.062876134,0.050300907,0.044911524,0.046707985,0.057486751,0.014371688,0.097008892,0.086230127,0.319770053,0,0.118566424,0.062876134,0.677265786,13.83095302,0.179646097,0,0,0.028743376,0,0.089823049,0.097008892,0.379053265,0,0.711398545,1.783885745,0,0,0.007185844,0.026946915,0,0.095212432,0,0.01796461,67.63855205,13.47525375,100,3.196969697,6,5.712121212,2.696969697,20.42175067,0.50473852,0.77815125,0.756797415,0.430876067,3.016600542
LP08-1D,49,50,299.6,5003.5,5491.46,5240.95,5239.77,0.081135903,1.1208,0.105214738,80.21948608,17.47611949,0.195872347,0.018387453,45.0082282,2.989577619,4.065825562,0.040929186,0.003145476,0.008275867,0.000549707,24.592,2.253,10.91522415,0.091615159,-32.34043259,-1.615368529,0.055492374,9.39,0.025874408,0.004521843,0.002370488,0.000414269,26,2.382449,24.21008,7.31,1,23487.49219,1.41,46795,5.023297722,0.199072413,1.225558286,0.019180471,0.026155187,0,0,0.074978204,0.024411508,0.068003487,0.054054054,0.233653008,0,0.134263296,0.040104621,0.847428073,13.21708806,0,0,0,0,0.050566696,0.090671316,0.22842197,0.52136007,0.409764603,0.551002616,1.743679163,0.006974717,0,0.008718396,0,0,0,0,0.054054054,68.04882302,13.54664342,100,3.883116883,4.103896104,6.311688312,1.74025974,15.59670783,0.589180463,0.613196357,0.800145544,0.240614073,2.747059855
LP08-1D,53,54,303.6,5069.5,5517.1,5278.95,5282.38,0.080645161,1.1296,0.105054638,72.62747875,25.31253942,0.285930445,0.026591997,42.49922672,2.75286112,3.743891123,0.038715425,0.002892008,0.011301393,0.000732041,23.192,2.049,11.31869204,0.088349431,-32.29633625,-1.382102203,0.084250317,14.26,0.024364272,0.006167216,0.00215257,0.00054487,24,2.201154,23.47444,7.24,1,20997.34375,1.4,42009,4.811981184,0.207814611,1.283320241,0.064921816,0.01854909,0.01854909,0.042662907,0.090890542,0,0.042662907,0.053792361,0.437758528,0,0.217024355,0,0.727124335,16.66079279,0.124278904,0,0,0.066776725,0,0.007419636,0.144682903,0.619539612,0.096455269,0.485986162,1.647159207,0.014839272,0,0,0.035243271,0.048227634,0.122423995,0.100165087,0.18920072,64.51559051,13.40728237,100,2.854700855,2.239316239,3.35042735,2.017094017,22.91326529,0.455560605,0.35011543,0.525100205,0.304726141,3.131716013
LP08-1D,57,58,307.6,5116.16,5568.3,5323.25,5325.39,0.08097166,1.09945,0.103746167,82.91418436,15.52093014,0.170644866,0.01610237,39.66653742,3.218301667,4.376890268,0.035312854,0.003338865,0.006387253,0.000518223,21.454,1.905,11.26194226,0.08879463,-31.70698751,-1.413902169,0.079588563,13.47,0.022257703,0.003454602,0.001976364,0.00030675,22.5,1.901846,21.4647,7.24,1,22565.96875,1.26,44410,5.078565563,0.196905994,1.301486152,0.031142407,0.022491739,0.022491739,0.017301337,0.121109362,0,0.044983477,0.105538158,0.45329504,0,0.110728559,0.039793076,1.046730912,18.14737279,0.136680565,0,0,0,0,0.034602675,0.200695514,0.435993702,0.067475216,0.368518486,1.666118791,0,0,0,0,0,0,0,0.091697088,64.19488226,12.6403571,100,3.9375,3.328125,9.453125,4.09375,17.33719009,0.595220567,0.522199629,0.975575401,0.612121317,2.85285391
LP08-1D,61,62,311.6,5172.46,5603.08,5362.01,5367.78,0.079207921,1.1463,0.110646718,77.15693972,20.65745167,0.236796369,0.022856792,41.04503266,2.853214163,3.880371262,0.037267264,0.003156988,0.009381578,0.000652153,22.581,1.853,12.18618457,0.082060139,-29.98679774,-0.932867075,0.188278682,31.87,0.024985135,0.005161292,0.002050284,0.000423536,23.9,2.321258,21.74344,7.31,1,21955.79883,1.2,42636,4.738358008,0.211043572,1.320714889,0,0.012431185,0.031965903,0,0.124311845,0.010655301,0.085242408,0.103001243,0.488367963,0,0.147398331,0.042621204,1.164979577,18.91493518,0.007103534,0,0,0.010655301,0,0.037293554,0.28414136,0.417332623,0.03019002,0.594920973,1.561001598,0,0,0.024862369,0,0,0.083466525,0.046172971,0.060380039,62.52175457,13.19481442,100,2.831325301,4.036144578,7.903614458,3.313253012,16.23628049,0.45198977,0.605966715,0.897825747,0.520254601,2.787248275
LP08-1D,65,66,315.6,5254.32,5644.95,5397.56,5409.22,0.079840319,1.16425,0.112379344,75.38329397,22.57307802,0.262807061,0.025367477,40.64697609,2.53164557,3.443037975,0.037783027,0.002845047,0.010311112,0.000642215,21.618,1.75,12.35314286,0.080951059,-29.30317532,-0.853647093,0.216963033,36.72,0.024294167,0.005483941,0.001966639,0.000443931,23.4,2.286509,21.20745,7.29,1,20899.55273,1.41,40480,4.732087227,0.211323239,1.404199605,0.015833363,0.029907463,0.047500088,0.0281482,0.075648288,0.017592625,0.095000176,0.137222476,0.605186306,0,0.170648464,0.033425988,1.324724675,22.1438373,0.059814926,0,0,0,0,0,0.221667077,0.459167517,0.181204039,0.958798072,1.868336793,0,0.0140741,0.0281482,0,0.065092713,0,0.070370501,0.133703951,58.7910348,12.4239119,100,2.690721649,5.618556701,7.762886598,3.546391753,16.71580346,0.429868773,0.749624768,0.890023242,0.549786708,2.816354587
LP08-1D,69,70,319.6,5298.68,5685.75,5434.07,5450.66,0.052562418,1.137,0.031035895,74.26561126,23.03168604,0.26187027,0.00714809,48.08201058,2.160493827,2.938271605,0.028735478,0.000670529,0.003436945,0.000154434,28.492,2.243,12.70263041,0.078723852,-29.61179969,-0.694560879,0.288441215,48.82,0.008842747,0.002036634,0.000696135,0.000160332,28.8,2.747516,25.33667,7.12,1,19831.20117,1.25,40578,4.638966092,0.215565275,1.314554685,0,0,0.02812043,0.009373477,0.054366165,0,0.097484159,0.121855199,0.478047317,0.020621649,0.121855199,0,1.038581231,17.5415245,0.108732331,0.02812043,0.069363728,0.054366165,0.093734768,0.106857636,0.183720145,0.423681152,0.277454914,0.791121443,2.088410633,0,0,0,0,0,0,0.123729894,0.067489033,62.58108057,13.49030782,100,3.476923077,6.492307692,8.523076923,3.923076923,16.88989169,0.541195083,0.812399094,0.930596408,0.593626824,2.826715318
LP08-1D,73,74,323.6,5365.99,5885.04,5584.89,5597.2,0.030807147,1.1394,0.028807646,68.45708268,29.26108489,0.333400801,0.00842943,41.40819964,2.816399287,3.83030303,0.014534967,0.000811338,0.003490475,0.000237406,22.919,1.966,11.65768057,0.085780357,-30.31797546,-1.198596922,0.117010864,19.81,0.006602424,0.001931941,0.000566358,0.000165723,25.1,2.23939,21.09695,6.99,1,20192.95508,1.46,35656,4.206015477,0.237754712,1.831108369,0.036759075,0.026037678,0.045948844,0.019911166,0.096492572,0,0.068923265,0.102619084,0.598866595,0,0.108745597,0.029100934,1.663348139,39.71818043,0.042885587,0,0,0,0,0.026037678,0.111808853,0.404349824,0.206769796,0.784193598,1.1165569,0,0,0.041353959,0,0,0.022974422,0.006126512,0.110277225,44.12161127,10.490121,100,3.718309859,7.211267606,15.29577465,5.507042254,23.87845304,0.570345578,0.858011612,1.184571477,0.740918409,3.172976506
LP08-1D,78,79,328.6,5430.33,6328.08,5765.4,5794.96,0.028308563,1.28135,0.035379306,59.57778905,38.83748929,0.497644169,0.013740434,21.86209744,2.89017341,3.930635838,0.007930077,0.001022523,0.003003947,0.000397122,9.52,0.822,11.58150852,0.086344538,-30.52827156,-1.238895558,0.108867574,18.43,0.00336811,0.001308089,0.000290818,0.000112946,11.1,1.236862,9.590085,7.05,1,18442.87305,1.27,31156,4.171120332,0.239743743,1.943574271,0,0,0.026422697,0,0.04623972,0.008257093,0.08091951,0.16183902,0.602767778,0,0.290649668,0.051193976,1.768669287,41.28546421,0.151930508,0,0,0.039634046,0.026422697,0.142021997,0.12715923,0.492122733,0.355054992,1.340951878,1.281500809,0,0,0,0,0,0.075965254,0.09247944,0.100736533,41.50180005,9.949796876,100,1.693181818,4.613636364,6.085227273,2.073863636,23.3426704,0.228703596,0.664043361,0.784276803,0.316780197,3.150283033
LP08-1D,82,83,332.6,5534.48,6520.46,5902.43,5939.83,0.028818444,1.1452,0.033268937,66.65647922,31.21044838,0.357422055,0.010383385,32.17356529,2.619476105,3.562487502,0.010618204,0.000871472,0.003340705,0.00027199,18.992,1.612,11.78163772,0.084877843,-30.34239093,-1.134131664,0.131322956,22.23,0.006318437,0.001972012,0.000536295,0.00016738,16.9,1.579661,16.21663,7.25,1,15492.22266,1.21,27329,4.032965009,0.247956528,1.806652274,0.020253575,0,0.054684652,0,0.107343946,0,0.068862154,0.149876453,0.571150808,0,0.255195042,0.014177502,1.231417345,38.30761129,0.194434318,0,0.02430429,0,0.056710009,0.303803621,0.141775023,0.348361486,0.228865395,1.113946612,1.296228784,0,0,0,0,0.04050715,0.012152145,0.107343946,0,44.35330336,10.99769109,100,1.365079365,4.365079365,4.825396825,2.238095238,31.10855263,0.135157902,0.639992144,0.683533034,0.349878563,3.437482786
LP08-1D,86,87,336.6,5624.83,6622.93,6060.13,6077.52,0.028129395,1.39795,0.040590883,49.60477843,49.83405435,0.696655163,0.020228083,8.229017033,1.693002257,2.30248307,0.003235937,0.000687205,0.001664572,0.000342462,4.643,0.417,11.13429257,0.089812621,-30.40965273,-1.486615796,0.069875354,11.83,0.001884635,0.00093919,0.000169264,8.44E-05,4.6,0.7148533,3.910147,7.41,1,17468.42383,1.35,24162,3.658183921,0.273359684,2.9240543,0.019815714,0.036800611,0.04529306,0.029723571,0.062277958,0,0.048123877,0.284497035,0.975216204,0,0.274589178,0.009907857,1.824461083,58.31198426,0.035385203,0,0,0.025477346,0,0.100493977,0.082093672,0.305728157,0.452930603,1.820214859,0.802536411,0,0,0.014154081,0,0.028308163,0.046708468,0.084924488,0.079262855,26.85736932,7.341721986,100,1.113402062,6.628865979,6.644329897,3.551546392,31.96121025,0.046652021,0.821439239,0.822451187,0.550417492,3.464522988
LP08-1D,90,91,340.6,5708.79,6778.91,6203.91,6215.28,0.027567195,1.2971,0.037539975,60.87425796,38.0419982,0.493442759,0.014280957,23.08266932,2.514940239,3.420318725,0.008253764,0.000944108,0.003296426,0.000359158,12.932,1.098,11.77777778,0.08490566,-29.68580991,-1.136118598,0.13085672,22.15,0.00485467,0.001846813,0.000412189,0.000156805,28.9,2.732007,11.40472,7.38,1,17166.4375,1.2,29512,3.943383585,0.25358933,1.888384386,0,0,0.028709851,0,0.066391531,0,0.077157725,0.215323883,1.060470124,0,0.351695676,0.008971828,2.975058317,38.23254979,0.218912614,0,0.055625336,0.021532388,0.010766194,0.290687242,0.172259106,0.34990131,0.348106944,1.326036246,1.12865602,0,0,0,0,0,0,0,0.105867576,42.24295711,10.71236318,100,0.994897959,3.770408163,8.459183673,3.015306122,12.85102533,-0.00222146,0.576388367,0.927328455,0.47933141,2.5534236
LP08-1D,94,95,344.6,5852.42,6845.59,6342.06,6353.49,0.028188865,1.3323,0.037517383,58.33145688,40.42142996,0.538534711,0.015165063,21.42188962,2.775179295,3.774243842,0.00804521,0.001041175,0.003248643,0.000420858,11.992,1.049,11.43183985,0.087474983,-29.9067453,-1.319641666,0.094216629,15.95,0.004499085,0.001818594,0.000393557,0.000159082,11.6,1.332395,10.8567,7.22,1,17385.42773,1.33,29160,3.984615385,0.250965251,2.025034294,0.028789162,0,0.049110923,0.033869602,0.066045724,0,0.098221846,0.242167655,0.821337849,0,0.350550381,0.072819644,2.82980525,41.87468247,0.086367485,0,0,0.028789162,0,0.104995766,0.186282811,0.392887384,0.387806943,1.219305673,1.478408129,0.010160881,0,0.040643522,0.038950042,0,0,0,0.176121931,39.47502117,9.906858594,100,1.120772947,3.47826087,8.072463768,2.342995169,14.79772591,0.049517639,0.541362151,0.907006104,0.369771393,2.694473514
LP08-1E,17,18,352.4,6158.96,7043.92,6629.99,6630.48,0.028449502,1.223,0.032463999,59.80784955,38.71666947,0.473504868,0.012568979,24.68066363,3.406254588,4.63250624,0.008587326,0.001105806,0.003102107,0.000428131,15.202,1.289,11.79363848,0.084791475,-30.1468328,-1.127962486,0.132781169,22.47,0.004935177,0.001910736,0.000418461,0.000162014,14.5,1.604808,12.46195,7.85,1,18361.57813,1.32,28351,4.008125773,0.249493169,2.333639025,0.009068787,0.012091716,0.037786611,0.021160502,0.089176403,0,0.055924185,0.30531582,1.027795831,0.021160502,0.388446366,0.036275147,2.170462962,48.85960007,0.331010716,0,0.016626109,0.015114645,0,0.270552138,0.270552138,0.491225949,0.308338749,1.121506628,1.064070978,0.006045858,0,0.052901256,0,0.031740754,0.061970043,0,0.072550294,34.29512855,8.556400296,100,1.26459144,2.887159533,5.587548638,2.645914397,22.51114206,0.101950238,0.460470782,0.747221317,0.422575789,3.114010389
LP08-1E,21,22,356.4,6414.5,7102.22,6788.75,6781.17,0.02853067,1.064133333,0.028820728,59.59152988,39.40653088,0.419338031,0.011357249,25.74273588,3.281096964,4.462291871,0.007815607,0.000945636,0.002923667,0.000372642,15.588,1.278,12.1971831,0.081986143,-30.4614798,-0.927581656,0.19006842,32.17,0.004492575,0.001770368,0.000368329,0.000145146,14.6,1.42519,13.26476,7.8,1,18011.39648,1.36,29316,3.90480174,0.256094948,2.056897257,0.019900498,0.03814262,0.053067993,0,0.067993367,0.016583748,0.044776119,0.28026534,1.139303483,0,0.374792703,0.054726368,2.583747927,42.35820896,0.220563847,0.033167496,0.077943615,0.086235489,0.056384743,0.092868988,0,0.618573798,0.281923715,1.213930348,1.393034826,0,0,0.011608624,0,0,0,0.12106136,0.144278607,38.70480929,9.912106136,100,1.650442478,3.238938053,6.89380531,3.039823009,16.394095,0.217600393,0.510402642,0.838459014,0.482848298,2.796921209
LP08-1E,25,26,360.4,6562.06,7194.48,6944.66,6928.86,0.028129395,1.22395,0.040578533,60.32109155,38.06305908,0.465872812,0.015445431,23.57897744,3.341902314,4.544987147,0.008118,0.001356095,0.003641875,0.000516171,13.889,1.152,12.05642361,0.082943336,-30.89713741,-0.995952604,0.168174162,28.47,0.005635952,0.002145216,0.000467465,0.000177931,40.7,4.356236,12.34392,7.86,1,17825.30664,1.2,29927,3.998663772,0.250083542,1.991512681,0,0,0.038590604,0,0.055369128,0,0.040268456,0.275167785,1.384228188,0,0.384228188,0,2.659395973,40.47818792,0.409395973,0,0,0.117449664,0.013422819,0.152684564,0.035234899,0.593959732,0.100671141,1.404362416,1.429530201,0,0,0,0,0.011744966,0,0.05704698,0.145973154,40.16778523,10.04530201,100,1.545851528,3.655021834,6.92139738,3.602620087,15.22082019,0.18916778,0.562889976,0.840193784,0.556618466,2.72266424
LP08-1E,29,30,364.4,6853.42,7235.65,7045.81,7049.51,0.033898305,1.26705,0.042010942,60.4553885,38.7620028,0.491133957,0.016284282,23.55390009,3.987730061,5.423312883,0.0101166,0.001675283,0.003835584,0.000649373,14.315,1.197,11.95906433,0.083618582,-30.41871308,-1.044184422,0.15426396,26.11,0.006013866,0.002331095,0.000502871,0.000194923,13.8,1.276067,12.16825,7.73,1,19257.0332,1.3,28959,3.800099453,0.263151008,2.467281329,0.046186144,0.016794962,0.076976907,0.011196641,0.090972708,0,0.069979006,0.347095871,0.986703989,0,0.431070679,0.055983205,4.536039188,49.47095871,0.095171449,0,0.019594122,0.011196641,0.016794962,0.286913926,0.11196641,0.468859342,0.256123163,0.89153254,1.073477957,0,0,0.047585724,0,0,0,0.050384885,0,32.08677397,8.4436669,100,1.087662338,2.068181818,10.52272727,2.288961039,10.90620179,0.036494091,0.315588716,1.022128315,0.3596384,2.389331599
LP08-1E,33,34,368.4,6962.13,7379.58,7166.57,7170.15,0.043290043,1.27865,0.054306647,60.18848004,38.13003025,0.487549632,0.020707141,25.61130742,3.4204947,4.651872792,0.014176579,0.001857556,0.00530337,0.000708287,18.558,1.618,11.4697157,0.087186119,-29.39774791,-1.299008514,0.097761422,16.55,0.010078228,0.003842831,0.000878682,0.000335042,15.8,1.753757,14.16554,7.56,1,16520.07031,1.24,28210,4.025832888,0.248395805,1.856292095,0.059198717,0.040102356,0.053469809,0.022915632,0.070656533,0,0.095481801,0.28835504,0.611083527,0.017186724,0.28835504,0.049650537,1.875262575,38.0246725,0.152770882,0.007638544,0,0.219608143,0,0.315089944,0.211969599,0.45640301,0.273077951,1.338654852,1.457052286,0,0,0.013367452,0.034373448,0,0.036283084,0.057289081,0.059198717,43.15204522,10.718787,100,1.582781457,4.642384106,6.503311258,2.119205298,20.27698574,0.199420954,0.666741071,0.81313454,0.326173031,3.009486536
LP08-1E,37,38,372.4,7031.04,7515.39,7261.02,7264.33,0.0505689,1.1963,0.062518944,61.30987211,37.80258717,0.45223235,0.023633778,23.97415552,3.105871684,4.223985491,0.014503303,0.001941758,0.005665999,0.000734035,16.212,1.379,11.75634518,0.085060449,-29.62832861,-1.147174932,0.128292415,21.71,0.010135571,0.003831508,0.000862136,0.00032591,13,1.452178,12.41953,7.68,1,18507.27148,1.41,28178,4.114902886,0.243019101,2.42987437,0,0,0.049657509,0,0.124143773,0,0.039433904,0.29648454,0.890914136,0,0.344681535,0.045275964,1.825643722,51.31519374,0.236603426,0,0,0.035052359,0.024828755,0.360747199,0.195709007,0.388496984,0.34614205,1.109991383,0.946413705,0,0,0.049657509,0,0.046736479,0,0.049657509,0.124143773,33.10841403,8.045977011,100,1.127118644,3.220338983,5.296610169,2.584745763,28.108,0.051969634,0.507901589,0.72399801,0.412417832,3.336054233
LP08-1E,41,42,376.4,7082.28,7601.26,7341.26,7340.87,0.049200492,1.30245,0.067968689,56.91965143,41.76114442,0.543918026,0.028384502,18.35415297,3.171066164,4.312649983,0.011761558,0.002155332,0.005209735,0.000900091,9.943,0.881,11.28603859,0.088605049,-29.55542575,-1.400360627,0.081541309,13.8,0.006758127,0.002822271,0.000598804,0.000250067,10.4,1.178407,9.116167,7.78,1,17355.72852,1.27,26752,3.748313809,0.266786628,2.316910885,0.040334291,0.025813946,0.077441838,0.020973831,0.037107547,0,0.030654061,0.295247007,1.080958988,0,0.430770224,0,4.506146946,46.4973702,0.121002872,0,0,0.090348811,0.008066858,0,0.108095899,0.309767352,0.350101642,1.064825272,1.324578103,0,0,0.008066858,0.045174405,0.025813946,0,0.027427318,0.312994095,34.07118196,9.08973573,100,0.719101124,2.471910112,10.46067416,2.509363296,10.31865378,-0.143210033,0.393032674,1.019559674,0.399563541,2.333953303
LP08-1E,45,46,380.4,7119.79,7729.26,7410.9,7417.52,0.04784689,1.26595,0.065213136,60.16825309,38.50065541,0.487399047,0.025107485,19.85231468,2.726498154,3.708037489,0.012024898,0.001778035,0.004984417,0.000684555,10.471,0.897,11.67335563,0.08566517,-29.76141547,-1.190369319,0.118746883,20.1,0.006828467,0.002629005,0.000584962,0.000225214,11.2,1.378844,10.05332,7.7,1,19643.71484,1.41,30298,3.936135549,0.254056291,2.365304641,0.019535611,0.011163206,0.057211431,0.011163206,0.023721813,0,0.008372405,0.309778969,1.370283545,0,0.397689216,0.019535611,9.689662871,41.89690779,0.173029694,0,0,0,0.012558607,0.193960706,0.149307881,0.380944407,0.435365037,1.257256084,1.169345836,0,0,0,0,0.041862023,0,0.040466622,0.053025229,33.71288234,8.564969859,100,0.957894737,3.161403509,24.36491228,3.445614035,4.323876728,-0.018682213,0.499879931,1.386764852,0.537266628,1.464152391
LP08-1E,49,50,384.4,7197.54,7783.72,7492.68,7495.17,0.048076923,1.1829,0.060934965,58.71586778,40.57527666,0.479964948,0.02472453,20.81738231,2.897051216,3.939989653,0.011838885,0.001765317,0.005147,0.000716282,14.036,1.152,12.18402778,0.082074665,-29.25866869,-0.933904653,0.187929323,31.81,0.008552832,0.003470335,0.000701971,0.000284827,12.4,1.47366,10.54558,7.64,1,17152.4375,1.26,27948,3.674360261,0.27215622,2.123765565,0.040434673,0.032010783,0.089293236,0.02527167,0.052228119,0,0.084238902,0.338640384,2.641731952,0,0.432987954,0.013478224,10.83817707,34.28017859,0.097717126,0.011793446,0.00842389,0.070760677,0.048858563,0.279673153,0.254401483,0.424564064,0.372335945,1.391626653,0.99233426,0,0,0,0.013478224,0.030326005,0,0,0.048858563,37.01288855,10.07328784,100,0.980544747,3.214007782,25.0311284,6.101167315,3.162909996,-0.008532583,0.507046924,1.398480428,0.785412935,1.151492489
LP08-1E,53,54,388.4,7246.6,7874.36,7578.81,7572.82,0.048309179,1.3452,0.07084661,56.64585192,42.04143454,0.565541377,0.029784931,18.23068513,2.387026239,3.246355685,0.011847303,0.001691127,0.005429997,0.000710974,10.742,0.914,11.75273523,0.085086576,-29.57558226,-1.149041147,0.127864566,21.64,0.007610343,0.003199497,0.000647538,0.000272234,12.3,1.062132,10.18822,7.5,1,16370.97852,1.23,25942,3.417915531,0.292575984,2.133143166,0.014456612,0.027106148,0.079511367,0.019877842,0.043369836,0,0.063247678,0.618020167,2.397990531,0,0.636090932,0.068668907,3.254544797,40.3140699,0.309010083,0.074090137,0.014456612,0.137337815,0.074090137,0.016263689,0.034334454,0.164443963,0.625248473,2.354620695,1.395063067,0,0,0.010842459,0,0,0,0.209620875,0.164443963,36.26802559,10.61115328,100,0.258522727,3.701704545,5.116477273,3.769886364,12.38700722,-0.587501271,0.568401752,0.708971049,0.576328259,2.516648118
