C:\Data\BAS_sjro\May_2016\LP3B_XRF     10/05/2016  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000010.spe	375.50	7.11	1	0.018352	-0.019330	0.007190	0.108113	18326.00000	1.61	23	41	268	0	8	0	135	1394	1107	1166	102	126	1242	57084	222	145	129	328	0	0	0	580	1128	38	523	0	0	0	141	208	632	109	121	7	20	95	154	58	55	330	0	0	14358	4516	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000011.spe	376.00	7.12	1	0.018356	-0.019330	0.007025	0.108113	18667.00000	1.44	20	67	205	0	0	0	135	1232	1139	1128	87	109	1284	58619	0	165	87	315	0	24	0	700	1096	0	606	0	0	0	101	215	511	114	141	134	78	110	7	0	156	460	0	1829190454053178	14308	4399	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000012.spe	376.50	7.14	1	0.018355	-0.019330	0.007025	0.108113	19122.00000	1.47	23	30	261	13	0	0	121	1203	1104	1212	79	122	1318	60359	135	170	194	328	0	0	0	513	997	0	604	0	0	6	99	179	574	91	183	51	53	96	0	71	52	403	0	2704786482730914	14504	4459	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000013.spe	377.00	7.14	1	0.018354	-0.019330	0.006962	0.108113	19063.00000	1.39	0	31	245	20	0	15	117	1321	939	1166	97	107	1325	59891	113	47	87	334	0	9	0	675	949	0	571	0	0	0	144	251	591	55	57	83	65	114	89	44	62	412	9	757422215799216	14793	4117	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000014.spe	377.50	7.15	1	0.018357	-0.019330	0.006869	0.108113	19075.00000	1.31	7	64	253	0	0	0	162	1268	998	1217	76	126	1315	60772	330	117	68	304	37	33	0	618	993	0	458	0	0	0	81	210	575	151	121	133	84	47	61	97	143	265	0	1422302605325372	14626	4281	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000015.spe	378.00	7.16	1	0.018355	-0.019330	0.006869	0.108113	19162.00000	1.40	48	50	231	0	0	0	166	1278	1001	1167	76	107	1307	61413	76	101	118	307	116	142	0	714	986	0	610	0	0	0	118	188	580	88	104	81	18	0	0	0	200	387	14	0	14418	4221	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000016.spe	378.50	7.17	1	0.018355	-0.019330	0.006910	0.108113	19109.00000	1.41	0	9	225	5	0	0	100	1308	1072	1256	49	126	1314	61183	129	114	76	266	30	0	14	560	891	0	569	0	0	0	69	227	636	58	183	62	64	65	54	20	129	384	0	0	14502	4181	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000017.spe	379.00	7.17	1	0.018357	-0.019330	0.006899	0.108113	18994.00000	1.49	15	41	310	0	0	0	131	1229	1029	1197	63	153	1310	60124	189	108	143	335	0	0	0	595	972	0	661	0	0	0	122	279	568	69	165	80	53	205	37	0	71	364	6	0	14276	4189	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000018.spe	379.50	7.18	1	0.018356	-0.019330	0.006917	0.108113	18984.00000	1.54	50	70	255	22	6	0	134	1181	1076	1249	27	144	1313	60321	306	154	103	362	0	72	49	651	852	0	438	0	0	0	74	213	630	173	172	68	78	102	13	6	100	282	6	0	14625	4116	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000019.spe	380.00	7.18	1	0.018354	-0.019330	0.006957	0.108113	18830.00000	1.49	31	67	246	6	5	4	160	1280	1271	1235	82	150	1300	59690	155	106	160	334	42	0	0	618	969	24	587	0	0	0	89	203	565	78	201	71	105	10	105	130	30	296	10	0	14222	4146	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000020.spe	380.50	7.19	1	0.018353	-0.019330	0.006933	0.108113	18805.00000	1.55	6	75	287	8	0	8	131	1327	1352	1232	49	156	1339	58441	321	136	93	208	6	84	0	628	1055	13	500	0	0	0	128	146	590	71	152	96	64	60	30	114	202	221	0	53366387543283	14426	4253	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000021.spe	381.00	7.20	1	0.018353	-0.019330	0.006933	0.108113	18768.00000	1.55	0	59	225	5	16	0	114	1230	1492	1234	76	111	1225	58860	132	125	100	295	0	26	0	571	1031	0	590	0	0	0	119	264	567	72	100	95	61	73	42	0	166	345	0	0	13892	4046	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000022.spe	381.50	7.21	1	0.018351	-0.019330	0.006900	0.108113	18255.00000	1.47	41	75	239	5	0	0	158	1207	1227	1188	70	159	1219	57820	161	115	76	253	0	66	0	556	1046	0	643	0	0	0	124	230	690	48	127	55	0	61	0	31	211	327	0	0	13730	4190	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000023.spe	382.00	7.22	1	0.018351	-0.019330	0.006918	0.108113	17946.00000	1.50	36	63	270	0	0	0	119	1102	1193	1210	121	97	1199	55430	201	156	93	338	47	0	0	544	1155	19	593	0	0	0	72	204	668	104	192	29	143	42	14	105	146	307	9	0	13498	4230	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000024.spe	382.50	7.22	1	0.018353	-0.019330	0.006963	0.108113	17710.00000	1.55	14	43	240	6	0	0	113	1119	1269	1313	74	117	1150	53045	136	130	130	232	0	25	62	481	1088	0	710	0	0	0	74	217	717	118	167	48	15	102	160	43	0	311	0	0	13573	4096	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000025.spe	383.00	7.23	1	0.018353	-0.019330	0.006945	0.108113	17809.00000	1.55	15	34	233	0	0	0	124	1127	1335	1269	54	151	1144	53309	214	136	117	267	0	64	0	531	1296	0	634	0	0	0	82	293	698	99	87	85	52	121	11	0	43	254	0	1209525974698831	13511	4273	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000026.spe	383.50	7.24	1	0.018357	-0.019330	0.006945	0.108113	17978.00000	1.43	13	33	195	0	0	0	116	1075	1137	1264	78	142	1203	54477	185	170	68	214	25	0	0	559	1111	0	658	0	0	0	87	242	672	101	133	12	28	44	45	114	74	253	0	0	13543	3979	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000027.spe	384.00	7.25	1	0.018357	-0.019330	0.006999	0.108113	17765.00000	1.43	25	48	214	0	0	0	150	1122	1118	1241	51	132	1225	54906	205	84	134	262	65	59	27	530	1156	0	520	0	0	0	82	244	636	87	112	68	64	39	115	135	75	316	0	0	12869	4170	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000028.spe	384.50	7.25	1	0.018356	-0.019330	0.007021	0.108113	16910.00000	1.47	4	15	216	5	10	0	156	950	1000	1190	56	151	1126	51649	101	64	172	230	0	28	0	529	1058	0	505	0	0	0	97	216	636	50	182	5	32	157	70	37	58	289	9	1887222933146774	12531	3857	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000029.spe	385.00	7.26	1	0.018353	-0.019330	0.007066	0.108113	14631.00000	1.25	32	48	185	9	7	0	162	712	785	926	62	110	841	39276	156	94	85	188	0	6	38	509	1186	23	617	0	0	0	59	201	584	78	137	0	75	110	180	93	35	238	0	3153878618375154	11815	3608	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000030.spe	385.50	7.27	1	0.018352	-0.019330	0.007043	0.108113	14913.00000	1.37	0	6	179	0	0	0	130	699	865	996	87	100	849	38224	267	100	95	195	40	86	13	403	1192	0	503	0	0	0	84	298	642	99	143	13	48	54	58	0	108	165	0	0	12098	4018	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000031.spe	386.00	7.28	1	0.018353	-0.019330	0.006995	0.108113	16163.00000	1.42	24	24	272	0	0	0	136	826	1130	1289	82	103	977	42649	125	145	118	272	0	20	0	401	1426	0	661	0	0	0	43	261	623	50	94	62	27	29	46	0	125	270	0	1045797475422199	12842	4262	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000032.spe	386.50	7.29	1	0.018356	-0.019330	0.006970	0.108113	16260.00000	1.33	23	54	268	8	5	0	134	852	1268	1360	16	134	911	42720	168	126	123	233	21	48	0	318	1480	0	688	0	0	0	97	248	652	81	140	131	44	29	141	50	0	219	0	2163325648320783	12701	4172	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000033.spe	387.00	7.31	1	0.018354	-0.019330	0.006998	0.108113	16312.00000	1.60	9	36	311	6	8	5	130	843	1412	1386	52	133	933	41952	132	139	98	203	0	45	42	457	1540	0	675	0	0	0	56	242	656	94	133	77	38	62	110	13	116	240	0	1229029120372038	12792	4341	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000034.spe	387.50	7.32	1	0.018353	-0.019330	0.006957	0.108113	16248.00000	1.58	18	45	288	0	9	0	141	750	1325	1400	60	103	950	41135	175	139	117	124	46	0	0	507	1554	0	699	0	0	11	67	227	732	151	181	15	0	0	15	36	127	277	0	1178753471201522	13065	4260	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000035.spe	388.00	7.33	1	0.018353	-0.019330	0.006895	0.108113	16603.00000	1.57	0	33	298	22	0	0	132	830	1385	1386	87	139	1014	42804	275	107	104	254	0	0	79	360	1549	0	628	0	0	0	67	222	749	136	134	21	11	73	0	135	67	223	0	0	12800	4225	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000036.spe	388.50	7.34	1	0.018351	-0.019330	0.006854	0.108113	16848.00000	1.47	11	44	284	0	0	0	137	842	1348	1433	52	126	933	43992	202	151	81	249	0	0	0	477	1408	0	682	0	0	0	46	251	771	60	33	0	86	42	8	49	85	242	0	2253297510723604	13433	4359	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000037.spe	389.00	7.35	1	0.018354	-0.019330	0.006807	0.108113	16797.00000	1.40	13	19	354	4	5	0	133	849	1307	1474	62	114	889	44028	148	89	46	190	9	0	0	442	1523	0	694	0	0	0	71	207	706	106	170	81	91	18	48	75	83	185	0	365353959073279	13284	4301	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000038.spe	389.50	7.35	1	0.018356	-0.019330	0.007046	0.108113	16810.00000	1.34	16	51	275	0	11	0	131	847	1335	1426	39	111	887	44156	60	179	121	263	0	0	24	469	1630	10	751	0	0	0	120	272	702	90	115	29	118	111	54	54	92	331	0	0	13530	4405	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000039.spe	390.00	7.36	1	0.018354	-0.019330	0.007022	0.108113	17078.00000	1.48	0	37	320	6	0	0	147	909	1363	1441	36	112	983	44942	219	162	131	194	0	0	0	444	1559	0	706	0	0	0	107	202	687	160	150	82	93	23	49	0	41	210	0	85533132089138	13427	4358	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000040.spe	390.50	7.37	1	0.018353	-0.019330	0.007068	0.108113	17546.00000	1.45	0	58	341	0	11	0	122	947	1350	1492	57	143	1037	47673	102	118	129	218	0	34	10	560	1623	97	761	0	0	4	123	234	732	46	102	0	57	28	135	39	173	257	0	0	13964	4553	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000041.spe	391.00	7.37	1	0.018354	-0.019330	0.007105	0.108113	17669.00000	1.48	11	54	297	11	0	0	129	1085	1404	1517	40	106	1101	48365	85	131	77	211	0	0	0	533	1510	0	735	0	0	0	92	259	671	80	165	113	129	137	25	41	110	293	0	0	14099	4601	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000042.spe	391.50	7.38	1	0.018353	-0.019330	0.007123	0.108113	17978.00000	1.54	7	31	304	18	12	0	150	1067	1327	1518	25	143	1159	50421	39	185	59	242	0	23	0	621	1360	0	673	0	0	0	100	246	762	132	199	26	112	123	71	0	65	369	0	1377687683336762	14469	4556	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000043.spe	392.00	7.38	1	0.018352	-0.019330	0.007100	0.108113	18422.00000	1.59	28	61	349	9	0	0	154	1113	1317	1352	74	125	1182	54708	364	121	114	244	6	34	15	545	1235	0	574	0	0	0	172	250	736	98	148	21	10	126	0	0	32	167	0	2520769189120016	14030	4319	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000044.spe	392.50	7.39	1	0.018352	-0.019330	0.007120	0.108113	19036.00000	1.61	22	45	319	0	6	0	151	1263	1342	1418	58	147	1281	59260	205	149	101	356	0	52	72	643	1411	0	675	0	0	9	104	238	685	122	172	93	57	183	233	137	0	308	0	1805137203664096	14096	4291	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000045.spe	393.00	7.39	1	0.018352	-0.019330	0.007120	0.108113	18874.00000	1.43	40	70	322	6	11	0	133	1210	1178	1403	47	140	1246	57186	166	136	124	254	72	12	27	602	1172	20	680	0	0	0	119	205	717	123	165	73	21	31	151	0	88	370	0	0	14233	4629	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000046.spe	393.50	7.39	1	0.018351	-0.019330	0.007101	0.108113	18949.00000	1.48	39	59	340	21	22	0	172	1172	1295	1411	44	144	1257	56606	257	150	146	275	0	66	19	665	1228	19	765	0	0	0	124	242	717	105	100	17	0	41	137	43	93	292	0	0	14718	4727	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000047.spe	394.00	7.39	1	0.018350	-0.019330	0.007079	0.108113	18516.00000	1.65	11	36	333	15	0	0	150	1134	1169	1371	84	121	1222	54168	151	135	110	300	0	41	0	688	1263	6	714	0	0	4	133	224	694	110	207	13	156	173	0	0	48	296	0	914571908279890	14391	4613	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000048.spe	394.50	7.40	1	0.018350	-0.019330	0.007058	0.108113	18932.00000	1.70	0	41	293	0	0	0	128	1112	1203	1448	90	130	1277	56423	242	88	157	300	0	65	0	668	1365	0	587	0	0	0	96	224	612	190	158	47	174	79	35	88	93	240	0	0	14905	4719	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000049.spe	395.00	7.40	1	0.018356	-0.019330	0.007023	0.108113	19440.00000	1.48	38	50	320	4	0	0	132	1136	1213	1459	98	111	1357	60815	21	137	54	298	20	14	0	692	1249	0	603	0	0	0	81	276	635	18	104	80	12	32	98	118	195	380	0	1959416459874814	14627	4514	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000050.spe	395.50	7.40	1	0.018356	-0.019330	0.006869	0.108113	19271.00000	1.46	36	54	309	0	0	0	159	1236	1111	1389	109	107	1413	61114	52	115	90	277	0	0	0	606	1225	34	534	0	0	0	98	204	663	51	167	85	31	149	39	64	90	420	15	0	14374	4427	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000051.spe	396.00	7.40	1	0.018355	-0.019330	0.006890	0.108113	18713.00000	1.53	10	34	330	6	0	0	149	1224	1255	1427	86	164	1337	56711	21	140	131	219	0	0	0	559	1240	0	605	0	0	0	107	278	660	102	164	102	104	139	21	140	200	417	0	2161794608631298	13943	4429	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000052.spe	396.50	7.40	1	0.018352	-0.019330	0.006926	0.108113	18365.00000	1.34	40	33	323	0	0	0	114	1090	1184	1434	57	109	1151	53969	189	121	58	229	149	76	0	539	1378	53	551	0	0	0	84	266	752	94	150	74	93	0	88	111	92	350	0	1808782326072427	14035	4309	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000053.spe	397.00	7.40	1	0.018351	-0.019330	0.006943	0.108113	18089.00000	1.52	49	33	340	17	5	0	149	1084	1186	1375	49	145	1157	52634	171	181	118	316	0	0	0	601	1278	0	707	0	0	0	93	244	707	91	181	18	73	200	58	0	0	262	0	0	13844	4282	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000054.spe	397.50	7.40	1	0.018351	-0.019330	0.006907	0.108113	18166.00000	1.53	26	44	341	0	0	0	124	1096	1221	1477	53	102	1317	53659	274	128	144	259	0	0	0	501	1166	0	653	0	0	0	61	252	760	126	142	102	73	90	53	0	75	283	0	2193486310900056	14072	4291	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000055.spe	398.00	7.40	1	0.018350	-0.019330	0.006887	0.108113	18349.00000	1.60	28	74	379	9	12	9	156	1161	1177	1400	93	109	1115	54555	181	119	71	302	0	0	0	545	1382	113	615	0	0	0	103	305	744	88	129	0	12	117	54	85	55	312	0	1430353303002334	14136	4460	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000056.spe	398.50	7.41	1	0.018355	-0.019330	0.006829	0.108113	18308.00000	1.47	13	28	352	0	5	0	149	1072	1216	1447	74	128	1195	53849	64	154	129	267	0	11	0	542	1349	45	587	0	0	0	97	244	749	83	199	55	130	109	112	113	23	327	0	2217901009375782	14175	4421	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000057.spe	399.00	7.41	1	0.018357	-0.019330	0.006829	0.108113	18548.00000	1.41	8	42	338	13	17	0	154	1155	1214	1524	73	124	1244	55674	158	140	136	193	0	35	0	641	1259	0	708	0	0	0	72	145	662	108	138	61	79	165	69	0	64	262	14	0	13727	4380	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000058.spe	399.50	7.42	1	0.018356	-0.019330	0.006821	0.108113	18538.00000	1.44	32	63	375	17	6	0	135	1164	1141	1492	104	106	1184	55969	16	85	46	301	0	0	140	496	1183	0	642	0	0	0	96	287	683	127	154	117	54	83	84	43	187	395	4	494525786819826	13711	4502	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000059.spe	400.00	7.42	1	0.018357	-0.019330	0.006821	0.108113	18203.00000	1.46	10	33	375	8	13	0	133	1163	1329	1559	79	190	1079	53223	159	107	150	275	0	50	0	585	1482	31	580	0	0	0	122	239	667	101	156	85	77	46	97	80	139	297	0	1669564246258895	14005	4399	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000060.spe	400.50	7.42	1	0.018357	-0.019330	0.006789	0.108113	18186.00000	1.47	12	60	346	8	0	0	126	1072	1312	1540	44	137	1055	52559	114	129	161	211	44	0	0	546	1311	0	689	0	0	0	84	236	744	114	209	42	111	10	53	7	89	326	13	885311205460	13841	4249	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000061.spe	401.00	7.43	1	0.018359	-0.019330	0.006772	0.108113	18469.00000	1.43	21	35	330	8	0	0	154	1122	1278	1580	70	142	1192	54456	8	137	84	252	10	0	0	591	1372	0	726	0	0	0	103	260	748	101	120	46	27	72	0	114	228	345	0	0	13939	4334	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000062.spe	401.50	7.43	1	0.018357	-0.019330	0.006772	0.108113	18910.00000	1.59	9	61	373	13	0	0	136	1182	1290	1488	73	131	1248	57898	173	82	73	263	47	12	0	669	1173	0	578	0	0	0	84	258	676	60	198	45	50	43	55	29	87	319	0	0	13967	4195	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000063.spe	402.00	7.43	1	0.018355	-0.019330	0.006761	0.108113	18877.00000	1.52	15	33	365	0	0	0	133	1220	1290	1507	61	147	1221	56952	91	97	58	259	20	75	6	485	1324	0	632	0	0	0	108	268	710	82	159	71	65	29	97	129	170	363	0	2059789813407157	13904	4362	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000064.spe	402.50	7.44	1	0.018355	-0.019330	0.006737	0.108113	18885.00000	1.53	18	45	354	0	0	0	136	1209	1387	1442	45	165	1308	57264	0	144	101	363	129	48	0	645	1240	0	655	0	0	0	55	229	647	74	125	41	12	0	75	0	10	477	0	0	13812	4308	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000065.spe	403.00	7.44	1	0.018353	-0.019330	0.006782	0.108113	18867.00000	1.47	8	65	334	15	14	9	141	1214	1252	1449	102	137	1415	57609	121	108	48	195	33	20	0	644	1394	0	694	0	0	5	92	276	639	38	109	131	64	70	88	124	120	328	0	0	14174	4515	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000066.spe	403.50	7.44	1	0.018353	-0.019330	0.006806	0.108113	18809.00000	1.53	0	64	327	0	9	10	187	1196	1279	1506	54	151	1362	56317	205	69	96	377	6	120	0	576	1302	0	692	0	0	6	102	239	684	123	110	109	138	119	53	40	114	276	0	0	14193	4533	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000067.spe	404.00	7.44	1	0.018356	-0.019330	0.006841	0.108113	18598.00000	1.43	22	49	330	9	10	0	146	1191	1294	1459	57	141	1462	54786	79	122	33	271	147	87	0	573	1196	78	661	0	0	0	73	244	649	118	160	110	137	0	109	103	178	291	0	0	14309	4331	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000068.spe	404.50	7.44	1	0.018355	-0.019330	0.006875	0.108113	19032.00000	1.48	17	37	313	5	0	0	144	1174	1258	1510	71	132	1462	58172	110	157	67	329	0	10	0	674	1245	0	525	0	0	0	74	253	639	137	153	108	137	75	126	86	127	307	0	1103081110292845	14191	4187	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000069.spe	405.00	7.44	1	0.018354	-0.019330	0.006918	0.108113	19229.00000	1.42	0	33	309	10	18	0	116	1232	1250	1364	113	164	1465	60727	208	114	150	251	35	0	0	721	1013	0	613	0	0	0	104	229	660	74	178	62	71	15	0	0	138	337	0	0	14583	4378	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000070.spe	405.50	7.45	1	0.018353	-0.019330	0.006930	0.108113	19706.00000	1.63	0	36	317	0	0	0	111	1356	1134	1319	58	132	1542	64395	111	121	102	296	0	54	0	761	1170	0	636	0	0	0	127	272	620	61	72	49	42	87	30	115	167	369	0	0	14368	4344	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000071.spe	406.00	7.45	1	0.018357	-0.019330	0.006908	0.108113	19303.00000	1.49	19	26	308	6	15	5	115	1348	1156	1357	37	147	1449	61019	122	141	142	349	0	0	0	589	1288	40	701	0	0	0	84	265	666	92	114	33	14	84	92	0	51	320	0	1056032741038139	14302	4351	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000072.spe	406.50	7.45	1	0.018356	-0.019330	0.006887	0.108113	18751.00000	1.51	45	44	324	15	0	0	122	1201	1197	1474	78	160	1340	56592	92	58	41	247	12	0	0	534	1420	0	765	0	0	0	77	289	707	137	103	28	89	69	43	184	128	383	0	0	13881	4289	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000073.spe	407.00	7.46	1	0.018355	-0.019330	0.006846	0.108113	18564.00000	1.43	20	76	338	13	0	0	120	1125	1187	1433	53	118	1191	54881	143	71	83	253	90	16	0	755	1457	0	654	0	0	0	71	243	657	34	95	74	60	0	17	0	116	285	0	1086640492276084	14299	4446	
C:\Data\BAS_sjro\May_2016\LP3B_XRF\XRF data\L000074.spe	407.50	7.47	1	0.018357	-0.019330	0.006905	0.108113	18877.00000	1.36	27	41	328	7	0	0	144	1211	1237	1491	83	124	1297	57568	203	153	88	227	0	0	0	708	1265	0	676	0	0	0	96	240	673	70	107	36	43	92	134	33	22	287	0	0	14101	4396	
