LP08_M1H_BACON_SH20M1H,,,,,,,,,,,,,
Strat_depth,95%CI_min,95%CI_max,median_age,SH20M1Hmean_age,mean 95%,Unit ,95%CI_min_nearest_10_years,95%CI_max_nearest_10_years,median_age_nearest_10_years,SH20M1Hmean_age_nearest_10_years,mean_min_95%CI_err.,max_mean_95%CI_nearest_10_years,mean_95%CI_nearest_10_years
cm,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP,-,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP,cal a BP
557,26018.05,26937.35,26563.02,26534.43,459.65,1,26020,26940,26560,26530,510,410,460
558,26051.59,27060.69,26629.27,26595.38,504.55,1,26050,27060,26630,26600,550,460,510
559,26076.94,27195.06,26692.18,26656.33,559.06,1,26080,27200,26690,26660,580,540,560
560,26101.36,27328.79,26732.43,26717.27,613.715,1,26100,27330,26730,26720,620,610,620
561,26199.14,27405.25,26815.93,26800.41,603.055,1,26200,27410,26820,26800,600,610,610
562,26261.57,27483.9,26897.68,26883.55,611.165,1,26260,27480,26900,26880,620,600,610
563,26308.28,27592.29,26977.41,26966.68,642.005,1,26310,27590,26980,26970,660,620,640
564,26358.98,27743.64,27053.19,27049.82,692.33,1,26360,27740,27050,27050,690,690,690
565,26399.39,27884.7,27128.76,27132.95,742.655,1,26400,27880,27130,27130,730,750,740
566,26431.87,28052.86,27199.63,27216.09,810.495,1,26430,28050,27200,27220,790,830,810
567,26461.81,28224.48,27270.3,27299.23,881.335,1,26460,28220,27270,27300,840,920,880
568,26497.62,28385.71,27339.59,27382.36,944.045,1,26500,28390,27340,27380,880,1010,950
569,26520.95,28570.22,27409.72,27465.5,1024.635,1,26520,28570,27410,27470,950,1100,1030
570,26549.33,28764.22,27482.89,27548.64,1107.445,1,26550,28760,27480,27550,1000,1210,1110
571,26654.93,28799.35,27572.35,27636.81,1072.21,1,26650,28800,27570,27640,990,1160,1080
572,26757.15,28844.92,27670.36,27724.98,1043.885,1,26760,28840,27670,27720,960,1120,1040
573,26848.61,28897.07,27765.15,27813.16,1024.23,1,26850,28900,27770,27810,960,1090,1030
574,26898.23,28948.41,27872.69,27901.33,1025.09,1,26900,28950,27870,27900,1000,1050,1030
575,26946.21,29003.21,27984.68,27989.5,1028.5,1,26950,29000,27980,27990,1040,1010,1030
576,26994.5,29080.6,28094.12,28077.68,1043.05,1,26990,29080,28090,28080,1090,1000,1050
577,27052.41,29151.91,28200.32,28165.85,1049.75,1,27050,29150,28200,28170,1120,980,1050
578,27079.55,29230.83,28300.33,28254.02,1075.64,1,27080,29230,28300,28250,1170,980,1080
579,27101.57,29327.23,28397.79,28342.2,1112.83,1,27100,29330,28400,28340,1240,990,1120
580,27120.29,29460.2,28493.59,28430.37,1169.955,1,27120,29460,28490,28430,1310,1030,1170
581,27323.3,29489.46,28573.38,28517.18,1083.08,1,27320,29490,28570,28520,1200,970,1090
582,27527.66,29511.68,28647.83,28603.99,992.01,1,27530,29510,28650,28600,1070,910,990
583,27724.48,29539.67,28726.55,28690.81,907.595,1,27720,29540,28730,28690,970,850,910
584,27895.37,29566.2,28808.4,28777.62,835.415,1,27900,29570,28810,28780,880,790,840
585,28042.2,29599.19,28888.53,28864.43,778.495,1,28040,29600,28890,28860,820,740,780
586,28200.57,29632.01,28971.58,28951.24,715.72,1,28200,29630,28970,28950,750,680,720
587,28336.37,29669.3,29054.66,29038.05,666.465,1,28340,29670,29050,29040,700,630,670
588,28482.2,29718.99,29131.04,29124.86,618.395,1,28480,29720,29130,29120,640,600,620
589,28583.27,29785.79,29208.65,29211.67,601.26,1,28580,29790,29210,29210,630,580,610
590,28680.09,29869.8,29288.7,29298.48,594.855,1,28680,29870,29290,29300,620,570,600
591,28712.02,29933.58,29343.05,29348.81,610.78,1,28710,29930,29340,29350,640,580,610
592,28750.34,29992.54,29393.7,29399.14,621.1,1,28750,29990,29390,29400,650,590,620
593,28779.94,30077.13,29440.19,29449.47,648.595,1,28780,30080,29440,29450,670,630,650
594,28793.82,30180.95,29484.74,29499.79,693.565,1,28790,30180,29480,29500,710,680,700
595,28842.26,30302.99,29534.44,29550.12,730.365,1,28840,30300,29530,29550,710,750,730
596,28857.19,30419.8,29579.3,29600.45,781.305,1,28860,30420,29580,29600,740,820,780
597,28870.7,30563.19,29627.32,29650.78,846.245,1,28870,30560,29630,29650,780,910,850
598,28907.11,30686.2,29669.55,29701.1,889.545,1,28910,30690,29670,29700,790,990,890
599,28926.24,30839.53,29714.19,29751.43,956.645,1,28930,30840,29710,29750,820,1090,960
600,28942.89,30980.9,29757.33,29801.76,1019.005,1,28940,30980,29760,29800,860,1180,1020
